id,name,now_cost,position,team,ict_index_rank,transfers_in,news_added,threat_rank_type,cost_change_start_fall,red_cards,transfers_in_event,web_name,expected_goal_involvements_per_90,form_rank,minutes,goals_scored,value_season,chance_of_playing_next_round,threat_rank,expected_goals_per_90,goals_conceded_per_90,points_per_game,direct_freekicks_order,selected_rank_type,expected_assists,form,selected_rank,influence_rank_type,dreamteam_count,selected_by_percent,cost_change_start,clean_sheets_per_90,influence_rank,saves,ict_index,transfers_out,bps,expected_goals_conceded_per_90,ep_next,news,assists,expected_goals,expected_goal_involvements,status,form_rank_type,now_cost_rank_type,clean_sheets,expected_goals_conceded,creativity,starts_per_90,points_per_game_rank,starts,cost_change_event_fall,now_cost_rank,influence,points_per_game_rank_type,value_form,goals_conceded,ict_index_rank_type,saves_per_90,cost_change_event,threat,expected_assists_per_90,own_goals,event_points,chance_of_playing_this_round,corners_and_indirect_freekicks_order,transfers_out_event,yellow_cards,creativity_rank,creativity_rank_type,total_points,in_dreamteam,bonus,ep_this,penalties_order
430,Emmanuel Dennis,50,FWD,Nott'm Forest,573,4104,,47,0,0,2322,Dennis,0.0,571,0,0,0.0,,550,0.0,0.0,0.0,,51,0.00,0.0,342,49,0,0.2,0,0.0,566,0,0.0,8253,0,0.0,0.0,,0,0.00,0.00,a,51,47,0,0.00,0.0,0.0,571,0,0,233,0.0,51,0.0,0,50,0.0,0,0.0,0.0,0,0,,,4277,0,569,49,0,False,0,0.5,
431,Nicolás Domínguez,49,MID,Nott'm Forest,218,252,,106,1,0,156,Dominguez,0.37,298,51,0,0.2,,182,0.21,1.76,0.5,,238,0.09,0.5,557,101,0,0.0,-1,0.0,225,0,3.2,1009,0,1.18,0.5,,0,0.12,0.21,a,148,209,0,0.67,15.9,0.0,328,0,1,319,10.8,171,0.1,1,107,0.0,-1,5.0,0.16,0,0,,,539,1,121,85,1,False,0,1.0,
432,Anthony Elanga,54,MID,Nott'm Forest,34,11782,2024-08-17T20:30:06.384998Z,27,1,0,9898,Elanga,0.4,153,143,0,0.7,100.0,46,0.15,0.0,2.0,,52,0.40,2.0,162,56,0,1.5,-1,0.63,138,0,13.2,80426,24,0.43,2.0,,0,0.24,0.64,a,80,109,1,0.69,65.8,1.26,158,2,1,173,27.4,83,0.4,0,22,0.0,-1,38.0,0.25,0,3,75.0,1.0,25652,0,20,18,4,False,0,1.9,
433,Morgan Gibbs-White,65,MID,Nott'm Forest,11,106007,,8,0,0,91586,Gibbs-White,0.32,34,180,1,1.8,,11,0.28,0.5,6.0,1.0,27,0.09,6.0,82,13,0,4.8,0,0.5,25,0,20.3,98286,43,0.68,6.0,,0,0.57,0.66,a,17,29,1,1.36,75.5,1.0,38,2,0,48,58.6,19,0.9,1,9,0.0,0,69.0,0.04,0,10,,,51597,0,13,11,12,False,2,6.5,1.0
434,Callum Hudson-Odoi,55,MID,Nott'm Forest,15,37154,,15,0,0,16408,Hudson-Odoi,0.36,106,161,0,1.1,,29,0.06,0.0,3.0,,35,0.54,3.0,108,43,0,3.0,0,1.12,108,0,17.8,80422,37,0.43,3.0,,0,0.11,0.65,a,41,74,2,0.77,95.6,1.12,106,2,0,120,33.2,41,0.5,0,13,0.0,0,49.0,0.3,0,3,,4.0,55232,0,3,3,6,False,0,3.5,
435,Alex Mighten,45,MID,Nott'm Forest,471,689,2024-08-29T11:09:56.647313Z,156,0,0,387,Mighten,0.0,470,0,0,0.0,0.0,419,0.0,0.0,0.0,,220,0.00,0.0,533,172,0,0.0,0,0.0,463,0,0.0,1371,0,0.0,0.0,Season long loan to Port Vale,0,0.00,0.00,u,180,231,0,0.00,0.0,0.0,470,0,0,428,0.0,180,0.0,0,179,0.0,0,0.0,0.0,0,0,,,832,0,461,180,0,False,0,0.5,
436,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,167,14185,,59,0,0,12180,Murillo,0.06,56,180,0,2.0,,198,0.0,0.5,4.5,,84,0.11,4.5,234,49,0,0.6,0,0.5,130,0,4.5,8272,42,0.68,4.5,,0,0.00,0.11,a,15,129,1,1.36,11.8,1.0,60,2,0,517,28.8,17,1.0,1,56,0.0,0,4.0,0.06,0,7,,,5113,0,163,40,9,False,1,5.0,
437,Neco Williams,45,DEF,Nott'm Forest,52,21253,,7,0,0,18219,N.Williams,0.24,86,180,0,1.6,,56,0.16,0.5,3.5,3.0,82,0.15,3.5,223,14,0,0.7,0,0.5,63,0,11.1,9599,34,0.68,3.5,,0,0.31,0.46,a,30,84,1,1.36,37.2,1.0,89,2,0,401,41.4,32,0.8,1,7,0.0,0,32.0,0.08,0,6,,,5995,1,51,5,7,False,0,4.0,
438,Omar Richards,45,DEF,Nott'm Forest,455,33,2024-08-22T11:19:23.101534Z,160,0,0,0,O.Richards,0.0,454,0,0,0.0,0.0,397,0.0,0.0,0.0,,184,0.00,0.0,545,180,0,0.0,0,0.0,447,0,0.0,2788,0,0.0,0.0,Loaned to Rio Ave,0,0.00,0.00,u,177,78,0,0.00,0.0,0.0,454,0,0,393,0.0,177,0.0,0,180,0.0,0,0.0,0.0,0,0,0.0,,1347,0,444,179,0,False,0,0.0,
439,Lewis O'Brien,50,MID,Nott'm Forest,575,0,2024-08-01T07:01:57.624673Z,242,0,0,0,O'Brien,0.0,573,0,0,0.0,0.0,552,0.0,0.0,0.0,,288,0.00,0.0,634,249,0,0.0,0,0.0,568,0,0.0,77,0,0.0,0.0,On loan to Los Angeles Football Club for the rest of the season,0,0.00,0.00,u,254,154,0,0.00,0.0,0.0,573,0,0,237,0.0,254,0.0,0,255,0.0,0,0.0,0.0,0,0,0.0,,22,0,571,255,0,False,0,0.0,
440,Andrew Omobamidele,44,DEF,Nott'm Forest,429,109,,141,1,0,73,Omobamidele,0.0,427,0,0,0.0,,355,0.0,0.0,0.0,,175,0.00,0.0,484,166,0,0.1,-1,0.0,421,0,0.0,1737,0,0.0,0.0,,0,0.00,0.00,a,162,149,0,0.00,0.0,0.0,427,0,1,548,0.0,162,0.0,0,166,0.0,-1,0.0,0.0,0,0,,,773,0,410,165,0,False,0,0.5,
441,Jonathan Panzo,40,DEF,Nott'm Forest,363,0,2024-07-18T09:44:17.568948Z,90,0,0,0,Panzo,0.0,359,0,0,0.0,0.0,284,0.0,0.0,0.0,,208,0.00,0.0,632,119,0,0.0,0,0.0,355,0,0.0,67,0,0.0,0.0,On a season long loan to Rio Ave,0,0.00,0.00,u,114,172,0,0.00,0.0,0.0,359,0,0,586,0.0,114,0.0,0,119,0.0,0,0.0,0.0,0,0,0.0,,23,0,343,118,0,False,0,0.0,
442,Ibrahim Sangaré,45,MID,Nott'm Forest,173,97871,,68,0,0,61443,Sangaré,0.04,135,155,0,0.9,,113,0.01,0.58,2.0,,39,0.05,2.0,117,66,0,2.7,0,0.58,157,0,4.4,54442,22,0.79,2.0,,0,0.02,0.07,a,65,227,1,1.36,4.6,1.16,137,2,0,397,24.4,66,0.4,1,87,0.0,0,15.0,0.03,0,2,,,37339,1,199,120,4,False,0,2.5,
443,Matz Sels,45,GKP,Nott'm Forest,227,70795,,42,0,0,56045,Sels,0.0,54,180,0,2.0,,374,0.0,0.5,4.5,,22,0.00,4.5,154,17,0,1.6,0,0.5,129,4,2.9,30714,34,0.68,4.5,,0,0.00,0.00,a,6,17,1,1.36,0.0,1.0,58,2,0,356,28.8,6,1.0,1,17,2.0,0,0.0,0.0,0,6,,,22868,0,425,44,9,False,0,5.0,
444,Harry Toffolo,45,DEF,Nott'm Forest,262,174,,41,0,0,63,Toffolo,0.07,279,36,0,0.2,,167,0.05,2.5,1.0,,171,0.01,0.5,473,92,0,0.1,0,0.0,237,0,1.9,1808,0,1.68,0.5,,0,0.02,0.03,a,91,65,0,0.67,3.0,0.0,231,0,0,371,9.6,76,0.1,1,87,0.0,0,6.0,0.02,0,0,,3.0,974,0,224,67,1,False,0,1.0,
445,Matt Turner,40,GKP,Nott'm Forest,369,92170,,17,0,0,60377,Turner,0.0,365,0,0,0.0,,291,0.0,0.0,0.0,,2,0.00,0.0,17,38,0,18.0,0,0.0,361,0,0.0,156923,0,0.0,0.0,,0,0.00,0.00,a,37,55,0,0.00,0.0,0.0,365,0,0,594,0.0,37,0.0,0,38,0.0,0,0.0,0.0,0,0,,,99511,0,349,19,0,False,0,0.5,
446,Hwang Ui-jo,45,FWD,Nott'm Forest,453,76532,,35,0,0,53705,Ui-jo,0.0,452,0,0,0.0,,395,0.0,0.0,0.0,,23,0.00,0.0,139,37,0,2.0,0,0.0,445,0,0.0,43515,0,0.0,0.0,,0,0.00,0.00,a,39,64,0,0.00,0.0,0.0,452,0,0,391,0.0,39,0.0,0,38,0.0,0,0.0,0.0,0,0,,,27434,0,442,37,0,False,0,0.5,
447,Chris Wood,61,FWD,Nott'm Forest,44,368047,,5,-1,0,92646,Wood,0.66,49,145,1,1.6,,17,0.59,0.0,5.0,,9,0.11,5.0,57,11,0,7.9,1,1.24,80,0,12.2,153013,35,0.48,5.0,,0,0.95,1.06,a,8,20,2,0.77,22.6,1.24,53,2,0,73,38.4,8,0.8,0,8,0.0,0,61.0,0.07,0,1,,,116804,1,90,8,10,False,3,5.5,
448,Joe Worrall,45,DEF,Nott'm Forest,457,71,2024-08-26T10:09:19.430328Z,162,0,0,23,Worrall,0.0,456,0,0,0.0,0.0,399,0.0,0.0,0.0,,181,0.00,0.0,513,182,0,0.1,0,0.0,449,0,0.0,2310,0,0.0,0.0,Transferred to Burnley,0,0.00,0.00,u,179,80,0,0.00,0.0,0.0,456,0,0,395,0.0,179,0.0,0,182,0.0,0,0.0,0.0,0,0,,,1348,0,446,181,0,False,0,0.5,
449,Ryan Yates,50,MID,Nott'm Forest,78,23657,2024-08-30T04:00:05.695621Z,28,0,0,2640,Yates,0.27,74,99,0,1.6,75.0,47,0.24,0.91,4.0,,105,0.03,4.0,316,79,0,0.3,0,0.0,192,0,8.2,13229,37,0.85,3.0,Illness - 75% chance of playing,1,0.26,0.29,d,34,138,0,0.94,27.6,0.0,77,0,0,216,17.4,35,0.8,1,54,0.0,0,37.0,0.03,0,1,,,8947,0,76,61,8,False,2,4.5,
573,Nikola Milenković,45,DEF,Nott'm Forest,188,4386,,17,0,0,4152,Milenković,0.99,101,90,0,1.3,,98,0.98,0.0,6.0,,122,0.01,3.0,336,87,0,0.2,0,1.0,223,0,4.1,4130,16,0.14,3.0,,0,0.98,0.99,a,37,93,1,0.14,10.8,1.0,27,1,0,411,11.2,6,0.7,0,62,0.0,0,19.0,0.01,0,6,,,1613,0,171,46,6,False,0,3.5,
596,João Pedro Ferreira Silva,60,MID,Nott'm Forest,327,2301,,280,0,0,1238,Jota Silva,0.0,328,1,0,0.2,,621,0.0,0.0,1.0,,160,0.00,0.5,441,147,0,0.1,0,0.0,297,0,0.2,5780,3,0.0,0.5,,0,0.00,0.00,a,170,56,0,0.00,0.0,0.0,309,0,0,87,2.2,164,0.1,0,168,0.0,0,0.0,0.0,0,1,,,2160,0,625,283,1,False,0,1.0,
620,Ramón Sosa,55,MID,Nott'm Forest,618,280,,274,0,0,167,Sosa,0.0,615,0,0,0.0,,610,0.0,0.0,0.0,,261,0.00,0.0,597,278,0,0.0,0,0.0,618,0,0.0,155,0,0.0,2.0,,0,0.00,0.00,a,279,83,0,0.00,0.0,0.0,615,0,0,139,0.0,279,0.0,0,279,0.0,0,0.0,0.0,0,0,,,136,0,618,279,0,False,0,2.5,
14,Aaron Ramsdale,44,GKP,Southampton,426,29904,,32,1,0,27526,Ramsdale,0.0,423,0,0,0.0,,351,0.0,0.0,0.0,,26,0.00,0.0,193,53,0,1.0,-1,0.0,418,0,0.0,25870,0,0.0,-0.5,,0,0.00,0.00,a,52,35,0,0.00,0.0,0.0,423,0,1,544,0.0,52,0.0,0,53,0.0,-1,0.0,0.0,0,0,,,13823,0,406,34,0,False,0,-0.5,
27,Cameron Archer,50,FWD,Southampton,245,44302,,21,0,0,30758,Archer,0.51,245,37,0,0.4,,88,0.46,0.0,1.0,,28,0.02,1.0,168,31,0,1.4,0,0.0,313,0,2.4,38758,7,0.75,0.5,,0,0.19,0.21,a,24,49,0,0.31,0.6,0.0,278,0,0,244,1.2,26,0.2,0,25,0.0,0,22.0,0.05,0,1,,,24051,0,292,32,2,False,0,0.5,
188,Lesley Ugochukwu,45,MID,Southampton,510,11109,,186,0,0,6237,Ugochukwu,0.0,509,0,0,0.0,,467,0.0,0.0,0.0,,93,0.00,0.0,290,202,0,0.4,0,0.0,502,0,0.0,9120,0,0.0,-0.5,,0,0.00,0.00,a,210,264,0,0.00,0.0,0.0,509,0,0,486,0.0,210,0.0,0,209,0.0,0,0.0,0.0,0,0,,,5336,0,502,210,0,False,0,-0.5,
450,Carlos Alcaraz Durán,49,MID,Southampton,179,1072,2024-08-30T09:48:28.633540Z,59,1,0,485,Alcaraz,1.0,303,9,0,0.2,0.0,99,0.7,0.0,1.0,,170,0.03,0.5,464,116,0,0.1,-1,0.0,247,0,4.3,3986,4,0.0,0.0,Permanent transfer to Flamengo,0,0.07,0.10,u,153,218,0,0.00,15.9,0.0,264,0,1,332,8.4,134,0.1,0,90,0.0,-1,19.0,0.3,0,0,,,2577,0,122,86,1,False,0,0.0,2.0
451,Samuel Amo-Ameyaw,45,MID,Southampton,240,4115,,97,0,0,1661,Amo-Ameyaw,1.5,287,9,0,0.2,,171,0.2,0.0,1.0,,150,0.13,0.5,416,131,0,0.1,0,0.0,272,0,2.5,3250,4,0.0,0.0,,0,0.02,0.15,a,140,263,0,0.00,15.0,0.0,240,0,0,485,4.0,117,0.1,0,116,0.0,0,6.0,1.3,0,0,,,1970,0,136,92,1,False,0,0.0,
452,Joe Aribo,50,MID,Southampton,91,1794,,69,0,0,690,Aribo,0.32,143,144,0,0.8,,114,0.03,1.25,2.0,,189,0.47,2.0,491,68,0,0.1,0,0.0,162,0,7.3,1696,28,1.57,1.5,,0,0.05,0.52,a,70,131,0,2.51,34.1,1.25,148,2,0,206,23.8,73,0.4,2,63,0.0,0,15.0,0.29,0,2,,,957,0,58,49,4,False,0,1.5,
453,Adam Armstrong,55,FWD,Southampton,94,52881,,13,0,0,15202,Armstrong,0.46,202,160,0,0.5,,31,0.41,1.12,1.5,,24,0.09,1.5,156,18,0,1.6,0,0.0,229,0,7.2,53508,6,1.34,1.0,,0,0.73,0.82,a,21,33,0,2.39,15.8,1.12,208,2,0,112,10.0,22,0.3,2,16,0.0,0,46.0,0.05,0,1,,,36113,1,123,12,3,False,0,1.0,1.0
454,Gavin Bazunu,45,GKP,Southampton,483,631,2024-08-23T09:30:06.171400Z,54,0,0,121,Bazunu,0.0,482,0,0,0.0,0.0,434,0.0,0.0,0.0,,54,0.00,0.0,341,64,0,0.2,0,0.0,475,0,0.0,10565,0,0.0,0.0,Achilles injury - Expected back 15 Feb,0,0.00,0.00,i,64,29,0,0.00,0.0,0.0,482,0,0,448,0.0,64,0.0,0,64,0.0,0,0.0,0.0,0,0,0.0,,5512,0,473,55,0,False,0,0.0,
455,Jan Bednarek,40,DEF,Southampton,103,153265,,49,0,0,67504,Bednarek,0.02,164,170,0,0.8,,188,0.0,1.06,1.5,,43,0.04,1.5,119,25,0,2.6,0,0.0,87,0,6.6,36952,22,1.43,1.0,,0,0.00,0.04,a,47,165,0,2.70,24.9,1.06,170,2,0,576,37.6,48,0.4,2,17,0.0,0,4.0,0.02,0,1,,,23793,1,82,12,3,False,0,1.0,
456,Armel Bella-Kotchap,40,DEF,Southampton,389,2990,,105,0,0,1664,Bella-Kotchap,0.0,385,0,0,0.0,,311,0.0,0.0,0.0,,112,0.00,0.0,301,133,0,0.3,0,0.0,381,0,0.0,5713,0,0.0,-0.5,,0,0.00,0.00,a,128,190,0,0.00,0.0,0.0,385,0,0,616,0.0,128,0.0,0,133,0.0,0,0.0,0.0,0,0,,,3021,0,369,132,0,False,0,-0.5,
457,James Bree,40,DEF,Southampton,356,1601,,85,0,0,963,Bree,0.0,353,0,0,0.0,,277,0.0,0.0,0.0,,144,0.00,0.0,383,114,0,0.2,0,0.0,348,0,0.0,2974,0,0.0,-0.5,,0,0.00,0.00,a,110,167,0,0.00,0.0,0.0,353,0,0,579,0.0,110,0.0,0,114,0.0,0,0.0,0.0,0,0,,3.0,1560,0,336,113,0,False,0,-0.5,
458,Shea Charles,45,MID,Southampton,487,1091,2024-08-29T11:10:39.600629Z,168,0,0,546,Charles,0.0,486,0,0,0.0,0.0,440,0.0,0.0,0.0,,177,0.00,0.0,472,184,0,0.1,0,0.0,479,0,0.0,2353,0,0.0,0.0,Has joined Sheffield Wednesday on a season-long loan,0,0.00,0.00,u,192,243,0,0.00,0.0,0.0,486,0,0,454,0.0,192,0.0,0,191,0.0,0,0.0,0.0,0,0,,,1394,0,478,192,0,False,0,-0.5,
459,Samuel Edozie,49,MID,Southampton,144,269,,54,1,0,119,Edozie,0.21,302,64,0,0.2,,87,0.0,0.0,0.5,,247,0.15,0.5,568,104,0,0.0,-1,0.0,232,0,5.1,808,6,0.44,0.0,,0,0.00,0.15,a,152,217,0,0.31,19.0,0.0,329,0,1,330,9.8,172,0.1,0,81,0.0,-1,22.0,0.21,0,1,,,386,1,101,70,1,False,0,0.0,
460,Ronnie Edwards,40,DEF,Southampton,393,1656,,108,0,0,971,Edwards,0.0,390,0,0,0.0,,316,0.0,0.0,0.0,,135,0.00,0.0,367,135,0,0.2,0,0.0,385,0,0.0,3138,0,0.0,-0.5,,0,0.00,0.00,a,131,193,0,0.00,0.0,0.0,390,0,0,621,0.0,131,0.0,0,135,0.0,0,0.0,0.0,0,0,,,1672,0,373,134,0,False,0,-0.5,
461,Taylor Harwood-Bellis,40,DEF,Southampton,123,221845,,38,0,0,134855,Harwood-Bellis,0.02,166,165,0,0.8,,164,0.0,1.09,1.5,,13,0.03,1.5,38,33,0,11.3,0,0.0,100,0,5.7,99809,11,1.37,1.0,,0,0.00,0.03,a,49,181,0,2.51,16.1,1.09,172,2,0,598,34.6,50,0.4,2,30,0.0,0,6.0,0.02,0,2,,,72719,1,119,25,3,False,0,1.0,
462,Kamaldeen Sulemana,50,MID,Southampton,589,80,2024-08-05T15:00:04.500770Z,254,0,0,69,Kamaldeen,0.0,585,0,0,0.0,50.0,572,0.0,0.0,0.0,,280,0.00,0.0,622,257,0,0.0,0,0.0,582,0,0.0,288,0,0.0,-0.2,Ankle injury - 50% chance of playing,0,0.00,0.00,d,262,177,0,0.00,0.0,0.0,585,0,0,274,0.0,262,0.0,0,263,0.0,0,0.0,0.0,0,0,25.0,,97,0,586,263,0,False,0,-0.1,
463,Adam Lallana,50,MID,Southampton,562,103,2024-08-15T14:30:06.184270Z,229,0,0,81,Lallana,0.0,560,0,0,0.0,100.0,529,0.0,0.0,0.0,,253,0.00,0.0,579,240,0,0.0,0,0.0,555,0,0.0,1607,0,0.0,-0.5,,0,0.00,0.00,a,245,117,0,0.00,0.0,0.0,560,0,0,184,0.0,245,0.0,0,246,0.0,0,0.0,0.0,0,0,25.0,,497,0,552,245,0,False,0,-0.1,
464,Juan Larios López,40,DEF,Southampton,398,334,2024-08-16T11:00:06.405628Z,112,0,0,265,Larios,0.0,395,0,0,0.0,100.0,321,0.0,0.0,0.0,,176,0.00,0.0,496,139,0,0.1,0,0.0,390,0,0.0,2507,0,0.0,-0.5,,0,0.00,0.00,a,135,198,0,0.00,0.0,0.0,395,0,0,627,0.0,135,0.0,0,139,0.0,0,0.0,0.0,0,0,25.0,,720,0,378,138,0,False,0,-0.1,
465,Mateusz Lis,40,GKP,Southampton,361,888,2024-08-23T12:38:57.742902Z,13,0,0,0,Lis,0.0,357,0,0,0.0,0.0,282,0.0,0.0,0.0,,53,0.00,0.0,338,34,0,0.2,0,0.0,353,0,0.0,4711,0,0.0,0.0,Transferred to Göztepe,0,0.00,0.00,u,33,51,0,0.00,0.0,0.0,357,0,0,584,0.0,33,0.0,0,34,0.0,0,0.0,0.0,0,0,0.0,,2974,0,341,15,0,False,0,0.0,
466,Joe Lumley,40,GKP,Southampton,352,3921,,10,0,0,2785,Lumley,0.0,349,0,0,0.0,,273,0.0,0.0,0.0,,44,0.00,0.0,307,31,0,0.3,0,0.0,344,0,0.0,2486,0,0.0,-0.5,,0,0.00,0.00,a,30,48,0,0.00,0.0,0.0,349,0,0,573,0.0,30,0.0,0,31,0.0,0,0.0,0.0,0,0,,,1614,0,332,12,0,False,0,-0.5,
467,Ryan Manning,45,DEF,Southampton,456,258,,161,0,0,146,Manning,0.0,455,0,0,0.0,,398,0.0,0.0,0.0,,172,0.00,0.0,474,181,0,0.1,0,0.0,448,0,0.0,1900,0,0.0,-0.5,,0,0.00,0.00,a,178,79,0,0.00,0.0,0.0,455,0,0,394,0.0,178,0.0,0,181,0.0,0,0.0,0.0,0,0,,1.0,909,0,445,180,0,False,0,-0.5,
468,Sékou Mara,50,FWD,Southampton,583,782,2024-08-26T10:17:11.280625Z,50,0,0,315,Mara,0.0,581,0,0,0.0,0.0,565,0.0,0.0,0.0,,64,0.00,0.0,480,52,0,0.1,0,0.0,576,0,0.0,3909,0,0.0,0.0,Transferred to Strasbourg,0,0.00,0.00,u,54,52,0,0.00,0.0,0.0,581,0,0,260,0.0,54,0.0,0,53,0.0,0,0.0,0.0,0,0,,,2196,0,580,53,0,False,0,-0.5,
469,Alex McCarthy,45,GKP,Southampton,139,8286,,38,0,0,5526,McCarthy,0.0,99,180,0,1.3,,368,0.0,1.0,3.0,,51,0.00,3.0,328,7,0,0.2,0,0.0,41,7,5.2,4352,21,1.35,2.5,,0,0.00,0.00,a,12,13,0,2.70,0.0,1.0,102,2,0,348,52.0,12,0.7,2,7,3.5,0,0.0,0.0,0,4,,,2795,0,420,40,6,False,0,2.5,
470,Paul Onuachu,50,FWD,Southampton,564,1628,,46,0,0,954,Onuachu,0.0,562,0,0,0.0,,534,0.0,0.0,0.0,,61,0.00,0.0,447,48,0,0.1,0,0.0,557,0,0.0,3671,0,0.0,-0.5,,0,0.00,0.00,a,50,46,0,0.00,0.0,0.0,562,0,0,195,0.0,50,0.0,0,49,0.0,0,0.0,0.0,0,0,,,1795,0,557,48,0,False,0,-0.5,
471,Will Smallbone,50,MID,Southampton,155,866,,46,0,0,287,Smallbone,0.3,147,173,0,0.8,,72,0.16,1.04,2.0,1.0,198,0.26,2.0,504,127,0,0.1,0,0.0,266,0,4.8,1327,22,1.4,1.5,,0,0.31,0.57,a,74,143,0,2.70,15.5,1.04,152,2,0,223,4.8,77,0.4,2,83,0.0,0,28.0,0.14,0,2,,2.0,780,0,127,88,4,False,0,1.5,
472,Jack Stephens,40,DEF,Southampton,135,37477,,48,0,0,30658,Stephens,0.04,163,180,0,0.8,,187,0.0,1.0,1.5,,81,0.07,1.5,222,51,0,0.7,0,0.0,132,0,5.4,9986,13,1.35,1.0,,0,0.00,0.07,a,46,155,0,2.70,21.3,1.0,169,2,0,561,28.6,47,0.4,2,35,0.0,0,4.0,0.04,0,2,,,7732,1,96,16,3,False,0,1.0,
473,Ross Stewart,45,FWD,Southampton,462,5160,2024-08-15T14:30:06.197749Z,36,0,0,3933,Stewart,0.0,461,0,0,0.0,50.0,409,0.0,0.0,0.0,,42,0.00,0.0,242,38,0,0.6,0,0.0,454,0,0.0,15996,0,0.0,-0.2,Lack of match fitness - 50% chance of playing,0,0.00,0.00,d,40,65,0,0.00,0.0,0.0,461,0,0,414,0.0,40,0.0,0,39,0.0,0,0.0,0.0,0,0,25.0,,6974,0,452,38,0,False,0,-0.1,
474,Sugawara Yukinari,45,DEF,Southampton,154,1334,,63,0,0,483,Sugawara,0.24,174,116,0,0.7,,214,0.02,1.55,1.5,,147,0.29,1.5,397,62,0,0.2,0,0.0,161,0,4.8,2513,19,1.85,1.0,,0,0.02,0.31,a,55,85,0,2.39,21.2,1.55,180,2,0,402,23.8,56,0.3,2,46,0.0,0,3.0,0.22,0,2,,,1344,0,97,17,3,False,0,1.0,
475,Charlie Taylor,40,DEF,Southampton,308,26892,,65,0,0,17731,Taylor,0.06,268,14,0,0.2,,219,0.0,0.0,1.0,,28,0.01,0.5,79,105,0,5.0,0,0.0,316,0,0.4,71402,3,1.22,0.0,,0,0.00,0.01,a,80,158,0,0.19,1.6,0.0,222,0,0,565,0.8,67,0.1,0,102,0.0,0,2.0,0.06,0,1,,,38154,0,256,79,1,False,0,0.0,
476,Kyle Walker-Peters,45,DEF,Southampton,104,6795,,9,0,0,3279,Walker-Peters,0.13,133,170,0,0.9,,71,0.08,1.06,2.0,,96,0.10,2.0,258,66,0,0.5,0,0.0,168,0,6.6,6879,21,1.43,1.5,,0,0.16,0.26,a,42,68,0,2.70,15.1,1.06,135,2,0,379,23.0,42,0.4,2,18,0.0,0,28.0,0.05,0,2,,,4037,0,134,30,4,False,0,1.5,
477,Nathan Wood-Gordon,40,DEF,Southampton,372,26006,,97,0,0,16076,Wood,0.0,368,0,0,0.0,,294,0.0,0.0,0.0,,64,0.00,0.0,169,125,0,1.4,0,0.0,364,0,0.0,19887,0,0.0,-0.5,,0,0.00,0.00,a,120,180,0,0.00,0.0,0.0,368,0,0,597,0.0,120,0.0,0,125,0.0,0,0.0,0.0,0,0,,,11343,0,352,124,0,False,0,-0.5,
518,Flynn Downes,50,MID,Southampton,64,536,,85,0,0,176,Downes,0.14,188,180,0,0.6,,142,0.06,1.0,1.5,,195,0.16,1.5,499,38,0,0.1,0,0.0,91,0,10.5,1267,25,1.35,1.0,,0,0.11,0.27,a,89,146,0,2.70,58.2,1.0,194,2,0,227,37.0,92,0.3,2,44,0.0,0,9.0,0.08,0,1,,,780,1,26,23,3,False,0,1.0,
584,Ben Brereton Díaz,55,MID,Southampton,90,11735,,58,0,0,2775,Brereton Díaz,0.21,204,160,0,0.5,,97,0.17,1.12,1.5,,78,0.08,1.5,230,109,0,0.6,0,0.0,240,0,7.4,21676,10,1.52,1.0,,0,0.30,0.38,a,103,72,0,2.70,44.4,1.12,210,2,0,118,9.6,106,0.3,2,62,0.0,0,20.0,0.04,0,2,,,13700,1,43,37,3,False,0,1.0,
608,Tyler Dibling,45,MID,Southampton,252,5485,,125,0,0,4064,Dibling,0.07,224,26,0,0.4,,226,0.0,0.0,1.0,,165,0.02,1.0,455,121,0,0.1,0,0.0,256,0,2.2,2232,12,0.0,0.5,,0,0.00,0.02,a,113,258,0,0.00,12.9,0.0,239,0,0,480,6.8,116,0.2,0,123,0.0,0,2.0,0.07,0,1,,,1645,0,154,102,2,False,0,0.5,
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,293,362,,116,0,0,269,M.Fernandes,0.06,250,14,0,0.2,,207,0.0,0.0,1.0,,272,0.01,1.0,613,157,0,0.0,0,0.0,311,0,0.9,70,4,1.22,1.1,,0,0.00,0.01,a,128,186,0,0.19,3.8,0.0,287,0,0,285,1.4,148,0.2,0,145,0.0,0,4.0,0.06,0,1,,,67,0,210,127,1,False,0,1.1,
82,Dominic Solanke-Mitchell,75,FWD,Spurs,73,157130,2024-08-23T14:00:06.228956Z,7,0,0,13463,Solanke,0.49,266,90,0,0.3,25.0,19,0.34,1.0,2.0,,6,0.15,1.0,37,14,0,11.5,0,0.0,184,0,9.5,1707152,17,1.02,0.1,Ankle injury - 25% chance of playing,0,0.34,0.49,d,31,6,0,1.02,15.3,1.0,167,1,0,15,19.0,19,0.1,1,13,0.0,0,61.0,0.15,0,0,0.0,,707619,0,130,13,2,False,0,0.0,
