Car Name,Year,Region,FuelType,Mileage,Price
Mercedes-Benz C-Class,2000,Berd,Gasoline,249000,16500
Toyota Camry,2014,Mkhchyan,Gasoline,107000,11500
Toyota Corolla,2010,Kanaker-Zeytun,Gasoline,170000,9500
Toyota Corolla,2011,Echmiadzin,Gasoline,235000,9500
Toyota Corolla,2011,Armavir,Gasoline,235000,21600
Mazda CX-30,2020,Nor Nork,Gasoline,24000,69000
Mercedes-Benz GLE-Class,2020,Kentron,Gasoline,120000,6900
Renault Kangoo,2006,Jrvezh,Gasoline,105000,11000
BMW 3 Series,2011,Kentron,Gasoline,145000,11500
Ford Fusion (North America),2017,Oshakan,Gasoline,120000,22000
Nissan Altima,2020,Arabkir,Gasoline,40000,15500
Infiniti Q50,2017,Nor Nork,Gasoline,70000,6300
Suzuki SX4,2008,Nor Nork,Gasoline,190000,15800
Nissan Rogue,2017,Echmiadzin,Gasoline,188000,15000
Hyundai Elantra,2017,Malatia-Sebastia,Gasoline,100000,20500
Mazda CX-5,2019,Echmiadzin,Gasoline,21000,12300
Hyundai Veloster hatchback,2016,Abovian,Gasoline,62000,28500
Mazda CX-5,2020,Malatia-Sebastia,Gasoline,24000,17000
Mazda 6,2017,Armavir,Gasoline,73000,30500
Toyota RAV4,2020,Malatia-Sebastia,Gasoline,40000,6800
BMW 3 Series,2001,Shengavit,Gasoline,195000,19500
Mazda 6,2019,Nor Nork,Gasoline,40000,7700
Chevrolet Volt hatchback,2013,Erebuni,Hybrid,181000,15000
Nissan Kicks,2021,Ayntap,Gasoline,32000,23500
Hyundai Tucson,2020,Gyumri,Gasoline,13700,14000
Mercedes-Benz GL-Class,2007,Gyumri,Gasoline,273000,14000
Kia Optima,2020,Malatia-Sebastia,Gasoline,52177,22000
Toyota Camry,2019,Erebuni,Gasoline,100000,23500
Hyundai Tucson,2020,Gyumri,Gasoline,13700,4900
Opel Zafira,2003,Kanaker-Zeytun,Gasoline,370000,10600
Nissan Sentra,2017,Armavir,Gasoline,46000,65000
Lexus GX460,2019,Avan,Gasoline,60000,14900
Jeep Renegade,2018,Armavir,Gasoline,54000,12800
Mazda 3 hatchback,2015,Nor Nork,Gasoline,136000,13200
Hyundai Elantra,2018,Masis,Gasoline,160000,20000
Nissan Altima,2021,Kanaker-Zeytun,Gasoline,74000,8000
Opel Astra hatchback,1998,Vanadzor,Gasoline,300000,36000
Mazda CX-5,2022,Ajapnyak,Gasoline,9800,12200
Chevrolet Malibu,2018,Alaverdi,Gasoline,198500,10800
Chevrolet Volt,2014,Kentron,Hybrid,125000,18500
Mercedes-Benz E-Class,2010,Artashat,Gasoline,195000,4800
VAZ (Lada) 2114 hatchback,2011,Nor Geghi,Gasoline,10000,3700
Opel Vectra,1999,Abovian,Gasoline,310000,67000
Lexus GX,2020,Ajapnyak,Gasoline,32000,74900
Lexus LS,2021,Erebuni,Gasoline,28000,20500
Toyota Camry,2021,Erebuni,Gasoline,18000,19300
Nissan Rogue,2019,Armavir,Gasoline,79000,15990
Hyundai Kona,2020,Erebuni,Gasoline,42000,9700
Mercedes-Benz E-Class,2007,Metsamor,Gasoline,254459,6300
Nissan Tiida hatchback,2008,Malatia-Sebastia,Gasoline,155000,29900
Mazda CX-5,2022,Erebuni,Gasoline,8000,10700
Lexus RX,2002,Metsamor,Gasoline,142000,4000
GAZ (ГАЗ) 3102 Volga,1996,Echmiadzin,Gasoline,193000,20000
Honda Accord,2021,Erebuni,Gasoline,30000,14000
Mercedes-Benz W124,1992,Echmiadzin,Gasoline,250000,20000
Honda Accord,2021,Erebuni,Gasoline,60000,5400
Nissan Tiida,2007,Erebuni,Gasoline,250000,8500
Chevrolet Volt hatchback,2014,Ayntap,Hybrid,160000,3000
VAZ (Lada) Priora hatchback,2009,Erebuni,Gasoline,200000,8000
Hyundai Sonata,2009,Erebuni,Gasoline,178000,24900
Kia K5,2020,Erebuni,Gasoline,41000,34000
Kia K5,2023,Davtashen,Gasoline,3000,23000
Kia Forte,2022,Davtashen,Gasoline,30000,38000
Mercedes-Benz V-Class,2017,Gyumri,Diesel,160000,5500
Opel Astra hatchback,2002,On the way,Gasoline,300000,20000
Mazda 3,2021,Davtashen,Gasoline,7000,23999
Hyundai Kona,2022,Erebuni,Gasoline,1700,8400
Chevrolet Volt hatchback,2012,Kanaker-Zeytun,Hybrid,144000,10000
GAZ (ГАЗ) 3110 Volga,1999,Echmiadzin,Gasoline,100000,15900
Nissan Rogue,2018,Kanaker-Zeytun,Gasoline,45000,22500
Chevrolet Blazer,2019,Nor Nork,Gasoline,40000,25900
Mazda 6,2021,Erebuni,Gasoline,29000,9900
Mercedes-Benz E-Class,2008,Davtashen,Gasoline,181000,14300
Nissan Rogue,2017,Erebuni,Gasoline,80000,14900
Honda Odyssey,2010,Erebuni,Gasoline,240000,8200
Hyundai Tiburon coupe,2008,Shengavit,Gasoline,77100,12800
Mazda 6,2017,Erebuni,Gasoline,75000,14500
Ford Fusion (North America),2017,Nubarashen,Hybrid,120000,4800
Opel Astra hatchback,1998,Ptghunk,Gasoline,184000,25500
Jeep Cherokee,2021,Ijevan,Gasoline,20500,14000
GAZ (ГАЗ) 3110 Volga,2003,Malatia-Sebastia,Gasoline,285000,11850
Nissan Sentra,2019,Arinj,Gasoline,75000,5950
Nissan Tiida,2008,Arinj,Gasoline,235000,7000
Opel Zafira,2003,Shengavit,Gasoline,320000,7500
Nissan Tiida hatchback,2008,Gyumri,Gasoline,230000,4300
Opel Astra hatchback,1999,Vanadzor,Gasoline,250000,12500
Nissan Sentra,2019,Erebuni,Gasoline,61000,7800
Chevrolet Volt hatchback,2011,Shengavit,Hybrid,120000,3500
VAZ (Lada) 2107,2012,Ashtarak,Gasoline,56000,9300
BMW 5 Series,2006,Malatia-Sebastia,Gasoline,202000,16000
Hyundai Elantra,2019,Arabkir,Gasoline,60000,19800
Nissan Murano,2018,Gyumri,Gasoline,53000,45000
Mercedes-Benz E-Class,2016,Malatia-Sebastia,Gasoline,92000,7100
Mercedes-Benz E-Class AMG,2007,Ajapnyak,Gasoline,328000,11500
Toyota Camry,2009,Shengavit,Gasoline,200000,13700
VAZ (Lada) Niva Legend,2024,Davtashen,Gasoline,400,16900
Ford Fusion (North America),2019,Malatia-Sebastia,Gasoline,78000,14200
Toyota Corolla,2018,Shengavit,Gasoline,84000,31500
Mercedes-Benz Metris,2015,Kanaker-Zeytun,Gasoline,100000,5700
Nissan Tiida hatchback,2008,Sisian,Gasoline,180000,15700
Nissan Rogue Sport,2018,Gyumri,Gasoline,100000,25900
Mitsubishi Airtrek EV,2023,Erebuni,Electric,12,28999
BYD Song EV,2023,Erebuni,Electric,12,24500
Honda e:NS1,2023,Nubarashen,Electric,12,27200
Lexus RX,2014,Erebuni,Gasoline,110000,10700
Chevrolet Malibu,2019,Erebuni,Gasoline,190000,3000
VAZ (Lada) 2110,2005,Erebuni,Gasoline,32100,14900
Mazda 3,2020,Kentron,Gasoline,20000,24000
Mazda 6,2019,Ashtarak,Gasoline,52000,12500
Lexus RX,2003,Ajapnyak,Gasoline,180000,15900
Mitsubishi Outlander,2016,Echmiadzin,Gasoline,110000,6000
Toyota Prius hatchback,2012,Erebuni,Hybrid,73000,16900
Mitsubishi Outlander Sport,2018,Avan,Gasoline,78000,15300
Jeep Compass,2020,Echmiadzin,Gasoline,61000,3800
VAZ (Lada) Priora,2008,Nor Nork,Gasoline,160000,3150
Suzuki Kizashi,2010,Ajapnyak,Gasoline,350000,18300
Mercedes-Benz GL-Class,2010,Arabkir,Gasoline,116000,16000
Mercedes-Benz S-Class,2008,Nor Nork,Gasoline,165000,12500
Nissan Kicks,2018,Arabkir,Gasoline,76000,20000
GAZ (ГАЗ) M-20 Pobeda,1955,Arabkir,Gasoline,3000,15500
GAZ (ГАЗ) 21 Volga,1968,Arabkir,Gasoline,22000,34500
Maserati Ghibli,2017,Arabkir,Gasoline,37000,4000
Mercedes-Benz C-Class,1997,Nor Hachen,Gasoline,273000,7500
Suzuki Grand Vitara,2006,Abovian,Gasoline,185000,4000
VAZ (Lada) 2106,1989,Marmarashen,Gasoline,300000,24500
Toyota Camry,2019,Erebuni,Hybrid,85000,19000
Ford Mustang coupe,2018,Shengavit,Gasoline,92000,13500
Chevrolet Malibu,2016,Gyumri,Gasoline,108000,15000
Nissan Rogue,2019,Gyumri,Gasoline,50000,10900
Hyundai Elantra,2012,Hrazdan,Gasoline,130000,4800
Mercedes-Benz C-Class,1998,Hrazdan,Gasoline,380000,19000
Hyundai Sonata,2018,Kentron,Gasoline,37300,14000
GAZ (ГАЗ) ГАЗель,1987,Sevan,Gasoline,126000,2200
Ford Ka hatchback,1996,Artashat,Gasoline,162240,15900
Land Rover Range Rover Sport,2008,Hrazdan,Gasoline,132000,11500
Hyundai Elantra,2015,Gyumri,Gasoline,160000,5600
VAZ (Lada) 2121 (4x4),2007,Avan,Gasoline,150000,3300
VAZ (Lada) 2107,2011,Echmiadzin,Gasoline,60000,2000
Volkswagen Golf hatchback,1996,Artashat,Gasoline,230000,4500
Mercedes-Benz E-Class,1997,Argavand,Gasoline,200000,7500
BMW 3 Series,2010,Artashat,Gasoline,230000,2500
Opel Vectra,1998,Ararat,Gasoline,250000,12500
Ford Fusion (North America),2017,Ajapnyak,Gasoline,78000,4000
Opel Astra hatchback,1999,Artashat,Gasoline,122334,2600
VAZ (Lada) 2106,1980,Gyumri,Gasoline,35000,41000
Toyota RAV4,2021,Nor Nork,Gasoline,26000,27000
Toyota Corolla,2020,Nor Nork,Gasoline,49000,5500
Mercedes-Benz 240,1997,Erebuni,Gasoline,300000,7600
Chevrolet Volt hatchback,2011,Ayntap,Hybrid,242000,14500
Kia Sorento,2017,Arabkir,Gasoline,81000,6600
BMW 3 Series,2001,Erebuni,Gasoline,230000,13000
Ford Fusion (North America),2017,Artashat,Gasoline,100000,14000
Opel Vectra,1997,Tsakhkadzor,Gasoline,300000,16900
Nissan Leaf hatchback,2018,Davtashen,Electric,43000,15300
Kia Forte,2019,Armavir,Gasoline,41000,18000
Mitsubishi Outlander,2016,Avan,Gasoline,135000,5700
Opel Astra hatchback,2002,Sevan,Gasoline,180000,13000
Toyota Corolla,2014,Erebuni,Gasoline,210000,41000
Toyota Land Cruiser,2009,Ajapnyak,Gasoline,171000,15400
Mazda 6,2015,Kentron,Gasoline,172230,10000
Mercedes-Benz S-Class,1997,Kentron,Gasoline,159000,21800
Mercedes-Benz CLA-Class,2018,Malatia-Sebastia,Gasoline,96000,4300
Opel Astra,1999,Masis,Gasoline,187085,9500
BMW X5,2004,Abovian,Gasoline,168750,16300
Mazda CX-30,2020,Malatia-Sebastia,Gasoline,24000,16500
Kia Sportage,2017,Shengavit,Gasoline,64000,12000
Opel Insignia,2014,Ajapnyak,Gasoline,98000,4000
Ford Courier,1998,Davtashen,Gasoline,228000,7000
Dodge Avenger,2014,Kanaker-Zeytun,Gasoline,170000,36000
Toyota Camry,2021,Vanadzor,Gasoline,29000,1000
GAZ (ГАЗ) wagon,1998,Masis,Gasoline,260000,42500
Lexus GX,2011,Vanadzor,Gasoline,80000,12900
Hyundai Elantra,2015,Arabkir,Gasoline,46900,10800
Toyota Camry,2009,Malatia-Sebastia,Gasoline,220000,12500
Lexus IS,2008,Davtashen,Gasoline,150000,4000
VAZ (Lada) 2107,2004,Vanadzor,Gasoline,137000,6300
UAZ (УАЗ) Hunter,2010,Vedi,Gasoline,20000,8500
Volvo XC90,2006,Martuni,Gasoline,196000,10200
Ford Fusion (North America),2014,Kentron,Gasoline,174000,13500
UAZ (УАЗ) Patriot,2016,Vedi,Gasoline,110000,4000
UAZ (УАЗ) Patriot,2015,Vedi,Gasoline,87000,8300
Lexus GS,2006,Ajapnyak,Gasoline,212000,3950
Mercedes-Benz C-Class,1994,Malatia-Sebastia,Gasoline,528000,13800
Hyundai Elantra,2020,Nor Nork,Gasoline,25000,4900
Nissan Tiida hatchback,2005,Davtashen,Gasoline,106000,4400
Mercedes-Benz E-Class,1999,Arabkir,Gasoline,594000,4700
Honda Fit hatchback,2004,Arabkir,Gasoline,215000,12000
Hyundai Elantra,2019,Nor Nork,Gasoline,75000,25300
Toyota Camry,2022,Malatia-Sebastia,Gasoline,5000,37500
Mercedes-Benz GLS-Class,2017,Kentron,Gasoline,47500,35000
Nissan Rogue,2022,Kanaker-Zeytun,Gasoline,21000,12000
Hyundai Elantra,2018,Nor Nork,Gasoline,27000,14000
VAZ (Lada) 2121 Niva,2002,Artashat,Gasoline,120000,17500
Nissan Rogue,2017,Erebuni,Gasoline,104500,4900
Opel Astra hatchback,2000,Nor Nork,Gasoline,187000,19200
Toyota Highlander,2010,Nor Nork,Gasoline,134000,14000
Honda CR-V,2003,Kanaker-Zeytun,Gasoline,175000,3500
Mercedes-Benz 190 (W201),1992,Davtashen,Gasoline,210000,17300
Nissan Rogue,2019,Arabkir,Gasoline,21000,20000
BMW 4 Series coupe,2017,Ajapnyak,Gasoline,50000,4400
Opel Astra,1998,Arabkir,Gasoline,20000,18000
Honda Accord,2020,Ajapnyak,Gasoline,20000,6500
Ford Transit,2000,Abovian,Diesel,200000,4700
Volkswagen Golf hatchback,2004,Armavir,Gasoline,220000,22000
Hyundai Santa Fe,2018,Armavir,Gasoline,43000,14000
GAZ (ГАЗ) 3110 Volga,1998,Abovian,Gasoline,150000,14000
Lexus ES,2008,Kentron,Gasoline,158000,5300
Nissan Tiida,2008,Kanaker-Zeytun,Gasoline,223000,4000
VAZ (Lada) 2106,1997,Armavir,Gasoline,916363,14500
Kia Forte,2020,Kentron,Gasoline,28000,3500
Mercedes-Benz W124,1991,Armavir,Gasoline,269000,4000
Land Rover Range Rover Evoque,2012,Kentron,Gasoline,223000,18000
Jeep Compass,2019,Armavir,Gasoline,78000,12300
Ford Transit,2007,Vanadzor,Diesel,112240,4000
Opel Astra hatchback,1998,Ajapnyak,Gasoline,300000,15800
Mercedes-Benz S-Class,2007,Arabkir,Gasoline,151000,7200
Mercedes-Benz B-Class hatchback,2006,Avan,Gasoline,135000,5000
BMW i7,2023,Germany,Electric,15200,40000
BMW 3 Series,2022,Germany,Diesel,16900,32000
Land Rover Range Rover,2023,Germany,Gasoline,10,50000
BMW i7,2023,Germany,Electric,25,32000
Audi RS Q8,2023,Germany,Gasoline,10,27000
BMW XM,2023,Germany,Hybrid,10,50000
Mercedes-Benz GLE,2023,Germany,Diesel,15,65000
VAZ (Lada) 2105,2010,Kentron,Gasoline,117000,2000
BMW X7,2022,Germany,Diesel,14500,27800
Toyota Camry,2018,Nor Nork,Gasoline,95000,20000
Audi E-tron,2019,Germany,Electric,6000,24000
Audi Q4 Sportback e-tron,2022,Germany,Electric,8300,24000
Lexus NX,2022,Germany,Hybrid,25,25800
Honda Accord,2022,Echmiadzin,Gasoline,6700,14000
Lexus RX,2023,Germany,Hybrid,1500,29500
Tesla Model Y,2023,Kentron,Electric,13000,40000
BMW iX,2023,Germany,Electric,8960,50000
BMW 7 Series,2023,Germany,Hybrid,6000,50000
BMW 7 Series,2019,Germany,Diesel,34000,8100
Mercedes-Benz E-Class,2004,Shengavit,Gasoline,290000,7000
BMW 7 Series,2022,Germany,Gasoline,7300,40000
BMW X2,2022,Germany,Diesel,53000,20000
BMW X2,2020,Germany,Diesel,54000,21000
BMW X2,2020,Germany,Diesel,53000,20000
BMW X2,2019,Germany,Diesel,55000,20000
BMW M5,2020,Germany,Gasoline,30900,5000
Nissan Tiida hatchback,2005,Gyumri,Gasoline,200000,4000
BMW M4 coupe,2018,Germany,Gasoline,761,22500
Jeep Cherokee,2019,Malatia-Sebastia,Gasoline,62500,565000
Rolls-Royce Cullinan,2023,Germany,Gasoline,32,4900
Ford Transit,1997,Shengavit,Diesel,200000,4000
Land Rover Range Rover Sport,2023,Germany,Diesel,6000,40000
Porsche Panamera hatchback,2021,Germany,Gasoline,19500,70000
BMW X5,2023,Germany,Diesel,18,6000
Hyundai Solaris,2016,Malatia-Sebastia,Gasoline,270000,14000
BMW X5,2023,Germany,Diesel,10,30000
BMW X5,2023,Germany,Diesel,21500,30000
BMW X5,2023,Germany,Hybrid,840,22500
Mercedes-Benz Sprinter,2017,Mrgavet,Diesel,346000,20000
BMW X5,2023,Germany,Diesel,15100,46000
Lexus NX,2019,Kentron,Gasoline,44052,3100
VAZ (Lada) 2105,2010,Malatia-Sebastia,Gasoline,117000,4000
BMW 1 Series hatchback,2020,Germany,Gasoline,36900,4000
BMW X6 M,2021,Germany,Gasoline,17600,9000
BMW X7,2021,Germany,Gasoline,26200,40000
BMW X7,2019,Germany,Diesel,24100,40000
BMW X7,2020,Germany,Diesel,34000,40000
BMW M3,2023,Germany,Gasoline,10,30000
Rolls-Royce Phantom,2022,Germany,Gasoline,3900,74000
Mercedes-Benz EQB,2023,Germany,Electric,10,54000
BMW X7,2023,Germany,Diesel,23700,40000
BMW X7,2023,Germany,Diesel,6400,40000
BMW XM,2023,Germany,Hybrid,70,50000
Mercedes-Benz GLE Coupe AMG,2023,Germany,Gasoline,18,65000
BMW X5,2022,Germany,Diesel,68000,6000
Honda Civic,2006,Kentron,Gasoline,337000,7000
Audi RS4 wagon,2023,Germany,Gasoline,1020,32000
Mercedes-Benz GLE Coupe,2024,Germany,Diesel,100,40000
Mercedes-Benz GLE,2024,Germany,Diesel,50,45000
Mercedes-Benz GLE Coupe,2024,Germany,Gasoline,50,45000
Mercedes-Benz GLE Coupe,2024,Germany,Hybrid,17,45000
Mercedes-Benz GLE Coupe,2024,Germany,Hybrid,102,45000
Mercedes-Benz GLE Coupe,2024,Germany,Diesel,30,40000
Mercedes-Benz E-Class,2012,Davtashen,Gasoline,220000,40000
Mercedes-Benz G-Class,2024,Germany,Diesel,100,40000
Volkswagen Golf hatchback,1993,Abovian,Gasoline,70000,3000
Mercedes-Benz G-Class,2024,Germany,Gasoline,9900,40000
Mercedes-Benz G-Class,2024,Germany,Gasoline,13,40000
Mercedes-Benz G-Class,2024,Germany,Gasoline,100,40000
Mercedes-Benz G-Class,2024,Germany,Gasoline,10,40000
Mercedes-Benz GLS-Class,2024,Germany,Gasoline,28,40000
Mercedes-Benz GLS-Class,2024,Germany,Gasoline,10,40000
Mercedes-Benz GLS-Class AMG,2024,Germany,Gasoline,100,40000
Kia Forte coupe,2010,Charentsavan,Gasoline,175000,5000
Mercedes-Benz GLS-Class AMG,2024,Germany,Gasoline,6000,40000
BMW X5,2024,Germany,Diesel,10,40000
Toyota Alphard,2006,Malatia-Sebastia,Gasoline,10000,4000
BMW X5,2024,Germany,Hybrid,1250,6500
Opel Zafira,2000,Malatia-Sebastia,Gasoline,375000,4000
BMW X5,2024,Germany,Diesel,10,40000
BMW X5,2024,Germany,Diesel,10,9900
Hyundai Elantra,2013,Kanaker-Zeytun,Gasoline,73962,10000
BMW X5,2024,Germany,Hybrid,20,40000
BMW X5,2024,Germany,Hybrid,21,40000
BMW X6,2024,Germany,Diesel,4700,40000
BMW X6,2024,Germany,Diesel,20,40000
BMW X6,2024,Germany,Gasoline,5150,40000
BMW X6,2024,Germany,Diesel,5500,40000
BMW X6,2024,Germany,Diesel,3950,40000
BMW iX1,2023,Germany,Electric,7800,40000
BMW iX1,2023,Germany,Electric,8100,40000
BMW X2,2019,Germany,Diesel,41200,40000
BMW X1,2018,Germany,Diesel,49800,40000
Audi SQ8 e-tron,2023,Germany,Electric,4500,40000
BMW X1,2021,Germany,Gasoline,29000,40000
BMW IX3,2023,Germany,Electric,10,40000
BMW IX3,2023,Germany,Electric,5500,40000
BMW IX3,2023,Germany,Electric,2300,23000
Mazda CX-5,2019,Erebuni,Gasoline,80000,12000
BMW 5 Series,2009,Shengavit,Gasoline,230000,17000
Audi A6,2012,Kanaker-Zeytun,Gasoline,116000,10000
BMW IX3,2023,Germany,Electric,9000,13000
Hyundai Elantra,2016,Erebuni,Gasoline,140000,6500
Peugeot Partner,2007,Shengavit,Gasoline,300000,5800
Opel Zafira,2002,Vanadzor,Gasoline,350000,4000
BMW X2,2021,Germany,Hybrid,11000,20000
BMW XM,2023,Germany,Hybrid,146,40000
Mercedes-Benz CLA-Class AMG,2022,Germany,Gasoline,16600,40000
Lamborghini Urus,2023,Germany,Gasoline,9400,100000
BMW X3 M,2022,Germany,Gasoline,12000,14800
Hyundai Elantra,2020,Ajapnyak,Gasoline,42000,20000
Mercedes-Benz GLS-Class,2018,Germany,Gasoline,49000,40000
Mercedes-Benz GLC,2021,Germany,Gasoline,41000,40000
Mercedes-Benz GLC,2021,Germany,Gasoline,48000,40000
BMW 5 Series wagon,2023,Germany,Hybrid,30400,40000
Honda Stream,2000,Charentsavan,Gasoline,240000,3000
Mercedes-Benz S-Class AMG,2023,Germany,Gasoline,20,35000
Mercedes-Benz S-Class AMG,2023,Germany,Hybrid,20,37000
Mercedes-Benz S-Class AMG,2023,Germany,Hybrid,10,35000
Mercedes-Benz S-Class AMG,2023,Germany,Gasoline,4600,35000
Mercedes-Benz S-Class AMG,2023,Germany,Hybrid,9000,35000
Mercedes-Benz S-Class AMG,2023,Germany,Hybrid,70,35000
Mercedes-Benz S-Class AMG,2023,Germany,Hybrid,25,35000
Mercedes-Benz S-Class AMG coupe,2023,Germany,Gasoline,65,35000
BMW IX3,2023,Germany,Electric,18000,35000
BMW IX3,2023,Germany,Electric,12350,35000
BMW IX3,2023,Germany,Electric,7200,35000
BMW iX1,2024,Germany,Electric,10,35000
BMW iX1,2024,Germany,Electric,10,35000
BMW iX1,2024,Germany,Electric,10,35000
BMW iX1,2024,Germany,Electric,10,35000
Nissan X-Trail,2004,Kentron,Gasoline,133000,3000
BMW iX1,2023,Germany,Electric,9800,9100
Kia Forte coupe,2012,Kentron,Gasoline,100500,10000
BMW iX1,2023,Germany,Electric,8722,11000
Mazda 6,2014,Kentron,Gasoline,100000,12000
Mercedes-Benz EQC,2023,Germany,Electric,77,35000
Mercedes-Benz EQC,2023,Germany,Electric,66,35000
Mercedes-Benz EQE,2023,Germany,Electric,29200,45999
BMW 5 Series,2018,Avan,Gasoline,80000,35000
Mercedes-Benz EQE,2023,Germany,Electric,10,15500
Kia Forte,2020,Kanaker-Zeytun,Gasoline,21000,12000
Mercedes-Benz EQE AMG,2023,Germany,Electric,10,35000
Mercedes-Benz EQE,2023,Germany,Electric,10,35000
Mercedes-Benz EQC,2022,Germany,Electric,16500,2400
Volkswagen Jetta,2001,Kanaker-Zeytun,Gasoline,200000,3000
Mercedes-Benz EQC,2023,Germany,Electric,14300,35000
Mercedes-Benz EQC,2023,Germany,Electric,15400,35000
Mercedes-Benz EQC,2023,Germany,Electric,5100,35000
Mercedes-Benz EQC,2023,Germany,Electric,16070,16700
Toyota Camry,2012,Nor Geghi,Gasoline,118237,35000
Mercedes-Benz EQC,2023,Germany,Electric,12000,35000
Mercedes-Benz EQC,2023,Germany,Electric,14900,35000
Mercedes-Benz EQC,2023,Germany,Electric,3000,35000
VAZ (Lada) 2121 (4x4),2016,Odzun,Gasoline,115000,5000
Mercedes-Benz EQC,2023,Germany,Electric,14800,35000
VAZ (Lada) 2106,1977,Nor Geghi,Gasoline,260000,1000
Mercedes-Benz EQC,2023,Germany,Electric,6690,35000
Rolls-Royce Ghost,2023,Germany,Gasoline,1000,35000
Mercedes-Benz EQE AMG,2023,Germany,Electric,10,35000
BMW X6,2023,Germany,Diesel,50,35000
BMW X5,2021,Germany,Hybrid,49500,35000
Mercedes-Benz GLA-Class,2019,Germany,Gasoline,28000,35000
BMW X5,2022,Germany,Hybrid,11200,35300
Kia K5,2023,Kentron,Gasoline,9000,25000
Audi S4,2020,Germany,Gasoline,32000,13200
Chevrolet Malibu,2016,Kentron,Gasoline,79000,15000
Audi A6 wagon,2018,Germany,Gasoline,56900,25000
Land Rover Range Rover Sport,2023,Germany,Diesel,30900,24500
Honda Accord,2021,Nor Nork,Gasoline,70000,3400
Opel Astra hatchback,2000,Kentron,Gasoline,250000,20800
Lexus GX,2004,Yeghegnadzor,Gasoline,204000,35000
Land Rover Range Rover Velar,2023,Germany,Hybrid,11,52000
BMW M3,2021,Germany,Gasoline,24100,23000
Mercedes-Benz Sprinter hatchback,2000,Artashat,Gasoline,235000,15800
BMW 3 Series,2012,Artashat,Gasoline,165237,10100
BMW 5 Series,2007,Shengavit,Gasoline,269000,8500
Mazda CX-9,2007,Kentron,Gasoline,250000,4000
VAZ (Lada) 2106,1999,Salli,Gasoline,63000,18500
Nissan Rogue Sport,2019,Abovian,Gasoline,122000,15900
Nissan Rogue,2018,Arabkir,Gasoline,10,10300
Hyundai Veloster hatchback,2016,Kentron,Gasoline,99000,8000
BMW X7,2021,Germany,Diesel,12000,37000
Mercedes-Benz G-Class AMG,2023,Germany,Gasoline,20,9600
Nissan Sentra,2018,Ararat,Gasoline,85000,10000
BMW X6,2023,Germany,Diesel,4900,44000
BMW X6,2023,Germany,Gasoline,50,44000
BMW X6 M,2023,Germany,Gasoline,49,23000
Toyota Camry,2018,Kentron,Gasoline,115000,44000
BMW X6,2023,Germany,Diesel,70,44000
BMW X6,2023,Germany,Diesel,6000,44000
BMW X6 M,2023,Germany,Gasoline,7500,44000
BMW X6 M,2022,Germany,Gasoline,17600,44000
BMW X6,2022,Germany,Diesel,23500,44000
BMW X6 M,2022,Germany,Gasoline,7200,41000
Mercedes-Benz G-Class,2005,Avan,Gasoline,175000,44000
BMW X6,2022,Germany,Diesel,9000,44000
BMW X6,2022,Germany,Gasoline,20900,44000
BMW X5,2023,Germany,Diesel,10,44000
Audi RS7,2020,Germany,Gasoline,33000,44000
Audi RS5,2019,Germany,Gasoline,52000,44000
BMW X6,2023,Germany,Gasoline,4100,44000
Audi SQ8,2023,Germany,Gasoline,10,44000
BMW X6 M,2022,Germany,Gasoline,19500,44000
BMW IX3,2023,Germany,Electric,10,44000
Mercedes-Benz EQC,2020,Germany,Electric,50000,44000
Mercedes-Benz EQC,2020,Germany,Electric,16800,44000
Mercedes-Benz EQC,2021,Germany,Electric,29600,44000
Mercedes-Benz EQC,2021,Germany,Electric,21000,44000
Mercedes-Benz EQB,2021,Germany,Electric,32000,44000
Mercedes-Benz G-Class AMG,2019,Germany,Gasoline,45000,44000
Mercedes-Benz AMG GT coupe,2023,Germany,Gasoline,10,32000
Mercedes-Benz AMG GT coupe,2022,Germany,Gasoline,100,32000
BMW i3 hatchback,2022,Germany,Electric,15000,32000
BMW iX1,2023,Germany,Electric,12000,32000
BMW iX1,2022,Germany,Electric,18300,32000
BMW iX1,2023,Germany,Electric,12000,32000
BMW iX1,2023,Germany,Electric,1500,32000
Mercedes-Benz S-Class,2021,Germany,Diesel,52400,32000
Mercedes-Benz S-Class,2021,Germany,Gasoline,68000,32000
Mercedes-Benz G-Class AMG,2019,Germany,Gasoline,56000,32000
BMW X5,2023,Germany,Gasoline,4100,32000
Mercedes-Benz Maybach S-Class,2023,Germany,Gasoline,2900,32000
Mercedes-Benz Maybach S-Class,2021,Germany,Gasoline,33000,32000
Mercedes-Benz S-Class,2021,Germany,Diesel,78000,32000
BMW X7,2024,Germany,Gasoline,10,42000
BMW X7,2024,Germany,Gasoline,250,42000
BMW X7,2024,Germany,Gasoline,15,43000
Nissan Tiida hatchback,2005,Artashat,Gasoline,210000,3000
BMW X7,2024,Germany,Gasoline,4000,38000
BMW IX3,2023,Germany,Electric,5500,38000
Mercedes-Benz ML wagon,2012,Ajapnyak,Gasoline,138000,8000
BMW X6,2024,Germany,Diesel,20,38000
BMW X6,2024,Germany,Gasoline,50,38000
Honda Fit hatchback,2002,Ajapnyak,Gasoline,200000,3000
VAZ (Lada) 2109 hatchback,1996,Ararat,Gasoline,12949,10200
BMW 5 Series,2009,Avan,Gasoline,250000,8000
VAZ (Lada) 21099,1996,Masis,Gasoline,100000,2000
BMW X6,2024,Germany,Diesel,8000,9200
