drug_name,medical_condition,side_effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qudexy XR,Seizures,"mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Qudexy XR Sprinkle may cause serious side effects. Call your doctor at once if you have: a skin rash, no matter how mild; vision problems, blurred vision, eye pain or redness, sudden vision loss (can be permanent if not treated quickly); confusion, problems with thinking or memory, trouble concentrating, problems with speech; dehydration symptoms--decreased sweating, high fever, hot and dry skin ; signs of a kidney stone--severe pain in your side or lower back, painful or difficult urination; signs of too much acid in your blood--irregular heartbeats, feeling tired, loss of appetite, trouble thinking, feeling short of breath; or signs of too much ammonia in your blood-- vomiting , unexplained weakness, feeling like you might pass out. Common side effects of Qudexy XR Sprinkle may include: dizziness , drowsiness, tiredness, slow reactions; problems with speech or memory, abnormal vision; numbness or tingling in your arms and legs, decreased sensation (especially in the skin); changes in your sense of taste, feeling nervous; nausea , diarrhea, stomach pain, loss of appetite; fever, weight loss ; or cold symptoms such as stuffy nose, sneezing, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B6,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Vitamin B6 may cause serious side effects. Call your doctor at once if you have: decreased sensation to touch, temperature, and vibration; loss of balance or coordination; numbness in your feet or around your mouth; clumsiness in your hands; or feeling tired. Common side effects of Vitamin B6 may include: nausea ; headache ; drowsiness; or mild numbness or tingling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briviact,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Call your doctor at once if you have: severe dizziness or drowsiness; a light-headed feeling, like you might pass out; loss of balance or coordination; unusual thoughts or behavior; or hallucinations (seeing or hearing things that are not real). Common Briviact side effects may include: dizziness, drowsiness; nausea , vomiting ; or feeling tired.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elepsia XR,Seizures,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Aggressive or angry anxiety change in personality chills cough crying deep or fast breathing with dizziness delusions of persecution, mistrust, suspiciousness, or combativeness diarrhea dry mouth false or unusual sense of well-being feeling of unreality fever general feeling of discomfort or illness headache hoarseness irregular heartbeat irritability joint pain loss of appetite lower back or side pain mental depression muscle aches and pains nausea numbness of the feet, hands, and around the mouth painful or difficult urination quick to react or overreact emotionally rapidly changing moods restlessness sense of detachment from self or body shaking shivering sleepiness or unusual drowsiness sore throat stuffy or runny nose sweating trouble sleeping unusual tiredness or weakness vomiting Less common Bloody nose burning, crawling, itching, numbness, prickling, ""pins and needles"", or tingling feelings clumsiness or unsteadiness discouragement dizziness or lightheadedness double vision earache feeling of constant movement of self or surroundings feeling sad or empty increase in body movements loss of bladder control loss of memory mood or mental changes outburst of anger pain or tenderness around the eyes and cheekbones problems with memory redness or swelling in the ear seizures sensation of spinning shakiness and unsteady walk shakiness in the legs, arms, hands, or feet tightness of the chest trembling or shaking of the hands or feet trouble concentrating unsteadiness, trembling, or other problems with muscle control or coordination Incidence not known Attempts at killing oneself being forgetful bleeding gums blistering, peeling, or loosening of the skin bloating blood in the urine or stools bloody, black, or tarry stools blurred vision changes in vision chest pain coma confusion constipation dark urine difficulty with moving fast heartbeat fever with or without chills general feeling of tiredness or weakness high fever increased thirst indigestion itching large, hive-like swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or sex organs light-colored stools muscle pains or stiffness pains in the stomach, side, or abdomen, possibly radiating to the back pale skin pinpoint red spots on the skin red skin lesions, often with a purple center red, irritated eyes skin rash, encrusted, scaly, and oozing sores, ulcers, or white spots on the lips or in the mouth stomach pain, continuing swelling of the face, ankles, or hands swollen glands swollen joints thoughts or attempts at killing oneself trouble with balance twitching, twisting, or uncontrolled repetitive movements of the tongue, lips, face, arms, or legs uncontrolled jerking or twisting movements of the hands, arms, or legs uncontrolled movements of the lips, tongue, or cheeks unexplained bleeding or bruising unusual bleeding or bruising upper right abdominal or stomach pain weight loss yellow eyes or skin Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Loss of strength or energy muscle pain or weakness pain tender, swollen glands in the neck trouble swallowing unusual weak feeling voice changes Less common Body aches or pain burning, dry, or itching eyes change in the color of the skin congestion cough increased sneezing Incidence not known Hair loss or thinning of the hair Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Elepsia XR side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eprontia,Seizures,"Eprontia may cause serious side effects including: See Important information High blood ammonia levels. High ammonia in the blood can affect your mental activities, slow your alertness, make you feel tired, or cause vomiting. This has happened when Eprontia is taken with a medicine called valproic acid (Depakote). Call your healthcare provider right away if you develop unexplained tiredness, vomiting, slowing of your thinking or reaction time, or changes in your mental activities. Effects on thinking and alertness. Eprontia may affect how you think and cause confusion, problems with concentration, attention, memory, or speech. Eprontia may cause depression or mood problems, tiredness, and sleepiness. Dizziness or loss of muscle coordination. Serious skin reactions. Eprontia may cause a severe rash with blisters and peeling skin, especially around the mouth, nose, eyes, and genitals (Stevens-Johnson syndrome). Eprontia may also cause a rash with blisters and peeling skin over much of the body that may cause death (toxic epidermal necrolysis). Call your healthcare provider right away if you develop a skin rash or blisters. Kidney stones. Drink plenty of fluids when taking Eprontia to decrease your chances of getting kidney stones. Low body temperature. Taking Eprontia when you are also taking valproic acid can cause a drop in body temperature to less than 95°F, or can cause tiredness, confusion, or coma. Call your healthcare provider right away if you have any of the symptoms above. The most common side effects include: tingling of the arms and legs nervousness slow reactions (paresthesia) nausea diarrhea nervousness speech problems dizziness slow reactions pain in the abdomen decreased feeling or sensitivity, especially in the skin not feeling hungry a change in the way foods taste weight loss upper respiratory tract infection tiredness sleepiness/drowsiness difficulty with memory fever abnormal vision Tell your healthcare provider about any side effect that bothers you or that does not go away. These are not all the possible side effects of Eprontia. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088. You may also report side effects to Azurity Pharmaceuticals, Inc. at 1-855-379-0383. Eprontia side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethosuximide,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Ethosuximide may cause serious side effects. Call your doctor at once if you have: fever, chills, flu symptoms, sore throat , feeling very weak; confusion, hallucinations, unusual thoughts or behavior, extreme fear; worsening seizures; lupus-like syndrome--joint pain or swelling with fever, swollen glands, muscle aches, chest pain, vomiting, unusual thoughts or behavior, and patchy skin color; signs of inflammation in your body--swollen glands, flu symptoms, easy bruising or bleeding, severe tingling or numbness , muscle weakness, upper stomach pain, jaundice (yellowing of the skin or eyes), chest pain, new or worsening cough, trouble breathing; or severe skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of ethosuximide may include: upset stomach , nausea, stomach pain, loss of appetite; diarrhea , weight loss ; hiccups ; swelling in your tongue or gums; headache , dizziness , trouble concentrating; or feeling tired.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roweepra,Seizures,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. If seizures are worse or not the same after starting Roweepra (levetiracetam tablets). Hallucinations (seeing or hearing things that are not there). Very bad dizziness or passing out. Change in balance. Trouble walking. Patients who take Roweepra (levetiracetam tablets) may be at a greater risk of having thoughts or actions of suicide. The risk may be greater in people who have had these thoughts or actions in the past. Call the doctor right away if signs like low mood ( depression ), nervousness , restlessness, grouchiness, panic attacks , or changes in mood or actions are new or worse. Call the doctor right away if any thoughts or actions of suicide occur. A very bad skin reaction ( Stevens-Johnson syndrome / toxic epidermal necrolysis ) may happen. It can cause very bad health problems that may not go away, and sometimes death. Get medical help right away if you have signs like red, swollen, blistered, or peeling skin (with or without fever); red or irritated eyes; or sores in your mouth, throat, nose, or eyes. Low blood cell counts have happened with Roweepra (levetiracetam tablets). If blood cell counts get very low, this can lead to bleeding problems, infections, or anemia. Call your doctor right away if you have signs of infection like fever, chills, or sore throat ; any unexplained bruising or bleeding; or if you feel very tired or weak. Roweepra side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spritam,Seizures,"See Important information. Spritam can cause serious side effects. Call your healthcare provider right away if you have any of these symptoms: mood and behavior changes such as aggression, agitation, anger, anxiety, apathy, mood swings, depression, hostility, and irritability. A few people may get psychotic symptoms such as hallucinations (seeing or hearing things that are really not there), delusions (false or strange thoughts or beliefs), and unusual behavior. extreme sleepiness, tiredness, and weakness. allergic reactions such as swelling of the face, lips, eyes, tongue, and throat, trouble swallowing or breathing, and hives. a skin rash. Serious skin rashes can happen after you start taking Spritam. There is no way to tell if a mild rash will become a serious reaction. Call your healthcare provider right away if you get a rash while taking Spritam. problems with muscle coordination (problems walking and moving). The most common side effects seen in adults include: sleepiness infection weakness dizziness The most common side effects seen in children include the side effects above and: tiredness decreased appetite irritability acting aggressive nasal congestion Tell your healthcare provider if you have any side effect that bothers you or that does not go away. These are not all the possible side effects. For more information, ask your healthcare provider or pharmacist. Call your doctor for medical advice about side effects. You may report side effects to Aprecia Pharmaceuticals, LLC at 1-844-882-7732 or FDA at 1-800-FDA-1088. Spritam side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fycompa,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash , fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , fear, panic attacks , trouble sleeping, or if you feel irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself or someone else. Call your doctor at once if you have: severe dizziness, spinning sensation, feeling like you might pass out; trouble walking, loss of balance or coordination; feeling very weak or tired; an accidental fall; or memory problems, confusion, hallucinations. Accidental falls may occur more often in elderly patients who take Fycompa. Use caution to avoid falling or accidental injury while taking this medicine. Common Fycompa side effects may include: headache , dizziness, drowsiness; feeling anxious, tired, or irritable; nausea , vomiting , stomach pain; bruising; weight gain; or loss of coordination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenytek,Seizures,"skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Phenytek may cause serious side effects. Call your doctor at once if you have: slow or uneven heartbeats, chest pain, fluttering in your chest, and dizziness (like you might pass out); any skin rash, no matter how mild; fever, chills, sore throat, swollen glands; red or swollen gums, mouth sores; easy bruising, unusual bleeding, purple or red spots under your skin; or liver problems--loss of appetite, upper stomach pain, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of Phenytek may include: drowsiness, confusion; slurred speech; abnormal eye movement; or problems with balance, coordination, or muscle movement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roweepra XR,Seizures,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. If seizures are worse or not the same after starting Roweepra XR (levetiracetam extended-release tablets). Hallucinations (seeing or hearing things that are not there). Very bad dizziness or passing out. Change in balance. Trouble walking. Patients who take Roweepra XR (levetiracetam extended-release tablets) may be at a greater risk of having thoughts or actions of suicide. The risk may be greater in people who have had these thoughts or actions in the past. Call the doctor right away if signs like low mood ( depression ), nervousness , restlessness, grouchiness, panic attacks , or changes in mood or actions are new or worse. Call the doctor right away if any thoughts or actions of suicide occur. A very bad skin reaction ( Stevens-Johnson syndrome / toxic epidermal necrolysis ) may happen. It can cause very bad health problems that may not go away, and sometimes death. Get medical help right away if you have signs like red, swollen, blistered, or peeling skin (with or without fever); red or irritated eyes; or sores in your mouth, throat, nose, or eyes. Low blood cell counts have happened with Roweepra XR (levetiracetam extended-release tablets). If blood cell counts get very low, this can lead to bleeding problems, infections, or anemia. Call your doctor right away if you have signs of infection like fever, chills, or sore throat ; any unexplained bruising or bleeding; or if you feel very tired or weak. Roweepra XR side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xcopri,Seizures,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash , fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Xcopri can cause serious or life-threatening allergic reactions that can affect your liver, blood cells, or other parts of the body. Call your doctor or get emergency medical help if you have symptoms such as: problems with the electrical system of the heart - fast or pounding heartbeats, fluttering in your chest, and sudden dizziness (like you might pass out); feeling very weak or tired; severe muscle pain; fever, swollen glands, sore throat ; unusual bruising or bleeding; painful sores in your mouth or around your eyes; swelling in your face, mouth, or throat; trouble breathing or swallowing; hives or a rash; yellowing of your skin or eyes; any infection or illness that does not get better; or nervous system problems-dizziness, trouble walking, loss of coordination, vision problems, drowsiness, tiredness, problems with thinking or memory. Common Xcopri side effects may include: feeling tired; dizziness, drowsiness; double vision; or headache .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progesterone,Seizures,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: unusual vaginal bleeding; pain or burning when you urinate; a breast lump; sudden vision problems, severe headache or pain behind your eyes; symptoms of depression (sleep problems, weakness, mood changes); severe dizziness or drowsiness, spinning sensation, confusion, shortness of breath; heart attack symptoms - chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating; liver problems - nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); signs of a stroke - sudden numbness or weakness (especially on one side of the body), sudden severe headache, slurred speech, problems with speech or balance; signs of a blood clot in the lung - chest pain, sudden cough, wheezing, rapid breathing, coughing up blood; or signs of a blood clot in your leg - pain, swelling, warmth, or redness in one or both legs. Common progesterone side effects may include: drowsiness, dizziness; breast pain; mood changes; headache; constipation, diarrhea, heartburn; bloating, swelling in your hands or feet; joint pain; hot flashes; or vaginal discharge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyridoxine,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Pyridoxine may cause serious side effects. Call your doctor at once if you have: decreased sensation to touch, temperature, and vibration; loss of balance or coordination; numbness in your feet or around your mouth; clumsiness in your hands; or feeling tired. Common side effects of pyridoxine may include: nausea ; headache ; drowsiness; or mild numbness or tingling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aminoxin,Seizures,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: With large doses Clumsiness numbness of hands or feet Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Aminoxin side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brivaracetam,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Brivaracetam may cause serious side effects. Call your doctor at once if you have: severe dizziness or drowsiness; a light-headed feeling, like you might pass out; loss of balance or coordination; unusual thoughts or behavior; or hallucinations (seeing or hearing things that are not real). Common side effects of brivaracetam may include: dizziness, drowsiness; nausea , vomiting ; or feeling tired.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celontin,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Serious and sometimes fatal infections may occur during treatment with Celontin. Call your doctor right away if you have signs of infection such as: fever; swollen glands, sore throat; easy bruising, unusual bleeding (nose, mouth); or feeling very weak or tired. Also call your doctor at once if you have: confusion, hallucinations, unusual thoughts or behavior, extreme fear; worsening seizures; lupus-like syndrome--joint pain or swelling with fever, swollen glands, muscle aches, chest pain, vomiting, unusual thoughts or behavior, and patchy skin color; or severe skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of Celontin may include: nausea, vomiting, stomach pain, loss of appetite; diarrhea , constipation ; weight loss ; headache , dizziness , drowsiness; blurred vision; or loss of balance or coordination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cenobamate,Seizures,"hives; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash , fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Cenobamate can cause serious or life-threatening allergic reactions that can affect your liver, blood cells, or other parts of the body. Call your doctor or get emergency medical help if you have symptoms such as: fast or pounding heartbeats, fluttering in your chest, and sudden dizziness (like you might pass out); feeling very weak or tired; severe muscle pain; fever, swollen glands, sore throat ; unusual bruising or bleeding; painful sores in your mouth or around your eyes; swelling in your face, mouth, or throat; trouble breathing or swallowing; hives or a rash; yellowing of your skin or eyes; any infection or illness that does not get better; or nervous system problems--dizziness, trouble walking, loss of coordination, vision problems, drowsiness, tiredness, problems with thinking or memory. Common side effects of cenobamate may include: feeling tired; dizziness, drowsiness; double vision; or headache .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eslicarbazepine,Seizures,"skin rash, fever, swollen glands, flu-like symptoms, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. This reaction may occur several weeks after you began using eslicarbazepine. Eslicarbazepine can reduce the sodium in your body to dangerously low levels, which can cause a life-threatening electrolyte imbalance. Call your doctor right away if you have nausea, lack of energy, confusion, feeling tired or irritable, severe weakness, muscle pain, or increased seizures. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, depression , anxiety , or if you feel agitated, hostile, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself. Also call your doctor at once if you have: severe dizziness or drowsiness, vision changes, thinking problems, trouble with walking or coordination; sudden weakness or ill feeling, fever, chills, sore throat, mouth sores; or liver problems--nausea, loss of appetite, upper stomach pain, dark urine, jaundice (yellowing of the skin or eyes). Common side effects of eslicarbazepine may include: dizziness, drowsiness, headache ; feeling tired; nausea, vomiting ; coordination problems, feeling shaky; or double vision.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methsuximide,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Serious and sometimes fatal infections may occur during treatment with methsuximide. Call your doctor right away if you have signs of infection such as: fever; swollen glands, sore throat; easy bruising, unusual bleeding (nose, mouth); or feeling very weak or tired. Also call your doctor at once if you have: confusion, hallucinations, unusual thoughts or behavior, extreme fear; worsening seizures; lupus-like syndrome--joint pain or swelling with fever, swollen glands, muscle aches, chest pain, vomiting, unusual thoughts or behavior, and patchy skin color; or severe skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of methsuximide may include: nausea, vomiting, stomach pain, loss of appetite; diarrhea , constipation ; weight loss ; headache , dizziness , drowsiness; blurred vision; or loss of balance or coordination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perampanel,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash , fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , fear, panic attacks , trouble sleeping, or if you feel irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself or someone else. Perampanel may cause serious side effects. Call your doctor at once if you have: severe dizziness, spinning sensation, feeling like you might pass out; trouble walking, loss of balance or coordination; feeling very weak or tired; an accidental fall; or memory problems, confusion, hallucinations. Accidental falls may occur more often in elderly patients who take perampanel. Use caution to avoid falling or accidental injury while taking this medicine. Common side effects of perampanel may include: headache , dizziness, drowsiness; feeling anxious, tired, or irritable; nausea , vomiting , stomach pain; bruising; weight gain; or loss of coordination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
