,CompanyName,Rating,Reviews,Salaries,Jobs,Location,Industry,Description
352,Halodoc,4.2,244,149,--,"5th Floor Shubha Ram Complex, 144, Mahatma Gandhi Rd, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka 560001, India",Healthcare Services & Hospitals,"Halodoc: Revolutionizing Healthcare, One Tap at a Time! Welcome to Halodoc, where we're rewriting the rules of healthcare by seamlessly connecting millions of patients with licensed doctors, insurance providers, labs, and pharmacies through our innovative mobile application. Our mission? To simplify access to healthcare and empower individuals to take charge of their well-being. With a tap on your smartphone, you can enter a world of transformative possibilities. Need a consultation? Our platform offers 24/7 virtual access to over 20,000 licensed doctors through chat, voice, or video. Running low on medication? Choose from our network of 4,000+ trusted pharmacies for seamless purchase and doorstep delivery. And for those important medical procedures, our platform lets you effortlessly book appointments with over 2,000 providers, covering everything from hospital visits to COVID-19 tests and homecare immunizations. Our dedication to revolutionizing healthcare has garnered widespread acclaim, earning us prestigious accolades on both regional and international stages. From the Global Digital Health 150 in 2020 and 2019 to being recognized as a top digital healthcare company, our commitment to innovation and excellence is clear. We are driven by a passionate team of compassionate, agile, and forward-thinking professionals who are reshaping the healthcare landscape in Indonesia and beyond. But we're not just about cutting-edge technology and medical expertise. At Halodoc, we celebrate diversity and foster a culture of inclusivity and fairness. We believe that a melting pot of perspectives fuels our creativity and enables us to build the most trusted digital healthcare company in Indonesia. So, if you're a digital world enthusiast ready to join us in creating a better world through improved healthcare, buckle up and embark on this extraordinary journey with us. Discover exciting career opportunities at Halodoc by visiting our career page at https://www.halodoc.com/karir or simply send your CV to talent.scout@halodoc.com. Let's together simplify healthcare and make a positive impact on lives through our boundless innovation and unwavering passion. Welcome to Halodoc, where healthcare meets the future!"
353,HackerEarth,4.0,258,266,11,"Indiqube Orion, 24th Main, Agara Village, 1st Sector, HSR Layout",Enterprise Software & Network Solutions,"The journey of HackerEarth had its humble beginning in the dorms of IIT Roorkee at the start of 2012. Born out of curiosity and passion of two budding software engineers, HackerEarth was built on a core tenant that everyone has the potential to change this world, all they need is the right opportunity. HackerEarth provides enterprise software solutions that help organizations in their innovation management and talent assessment endeavours. HackerEarth Recruit is a talent assessment platform that helps in efficient technical talent screening allowing organizations to build strong, proficient teams. HackerEarth Sprint is an innovation management software that helps organizations drive innovation through internal and external talent pools, including HackerEarth’s global community of 4M+ developers. Today, HackerEarth serves 750+ organizations, including leading Fortune 500 companies from around the world. General Electric, IBM, Amazon, Apple, Wipro, Walmart Labs and Bosch are some of the brands that trust HackerEarth in helping them drive growth."
354,Roche,4.1,7.7T,211,1.2T,Bengaluru,Biotech & Pharmaceuticals,
355,Mars,4.3,5T,154,1.4T,Bengaluru,Food & Beverage Manufacturing,"Here at Mars, there’s always a story to tell. From our pet hospitals to farmers in our supply chain, new tales are unfolding every day. Dig into our stories and discover why so many of us are proud to be part of the Mars family!"
356,iEnergizer,4.7,5T,3.9T,5,Bengaluru,Information Technology Support Services,
357,None Such Farm,4.0,526,615,--,Bengaluru,Grocery Stores,
358,HSBC Software Development India,4.1,1.5T,1.7T,--,Bengaluru,N/A,
359,IDC (International Data Corporation),4.0,670,96,8,Bengaluru,Information Technology Support Services,"International Data Corporation (IDC) is the premier global provider of market intelligence, advisory services, and events for the information technology, telecommunications, and consumer technology markets. With more than 1,100 analysts worldwide, IDC offers global, regional, and local expertise on technology and industry opportunities and trends in over 110 countries. IDC's analysis and insight helps IT professionals, business executives, and the investment community to make fact-based technology decisions and to achieve their key business objectives. Founded in 1964, IDC is a wholly-owned subsidiary of International Data Group (IDG), the world's leading tech media, data and marketing services company."
360,Innova Solutions,4.0,1.4T,826,16,Bengaluru,Enterprise Software & Network Solutions,"Innova Solutions, an ACS solutions company -www.acsicorp.com ) is a global information technology company combining a global reach with a local touch. Headquartered in Duluth, Georgia, Innova employs more than 20000 technology professionals worldwide, with field offices in New York, Chennai, Bangalore, Hyderabad, Pune, and Taipei. From Cloud Transformation to Data Services to Managed IT Operations, Innova provides a broad array of proven, tested, cost‑effective, and enterprise‑scale technologies and services that leverage latest technology and delivery models to deliver high value in the cloud, in the data center, and across complex inter‑connected environments. For additional information, visit www.innovasolutions.com"
361,Hyatt,4.0,6.6T,426,4.5T,Bengaluru,Hotels & Resorts,"Hyatt is a leading global hospitality company guided by its purpose – to care for people so they can be their best. Join our Hyatt family of more than 160,000 colleagues in more than 70 countries and you will find a place where, your individuality is celebrated. Our global teams are a mosaic of cultures, ethnicities, genders, ages, and abilities that reflect the world we serve. Our culture is one that empowers every person to be their best, and such authentic connection inspires how we care for each other and for our guests. As of December 31, 2021, Hyatt's portfolio included more than 1,150 hotel and all-inclusive properties in 70 countries across six continents. Each of our brands provides a distinct experience, while all of our hotels deliver genuine care. This sets us apart from the competition and helps us fulfill our aspiration to be the most preferred brand everywhere we serve."
362,Groww,4.2,254,344,1,"Prom's complex, 1st floor, SBI Colony, Koramangala 1A block",Internet & Web Services,"We are making finance simple. For millions in India. Groww is on a mission to democratize access to financial services for millions of Indians responsibly. We are a customer-first company. We believe in crafting the best and most delightful user experience for our customers. And we leverage first principle thinking and technology to solve problems at scale. If this excites you, join us. About Groww Groww is India’s fastest growing investment platform.. Our long term vision to become the trusted money partner of ~100M Indians with core products in investment & banking. Groww was founded in 2016 by alums from Flipkart, ICICI, IITB, IITD, BITs Pilani and is, backed by marquee investors like Tiger Global, Sequoia Capital, Ribbit Captial, and Y Combinator. OUR VALUES We take pride in our values and hold ourselves to a high standard on: - Radical customer centricity - Simplicity in our products and personalities - Transparency on everything - Long term thinking - Ownership driven culture"
363,FactSet,4.1,3.9T,1.5T,89,Bengaluru,Investment & Asset Management,"FactSet creates data and software solutions for tens of thousands of investment professionals around the world, providing instant access to financial data and analytics that investors use to make crucial investment decisions. We combine hundreds of databases from industry-leading suppliers with our clients' own proprietary data to deliver a one-stop source for financial information. Our clients are top financial professionals, working at some of the largest investment firms in the world. For 40 years, through market changes and technological progress, we’ve maintained our focus on providing exceptional client service. Every job function and department contributes to our overall goal of adding value to our clients’ workflows. Our client retention rate has remained at an astounding 95% for more than 15 years, a testament to the high degree of service and quality for which we’ve become known."
364,Sonus Networks,4.0,344,210,9,Bengaluru,Electronics Manufacturing,"Sonus brings the next generation of Cloud-based SIP and 4G/VoLTE solutions to its customers by enabling and securing mission critical traffic for VoIP, video, IM and online collaboration. With Sonus, enterprises can intelligently secure and prioritize real-time communications, while service providers can deliver reliable, secure real-time services for mobile, UC and social applications. Sonus offers an award-winning portfolio of hardware-based and virtualized Session Border Controllers (SBCs), Diameter Signaling Controllers (DSCs), Cloud Exchange Networking Platform, Policy/Routing servers and media/signaling gateways."
365,Mouser Electronics,4.1,494,110,81,Bengaluru,Electronics Manufacturing,"Mouser Electronics, a Berkshire Hathaway company, is an authorized semiconductor and electronic component distributor focused on New Product Introductions from its leading manufacturer partners. Serving the global electronic design engineer and buyer community, the global distributor's website, mouser.com, is available in multiple languages and currencies and features more than 6.8 million products from over 1,200 manufacturer brands. Mouser offers 27 support locations worldwide to provide best-in-class customer service in local language, currency and time zone. The distributor ships to over 650,000 customers in 223 countries/territories from its 1 million-square-foot, state-of-the-art distribution facilities in the Dallas, Texas, metro area. For more information, visit https://www.mouser.com."
366,Databricks,4.5,971,49,437,"Block L, Embassy TechVillage Outer Ring Rd",Computer Hardware Development,"Databricks is the data and AI company. More than 5,000 organizations worldwide — including Comcast, Condé Nast, H&M, and over 40% of the Fortune 500 — rely on the Databricks Lakehouse Platform to unify their data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe. Founded by the original creators of Apache Spark™, Delta Lake and MLflow, Databricks is on a mission to help data teams solve the world's toughest problems. To learn more, follow Databricks on Twitter, LinkedIn and Facebook."
367,Aston Carter,4.2,1.7T,371,2.3T,Bengaluru,HR Consulting,"Established in 1997, Aston Carter is a leading staffing and consulting firm, providing high-caliber talent and premium services to more than 7,000 companies across North America. Spanning four continents and more than 200 offices, we extend our clients’ capabilities by seeking solvers and delivering solutions to address today’s workforce challenges. Specializing in accounting and finance; governance, risk and compliance; customer support; and operations and administrative roles, we're here to connect organizations and professionals to drive innovative solutions shaped by critical-thinking professionals. To learn more, visit AstonCarter.com. Aston Carter is a company within Allegis Group, a global leader in talent solutions. To learn more visit www.astoncarter.com."
368,Flexera,4.2,443,94,2,"100 Feet Road Srinivagilu, 6th A Main Rd",Computer Hardware Development,"Flexera, along with its Revenera division, is the best place ever for people looking for great camaraderie, high energy and impactful work. For over 30 years, our 1300 team members worldwide have been passionate about helping our more than 50,000 customers fuel business success. See open jobs at Flexera.com."
369,D. E. Shaw India,4.2,719,943,--,Bengaluru,Investment & Asset Management,"D. E. SHAW INDIA PRIVATE LIMITED (""DESIS"") is a part of the D. E. Shaw group, a global investment and technology development firm founded in 1988 with more than $42 billion in investment capital as of April 1, 2017, and offices in North America, Europe, and Asia. Our firm has earned an international reputation for successful investing based on innovation, careful risk management, and the quality and depth of our staff. We have a significant presence in the world's capital markets, investing in a wide range of companies and financial instruments in both developed and developing economies."
370,Pratian Technologies,4.0,222,190,--,Bengaluru,Enterprise Software & Network Solutions,
371,ThoughtFocus,4.0,390,263,44,Bengaluru,Information Technology Support Services,"ThoughtFocus helps forward-looking companies and organizations in the financial services, manufacturing, and higher education/public services sectors innovate and achieve a better future faster. ThoughtFocus’ innovative and cutting-edge technology solutions enable its customers to deploy new capabilities faster, deliver better user experiences, and drive operating efficiencies. We do this through executional excellence and mitigating the risk of change. With headquarters in the U.S., the Company has more than 2,100 employees in locations spread across five countries."
372,Freelance.com,4.1,1.1T,496,64,Bengaluru,N/A,
373,Mobility Quest,4.1,680,482,2,Bengaluru,N/A,
374,Enverus,4.0,459,133,90,Bengaluru,Enterprise Software & Network Solutions,"Today, Enverus is the largest SaaS company solely dedicated to the largest market in the world – Energy. Enverus empowers companies to transform the traditional way of making decisions by accessing world-class intellectual capital, innovative cloud technology and collaborative partnerships. Enverus provides value to customers across the entire energy mix with more than 1,400 professionals dedicated to the evolution of the industry and striving to deliver reliable, cost-effective energy to the world. Enverus is a global company and serves more than 6,000 customers across 50 countries. Headquartered in Austin, Texas, with offices in Chicago; Dallas; Denver; Houston; Midland; Texas; New York; Oklahoma City; Savannah; Tennessee; Bangalore, India; Calgary, Alberta; London; Santander, Spain; Singapore; and Stonehouse, U.K."
375,NICE,4.0,2.1T,626,73,Bengaluru,Enterprise Software & Network Solutions,"At NICE, we protect people’s money, ensure their safety and improve their experiences. Many of the world’s leading companies and organizations are expected to manage these three critical elements of modern living. To do so, they are tapping into the power of data, which has become ubiquitous in both business and life. These organizations turn to NICE to operationalize this data to improve business performance, increase operational efficiency, prevent financial crime, ensure compliance, and enhance safety and security. NICE has over 7,500 employees and a presence in more than 150 countries. NICE is regularly recognized for innovation and the value it provides to more than 25,000 customers, including more than 85 of the Fortune 100 companies. When it comes to turning information overload into practical business value, no one else comes close to NICE."
376,Molecular Connections,4.0,283,246,26,Bengaluru,Healthcare Services & Hospitals,"Molecular Connections (MC) is a global data science company using AI-powered proprietary models to help customers achieve digital transformation. Molecular Connections is a leading technology-driven content operations organization that provides solutions curated by subject-matter experts and technology leaders. We have been able to successfully build a data-driven decision-making strategy for our customer’s digital transformational journey. MC leverages AI/ML and Linked Data Store to build efficiencies in various verticals and generate new revenue streams for its customers. MC’s solutions have been empowering life science innovation, accelerating content discoverability, conceiving new products, and enabling rapid prototyping. MCAPL and MCRPL are two subsidiaries of MC. MCAPL focuses on Real World Evidence and HEOR Research, and MCRPL delivers services across the life cycle of IP."
377,HackerRank,4.3,256,199,3,Bengaluru,Information Technology Support Services,"Our Story: Back in 2008, Vivek Ravisankar and Hari Karunanidhi worked as software engineers at Amazon and IBM, respectively, spending way too much time on engineering interviews. The duo wished they could focus more energy on building innovative products and less energy screening resumes and interviewing. Plus, it was really hard to spot great programmers using traditional recruiting methods. Together, they built automatic CodeChallenges that not only cut thousands of hours in recruiting collectively but also helped flatten the world by promoting a meritocracy. This innovation earned a spot at the prestigious Y Combinator startup accelerator program. And so HackerRank was born. About us: HackerRank is a Y Combinator alumnus backed by tier one Silicon Valley VCs. We are a skills-based hiring platform that helps companies evaluate technical skills, better. We’re driving a new paradigm shift by eliminating resumes and creating opportunities for hundreds of thousands of programmers worldwide. We have a community of 5M+ developers and 1,500 customers across industries, and the best part is we are just getting started. Our customers - including VMware, Twitter, Capital One, and many other Fortune 100 companies - rely on HackerRank to build strong engineering teams. We've assembled an amazing team that’s passionate about creating more opportunities for people by changing the way companies hire. We are ambitious, data-driven givers, and we love delighting customers."
378,MoEngage,4.3,207,251,30,"#151, Moksha Mansion, Koramangala 1st Block, Bengaluru, 560034",Enterprise Software & Network Solutions,
379,Current,4.3,473,1.1T,56,Bengaluru,"Gift, Novelty & Souvenir Stores",
380,Resideo,4.2,502,133,80,Bengaluru,Computer Hardware Development,"Here at Resideo, we have big dreams to make it even better, safer, stronger. We are looking for others like us who want to make amazing things possible. If you’re a forward-looking thinker who’s as excited as we are about creating dependable, well-designed technologies for a smarter home, we’d love to hear from you. If you’re looking for a company that values your ideas, your passion and your fierce creative spirit, then Resideo is the perfect place for you."
381,Born Group,4.1,524,363,42,Bengaluru,Internet & Web Services,"Connecting creative, content and commerce, BORN Group is an award winning, global agency that helps brands with digital transformation. BORN, a Tech Mahindra company, produces unique brand experiences by connecting ten specialisms that serve as the foundation of the digital economy: creative design, content production, commerce enablement, conversions (visitors to customers), cloud technology, cognition (analytics), cohesion (integrating all the systems), consulting and completeness (connecting brand experiences) across all channels. Passionate about the work they do, BORN has built a reputation on the high quality of their thinking, planning, delivery and client satisfaction. With offices in New York, Chicago, New Jersey, Toronto, London, Tokyo, Bangalore, Pune and Chennai, its global clients, past and present, include: HanesBrands, Safety-Kleen, Merle Norman, Mondelez, DKNY, RedBull, TAG Heuer, Lorna Jane, Razer, MacKenzie &amp; Childs, Ferragamo, Alex &amp; Ani, Jay Strongwater, DVF, Sothebys, Textron, Maxim Semiconductor, Lennos, Big Bus Tours, Skullcandy, M&amp;S, Salvatore Ferragamo, Fossil Group, and LVMH amongst others."
382,lululemon,4.3,7.5T,18,2T,Bengaluru,"Department, Clothing & Shoe Stores","lululemon is a technical athletic apparel, footwear, and accessories company for yoga, running, training, and most other activities. Setting the bar in innovation of fabrics and functional designs, lululemon works with yogis and athletes in local communities around the world for continuous research and product feedback. From our roots in Vancouver, Canada, lululemon has grown across the globe and through new channels to serve guests worldwide. Our teams are focused on creating authentic connections, whether in stores with one of our educators, online with a digital educator, or in a community with one of our lululemon ambassadors. We are a purpose-driven brand, and our values guide us in all that we do—from our business strategy and innovation, to how we connect and build our strong culture. Impact is an essential part of our culture and underpins our business strategy. Guided by our Impact Agenda, we approach this work holistically through three pillars that address the interconnection of our products, people, the communities we serve, and the planet."
383,Agilent Technologies,4.2,2.5T,352,111,Bengaluru,Biotech & Pharmaceuticals,"Analytical scientists and clinical researchers worldwide rely on Agilent to help fulfill their most complex laboratory demands. Our instruments, software, services and consumables address the full range of scientific and laboratory management needs—so our customers can do what they do best: improve the world around us. Whether a laboratory is engaged in environmental testing, academic research, medical diagnostics, pharmaceuticals, petrochemicals or food testing, Agilent provides laboratory solutions to meet their full spectrum of needs. We work closely with customers to help address global trends that impact human health and the environment, and to anticipate future scientific needs. Our solutions improve the efficiency of the entire laboratory, from sample prep to data interpretation and management. Customers trust Agilent for solutions that enable insights...for a better world."
384,Henkel,4.6,6.6T,173,958,Bengaluru,Consumer Product Manufacturing,"Henkel operates worldwide with leading innovations, brands & technologies in three business areas: Adhesive Technologies, Beauty Care and Laundry & Home Care."
385,Springworks,4.3,365,259,1,Bengaluru,Internet & Web Services,"Springworks is an HR Tech company building for the future of HR. Our USP lies in our DNA to create cutting-edge products that leverage best-in-class technologies with a strong, people-centric approach. Springworks has built a full suite of connected HR products, both in the pre-hiring (Sourcing / Applicant Tracking, Blockchain enabled Instant KYC &amp; Background Screening) and post-hiring space (Employee Engagement especially for Remote Teams)."
386,Awign Enterprises,4.2,359,250,22,"#2, 91Springboard, 3rd Floor,, Padmavati Complex, 80 Feet Road, Opposite NGV Indoor Stadium, Koramangala 8th Block, Bengaluru, Karnataka",Internet & Web Services,
387,Indian Oil,4.1,1.6T,1.5T,--,Bengaluru,Wholesale,"Indian Oil is India's #1 oil refiner. Of India's 20 refineries, the company owns 10, which have a combined capacity of 67.7 million metric tons per year (34% of India's total refining capacity). The group also owns more than 10,900 kilometers of pipeline and operates a chain of some 18,640 gas stations across India. India's largest commercial enterprise, Indian Oil has 71% of India's downstream pipeline throughput capacity, and its network of 35,600 retail outlets represents 49% of the country's petroleum products market share. The group also provides cooking gas to more than 50 million households. The company also has a 63% market share of India aviation fuel sector."
388,Nothing,4.0,436,720,--,Bengaluru,N/A,
389,Tata Steel,4.1,2.5T,2T,588,Bengaluru,Metal & Mineral Manufacturing,"Tata Steel is India's largest private sector steel company. The company's steel-making and finishing facilities have the capacity to produce more than 30 million tons of crude steel. Tata Steel's products include hot and cold rolled coils and sheets, galvanized sheets, tubes, wire rods, rings and bearings. Its domestic facilities are located in Jamshedpur in eastern India, and Tata's international operations include UK-based subsidiary Tata Steel Europe, Singapore's NatSteel, and Tata Steel Thailand. The company also owns interests in coal and iron projects that supply the steel maker with raw materials. The Tata Group owns about 30% of the company."
390,Leap,4.3,333,309,36,HSR Layout,Education Support & Training Services,"Leap Finance supports future leaders from India in their quest for global impact. We create modern financial products and services that help Indian students pursue a global career. From choosing the right university and the best financing option to lining up job interviews and introductions, Leap Finance invests heavily in your success."
391,J.P. Morgan Asset Management,4.1,883,162,--,Bengaluru,Investment & Asset Management,
392,Pramata,4.4,319,245,--,Bengaluru,Software Development,"About Pramata is the radically simple contract management alternative. With the first contract Repository as a Service (RaaS). A proven solution that focuses on complete, cross-functional contract visibility, accurate insights, and self-services access, without the heavy lifting. RaaS gives you everything you need—technology, expert assist team, and a robust platform—in one subscription to comprehensively solve the most critical aspects of contract management, for good. With Pramata, you will: > Always know where and what’s in your contracts quickly and confidently > Never miss a renewal with accurate renewal reporting and email alerts in advance of upcoming notification and expiration dates > Keep your organization in compliance by knowing what you’ve agreed to and where there might be risky terms > Easily find and track key obligations using our robust search functionality > Find opportunities buried in contracts with robust reporting > Give frontline teams secure, self-service access, including right in CRM Our Repository as a Service (RaaS) is the first solution to combine three essential elements to give you a complete and reliable contract repository that includes: Effortless Contract AI technology An AI Assist Team All-in-one search, reporting, storage and powerful analytics Learn more about Pramata's Repository as a Service (RaaS): https://www.pramata.com/contract-repository-as-a-service"
393,Team Computers,4.1,1.1T,659,36,Bengaluru,Information Technology Support Services,"Team Computers is a leading integrated IT product, solutions and service provider with a wide PAN India presence. We foster the elocution of digital engineering in workspaces with artificial intelligence, automation, robotics, hybrid cloud, analytics, and all emerging technologies. We are known for our comprehensive portfolio of services and speedy delivery given with an attitude of Sewa and commitment. All members at Team Computers bind like one big family, enjoying a phenomenal work environment with huge learning and growth opportunities. There is a freedom to dream, think, and create solutions bringing up innovations in the organization for serving our customers with love. The flexible working hours, work from home criterion and unconventionally designed office space to work are few other perks to savour while working with highly experienced and supporting leaders in the ecosystem. Team Computers achieved two milestones – we turned 35 years young & have been certified as a Great Place to Work! Well, here we stand, winning big. Together! Founded in 1987 by Ranjan Chopra, an alumnus of IIT-Kanpur, Team Computers acts as a bridge between business needs and the world of IT solutions. We see ourselves as a trusted solutions partner and have emerged as a leading IT Infrastructure and Information Solution Provider in the last three decades. What started as a 20-member-company, is now growing stronger with more than 3,500 members, and with a turnover of 2000+ crores!"
394,Dr. Reddy's,4.1,1.7T,1.4T,69,Bengaluru,Biotech & Pharmaceuticals,"Dr. Reddy’s Laboratories Ltd. (BSE: 500124, NSE: DRREDDY, NYSE: RDY, NSEIFSC: DRREDDY) is a global pharmaceutical company headquartered in Hyderabad, India. Established in 1984, we are committed to providing access to affordable and innovative medicines. Driven by our purpose of ‘Good Health Can’t Wait’, we offer a portfolio of products and services including APIs, generics, branded generics, biosimilars and OTC. Our major therapeutic areas of focus are gastrointestinal, cardiovascular, diabetology, oncology, pain management and dermatology. Our major markets include – USA, India, Russia & CIS countries, China, Brazil and Europe. As a company with a history of deep science that has led to several industry firsts, we continue to plan ahead and invest in businesses of the future. As an early adopter of sustainability and ESG actions, we released our first Sustainability Report in 2004. Our current ESG goals aim to set the bar high in environmental stewardship; access and affordability for patients; diversity; and governance. For more information, log on to: www.drreddys.com."
395,Honda,4.0,3.8T,347,2.4T,Bengaluru,Transportation Equipment Manufacturing,"""Accord""ing to Honda, you might be in your Element if you do you Civic duty and get Fit. Honda Motor is Japan's #2 automaker (after Toyota) and the world's largest motorcycle producer. The company's car models include the Accord, CR-V, Civic, Element, and Fit; gasoline-electric hybrid versions of the Civic and Accord; and seven models of the luxury Acura line. Honda's line of motorcycles includes everything from scooters to superbikes. The company also makes a line of ATVs and personal watercraft. Honda's power products division makes commercial and residential machinery (lawn mowers, snow blowers, and tillers); portable generators; and outboard motors. Almost 70% of Honda Motor sales come from outside Japan."
396,IndianMoney.com,4.2,457,174,--,Bengaluru,Investment & Asset Management,"In early 2008 Mr.Sudheer C.S (founder, MD and CEO of IndianMoney.com) happened to meet an auto driver while working in a top MNC Broking house. The auto driver told him that one of the sales persons from his organization has sold him an insurance policy promising that ""If you pay Rs 25,000 once, you will get back Rs 1 lakh after 3 years"". Mr. Sudheer knew there was no such policy available. When he read the policy document he realized that it was a Regular Premium ULIP policy, where customer has to pay Rs 25,000 each for 3 years. Based on the market performance, customer ""might"" get back Rs 50,000 or Rs 75,000 or Rs 1 lakh after 3 years. It was clear that the humble auto driver wasn't made aware of the terms and conditions and complete details of the policy. It was literally impossible for an auto driver in Bangalore to save Rs. 25,000 a year for the rest of the installments. This incident shook Mr. Sudheer, he knew that there was a need for genuine, honest and unbiased financial advice and he instantly started thinking for a solution to end this problem. That's when IndianMoney.com was conceptualized, to end the unethical sales practices which are mostly in practice in the Financial Services Industry. Mr. Sudheer paid Rs. 25,000 to the auto driver so that he at least recovers the money he had put into and also submitted his resignation to his CEO. Our Mission is to Eradicate Financial Illiteracy from the Country and to ensure that the common man is not misguided or cheated while buying different kinds of Financial Products."
397,Yara,4.2,1T,80,134,Bengaluru,Chemical Manufacturing,"Yara was founded in 1905 as a solution for the European famine that swept over the continent in the early part of the 20th century. Since then, Yara has continuously developed solutions that improve and increase global food production in a sustainable way. Through this expertise, Yara has also managed to create additional environmental solutions that reduce harmful emissions. Global challenges are real and will not vanish on their own. Climate change is affecting our way of life. The world’s population continues to increase. We have more mouths to feed, limited land to farm and less resources to draw upon. At Yara, we believe in meeting these challenges head on. There is no trade-off between building a profitable business and solving global challenges. We at Yara are part of a global network, collaborating to profitably and responsibly solve some of the world’s key challenges – resource scarcity, food insecurity and environmental change."
398,Herman Miller,4.0,683,84,13,Bengaluru,Consumer Product Manufacturing,"Herman Miller is a globally recognized leader in design. Since its inception in 1905, the company’s innovative, problem-solving designs and furnishings have inspired the best in people. Herman Miller is guided by an enduring legacy of design, innovation, and social good. In 2021, Herman Miller and Knoll created MillerKnoll, a collective of dynamic brands that comes together to design the world we live in."
399,Elsevier,4.5,1.9T,174,103,Bengaluru,Publishing,"Elsevier is a global information analytics business that helps institutions and professionals progress science, advance healthcare, open science and improve performance for the benefit of humanity. We help researchers make new discoveries, collaborate with their colleagues, and give them the knowledge they need to find funding. We help governments and universities evaluate and improve their research strategies. We help doctors save lives, providing insight for physicians to find the right clinical answers, and we support nurses and other healthcare professionals throughout their careers. Elsevier provides digital solutions and tools in the areas of strategic research management, R&D performance, clinical decision support, and professional education; including ScienceDirect, Scopus, ClinicalKey and Sherpath. Elsevier publishes over 2,500 digitized journals, including The Lancet and Cell, more than 35,000 e-book titles and iconic reference works, including Gray’s Anatomy."
400,IonIdea,4.0,248,173,--,Bengaluru,Information Technology Support Services,"As the CEO of IonIdea, I welcome you to IonIdea's page on Glassdoor! For those of you who have worked with us, I thank you for making IonIdea successful. I welcome your feedback, and assure you that it will help us make IonIdea a better place to work, and a better company for our customers to do business with. For those that are considering working with us, or doing business with us, I thank you for doing so. Our promise to our customers is that we will always put their interests first, and always deliver superior value to them through innovation, excellence and professionalism. With products, solutions and services in the areas of Strategic Consulting, Technology Consulting, IT Applications Development, Software Testing & Validation and Business Process Delivery, IonIdea can help you envision, strategize, plan and execute your way to success. If you would like me to personally respond to your questions, please contact me at www.ionidea.com/ask_the_ceo Kishan Ananthram CEO, IonIdea"
401,Aditya Birla Fashion & Retail,4.0,398,511,1,Bengaluru,N/A,
402,Open Financial Technologies,4.1,254,231,--,Bengaluru,Financial Transaction Processing,"Open is Asia’s first neobanking platform for SMEs that is fast changing the way businesses bank & manage their finances. At Open, we help SMEs run everything right from their banking, payments to accounting, & expense management — together. This way they can focus on doing things that matter the most — grow their business. We’re home to some of the smartest & brightest 250+ minds in the fintech space. We’re a tight-knit tribe of creators and makers who are shaking up the way business banking rolls for over 10,00,000 businesses. We’re backed by some of the leading global VC firms like Tiger Global, Speedinvest, Beenext, AngelList, Recruit, Tanglin Venture Partners, 3one4 Capital, Unicorn India Ventures to name a few."
403,Elektrobit,4.0,400,117,137,"Plot No. 21, 22, 27, 28, Shanthipura Road",Enterprise Software & Network Solutions,"Our software moves the world. Elektrobit is an award-winning and visionary global vendor of embedded and connected software products and services for the automotive industry. A leader in automotive software with over 35 years of serving the industry, Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers flexible, innovative solutions for car infrastructure software, connectivity & security, automated driving and related tools, and user experience. Elektrobit is a wholly-owned, independently-operated subsidiary of Continental."
404,Geekyants Software,4.1,187,274,12,Bengaluru,Information Technology Support Services,GeekyAnts is a young Product and Services Development company based in Bangalore. We do everything related to web and mobile development and are extremely passionate about building world-class products.
405,North American Corporation,4.2,919,1.3T,9,Bengaluru,Advertising & Public Relations,
406,Embitel Technologies,4.4,187,163,--,3 office locations in Bengaluru,Information Technology Support Services,"Established in 2006, Embitel Technologies is known for delivering cutting edge and innovative software solutions. We deliver specialized services in automotive, digital commerce, and IoT to our customers and help them chart a seamless digital transformation journey. Headquartered in Bengaluru, India, with offices in Germany, the UK , the US, and Middle East, Embitel has partnered with clients globally. Embitel is part of the Germany based diconium (formerly dmc) group of companies – which has the Volkswagen Group as its strategic technology partner. A CMMi Level III certified company, Embitel offers innovative digital solutions including In-vehicle Infotainment & Vehicle Telematics, Motor Control Systems, Functional Safety Predictive Maintenance, SCADA, Headless Commerce, Web, Mobile & Native App Development, Omni-channel Commerce."
407,Manthan,4.1,335,168,--,Bengaluru,Enterprise Software & Network Solutions,"Manthan is the Chief Analytics Officer for consumer industries worldwide. Manthan's portfolio of analytics-enabled business applications, advanced analytics platforms and solutions are architected to help users across industries walk the complete data-to-result path - analyze, take guided decisions and execute these decisions real-time. Sophisticated, yet intuitive analytical capability coupled with the power of big data, mobility and cloud computing, brings users business-ready applications that provide on-demand access and real-time execution - the only path to profit in a contemporary, on-demand and connected economy. Manthan serves over 200 leading organizations across 23 countries. With the recent introduction of Maya, the world’s first AI powered conversational agent for business analytics, Manthan is pioneering the move to zero touch UIs and transforming user interactions with complex analytics applications. Manthan is one of the most awarded analytics innovators among analysts and customers alike. To learn how businesses can gain from analytics, please visit https://www.manthan.com/"
408,HCCBPL,4.0,593,484,--,Bengaluru,Food & Beverage Manufacturing,
409,Vitesco Technologies,4.0,592,116,3,Bengaluru,Transportation Equipment Manufacturing,
410,Qualcomm Technologies,4.1,494,252,--,Bengaluru,Internet & Web Services,
411,Veoneer,4.0,392,125,70,Bengaluru,N/A,
