Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Metostatin,Antibiotic,Drops,851 mg,Bayer AG,Depression,Prescription
Dextrocillin,Antidiabetic,Ointment,209 mg,Novartis AG,Fever,Prescription
Ibuproprofen,Antiseptic,Cream,395 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Metostatin,Antifungal,Injection,219 mg,Johnson & Johnson,Pain,Over-the-Counter
Dextrostatin,Antiviral,Capsule,673 mg,Sanofi S.A.,Infection,Prescription
Ibuprovir,Antifungal,Ointment,310 mg,Biogen Inc.,Diabetes,Over-the-Counter
Amoximycin,Analgesic,Ointment,28 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dextrophen,Antidepressant,Syrup,448 mg,Roche Holding AG,Infection,Over-the-Counter
Dolocillin,Antidiabetic,Inhaler,236 mg,AbbVie Inc.,Wound,Prescription
Dextroprofen,Antidepressant,Drops,948 mg,Novartis AG,Fever,Prescription
Clariprofen,Antidepressant,Capsule,122 mg,Biogen Inc.,Diabetes,Prescription
Metocillin,Antibiotic,Capsule,626 mg,Johnson & Johnson,Fungus,Over-the-Counter
Cefstatin,Antidiabetic,Ointment,656 mg,AstraZeneca plc,Fever,Prescription
Dolonazole,Antidepressant,Tablet,968 mg,Johnson & Johnson,Pain,Prescription
Acetomet,Antipyretic,Cream,274 mg,Novo Nordisk A/S,Pain,Prescription
Clarimet,Antidepressant,Tablet,819 mg,GlaxoSmithKline plc,Diabetes,Prescription
Amoxiprofen,Antiviral,Drops,352 mg,AbbVie Inc.,Fever,Over-the-Counter
Acetostatin,Antidiabetic,Inhaler,259 mg,Sanofi S.A.,Virus,Over-the-Counter
Dextronazole,Analgesic,Inhaler,239 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Amoxiphen,Antibiotic,Tablet,967 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Metomet,Antiseptic,Capsule,803 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dextromycin,Antifungal,Inhaler,333 mg,"Gilead Sciences, Inc.",Depression,Prescription
Metonazole,Antiseptic,Ointment,567 mg,"Gilead Sciences, Inc.",Pain,Prescription
Metovir,Antiseptic,Ointment,991 mg,Eli Lilly and Company,Wound,Prescription
Cefstatin,Antifungal,Injection,349 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Metonazole,Antidiabetic,Inhaler,702 mg,Pfizer Inc.,Pain,Over-the-Counter
Metostatin,Antibiotic,Ointment,581 mg,Sanofi S.A.,Fungus,Prescription
Metoprofen,Antibiotic,Tablet,220 mg,"Gilead Sciences, Inc.",Virus,Prescription
Cefphen,Antibiotic,Capsule,373 mg,Amgen Inc.,Virus,Prescription
Clarimycin,Analgesic,Cream,995 mg,"Merck & Co., Inc.",Pain,Prescription
Amoximet,Antiseptic,Ointment,776 mg,Johnson & Johnson,Depression,Prescription
Cefprofen,Antiviral,Tablet,574 mg,Pfizer Inc.,Infection,Prescription
Ibupronazole,Analgesic,Inhaler,18 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Amoxiphen,Antipyretic,Injection,378 mg,Biogen Inc.,Pain,Prescription
Amoxiprofen,Antiseptic,Cream,570 mg,Amgen Inc.,Virus,Prescription
Acetomycin,Antibiotic,Injection,287 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Dolonazole,Antifungal,Inhaler,831 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Ibupromycin,Antipyretic,Tablet,940 mg,Bristol-Myers Squibb Company,Depression,Prescription
Clarimet,Antipyretic,Cream,962 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Dextroprofen,Antipyretic,Tablet,387 mg,"Merck & Co., Inc.",Depression,Prescription
Dextromet,Antipyretic,Inhaler,289 mg,Biogen Inc.,Pain,Over-the-Counter
Cefnazole,Antibiotic,Capsule,503 mg,Bayer AG,Wound,Over-the-Counter
Amoxinazole,Antibiotic,Tablet,201 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Amoxivir,Antiviral,Tablet,354 mg,Bristol-Myers Squibb Company,Fever,Prescription
Amoxinazole,Antifungal,Cream,700 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Ibuprovir,Antipyretic,Ointment,41 mg,"Gilead Sciences, Inc.",Wound,Prescription
Clarimet,Analgesic,Ointment,868 mg,Roche Holding AG,Fungus,Prescription
Clariphen,Antiseptic,Syrup,967 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dolomet,Antiseptic,Injection,329 mg,Biogen Inc.,Depression,Prescription
Amoximycin,Antifungal,Drops,885 mg,AstraZeneca plc,Fungus,Prescription
Metoprofen,Antibiotic,Injection,659 mg,Eli Lilly and Company,Depression,Over-the-Counter
Dextrocillin,Analgesic,Cream,124 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Claristatin,Analgesic,Capsule,366 mg,Novartis AG,Pain,Over-the-Counter
Cefmycin,Antidepressant,Syrup,7 mg,Roche Holding AG,Infection,Prescription
Acetocillin,Antiseptic,Cream,696 mg,Roche Holding AG,Depression,Prescription
Claricillin,Antifungal,Inhaler,963 mg,Amgen Inc.,Pain,Prescription
Clarimycin,Antibiotic,Drops,727 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Ibuprostatin,Antipyretic,Injection,390 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,471 mg,"Merck & Co., Inc.",Wound,Prescription
Metostatin,Antidepressant,Inhaler,875 mg,AbbVie Inc.,Wound,Over-the-Counter
Ibuprovir,Antifungal,Inhaler,909 mg,Bristol-Myers Squibb Company,Fever,Prescription
Dolomycin,Antibiotic,Injection,457 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Clarinazole,Antibiotic,Capsule,394 mg,Sanofi S.A.,Fungus,Prescription
Amoxinazole,Antiviral,Syrup,752 mg,Bayer AG,Pain,Over-the-Counter
Metomet,Antipyretic,Tablet,55 mg,Sanofi S.A.,Fungus,Prescription
Acetocillin,Antiseptic,Syrup,584 mg,Sanofi S.A.,Pain,Over-the-Counter
Dolovir,Antibiotic,Inhaler,108 mg,Pfizer Inc.,Virus,Prescription
Doloprofen,Antipyretic,Tablet,662 mg,AbbVie Inc.,Infection,Prescription
Dolovir,Antipyretic,Ointment,891 mg,Bayer AG,Wound,Prescription
Ibuprostatin,Analgesic,Inhaler,425 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Cefcillin,Antidiabetic,Injection,22 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dolophen,Antidiabetic,Cream,476 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Dolostatin,Antifungal,Ointment,504 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Cefprofen,Antiviral,Injection,310 mg,"Gilead Sciences, Inc.",Infection,Prescription
Cefvir,Antiseptic,Tablet,770 mg,Johnson & Johnson,Fever,Prescription
Ibupromycin,Antiseptic,Ointment,444 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Acetocillin,Antidiabetic,Cream,623 mg,AstraZeneca plc,Infection,Prescription
Dolostatin,Analgesic,Ointment,737 mg,"Gilead Sciences, Inc.",Fever,Prescription
Amoxistatin,Antifungal,Drops,348 mg,Bayer AG,Pain,Over-the-Counter
Claricillin,Antidiabetic,Cream,29 mg,Biogen Inc.,Fungus,Over-the-Counter
Doloprofen,Antifungal,Injection,401 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Acetocillin,Antiseptic,Ointment,224 mg,Roche Holding AG,Fungus,Prescription
Ibuprostatin,Antidepressant,Drops,216 mg,Bayer AG,Fungus,Over-the-Counter
Dolovir,Antifungal,Tablet,207 mg,Sanofi S.A.,Fever,Over-the-Counter
Clariprofen,Antibiotic,Syrup,885 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Dolostatin,Analgesic,Inhaler,838 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Claricillin,Analgesic,Drops,48 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Acetomycin,Antidiabetic,Capsule,369 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Ibuproprofen,Antidepressant,Tablet,121 mg,Sanofi S.A.,Wound,Prescription
Metonazole,Antifungal,Syrup,169 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Clariprofen,Antidiabetic,Cream,424 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Dolophen,Antifungal,Tablet,841 mg,Novartis AG,Infection,Over-the-Counter
Ibuprostatin,Antifungal,Syrup,383 mg,Johnson & Johnson,Depression,Over-the-Counter
Cefnazole,Antipyretic,Capsule,505 mg,Eli Lilly and Company,Depression,Prescription
Ibupromet,Antibiotic,Tablet,141 mg,Johnson & Johnson,Pain,Prescription
Amoxinazole,Antiseptic,Tablet,44 mg,Amgen Inc.,Infection,Over-the-Counter
Ibuprophen,Antidepressant,Capsule,449 mg,Biogen Inc.,Fever,Over-the-Counter
Cefstatin,Antidepressant,Syrup,404 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Dolonazole,Antiseptic,Syrup,870 mg,Pfizer Inc.,Infection,Prescription
Amoxiprofen,Antibiotic,Inhaler,331 mg,Johnson & Johnson,Fever,Prescription
Ibuproprofen,Antiviral,Drops,239 mg,Novartis AG,Fungus,Prescription
Dolonazole,Analgesic,Capsule,922 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Metomet,Antiseptic,Cream,161 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Metomet,Antipyretic,Syrup,357 mg,CSL Limited,Infection,Over-the-Counter
Cefmet,Antibiotic,Inhaler,747 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Metophen,Antiseptic,Inhaler,631 mg,Pfizer Inc.,Virus,Prescription
Ibuprostatin,Antiviral,Inhaler,538 mg,Biogen Inc.,Infection,Over-the-Counter
Clarivir,Antiseptic,Ointment,227 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Acetomycin,Antiseptic,Capsule,147 mg,Novartis AG,Diabetes,Over-the-Counter
Dolomet,Antipyretic,Drops,63 mg,Novo Nordisk A/S,Pain,Prescription
Dolomet,Antidepressant,Ointment,657 mg,CSL Limited,Pain,Over-the-Counter
Claristatin,Antipyretic,Syrup,686 mg,CSL Limited,Diabetes,Over-the-Counter
Cefphen,Antiseptic,Inhaler,68 mg,Sanofi S.A.,Fever,Over-the-Counter
Dextrophen,Antifungal,Ointment,57 mg,Johnson & Johnson,Fever,Prescription
Claristatin,Analgesic,Injection,659 mg,Novo Nordisk A/S,Diabetes,Prescription
Ibuprocillin,Antiviral,Tablet,717 mg,Amgen Inc.,Pain,Prescription
Dolovir,Analgesic,Inhaler,704 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextroprofen,Antibiotic,Syrup,567 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Cefvir,Analgesic,Cream,929 mg,AstraZeneca plc,Fever,Prescription
Acetovir,Antidepressant,Drops,108 mg,Biogen Inc.,Diabetes,Prescription
Acetophen,Antipyretic,Capsule,420 mg,Bayer AG,Virus,Over-the-Counter
Dextromet,Antidepressant,Ointment,926 mg,Novo Nordisk A/S,Pain,Prescription
Dextrostatin,Antidepressant,Drops,736 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Clarinazole,Analgesic,Cream,142 mg,Eli Lilly and Company,Virus,Prescription
Dextrophen,Antidepressant,Tablet,605 mg,Sanofi S.A.,Fever,Prescription
Metocillin,Antiviral,Injection,350 mg,Sanofi S.A.,Pain,Over-the-Counter
Acetovir,Antiviral,Drops,544 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Amoxistatin,Antidepressant,Injection,701 mg,Biogen Inc.,Pain,Over-the-Counter
Ibuproprofen,Antifungal,Tablet,537 mg,CSL Limited,Fungus,Over-the-Counter
Metophen,Antifungal,Syrup,133 mg,Sanofi S.A.,Infection,Over-the-Counter
Cefphen,Antifungal,Syrup,134 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Metomycin,Antiseptic,Drops,999 mg,CSL Limited,Fungus,Over-the-Counter
Dolomycin,Antiseptic,Inhaler,619 mg,Roche Holding AG,Depression,Over-the-Counter
Doloprofen,Analgesic,Inhaler,439 mg,Sanofi S.A.,Diabetes,Prescription
Doloprofen,Antibiotic,Inhaler,617 mg,Amgen Inc.,Depression,Prescription
Metonazole,Antidiabetic,Capsule,936 mg,Biogen Inc.,Virus,Over-the-Counter
Ibuprovir,Analgesic,Drops,588 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dolostatin,Antipyretic,Capsule,19 mg,Johnson & Johnson,Virus,Prescription
Amoxicillin,Antibiotic,Injection,559 mg,GlaxoSmithKline plc,Fungus,Prescription
Metophen,Antiviral,Ointment,733 mg,Roche Holding AG,Fever,Prescription
Dextrostatin,Antipyretic,Capsule,606 mg,Biogen Inc.,Fungus,Prescription
Cefstatin,Antifungal,Capsule,760 mg,Bayer AG,Fever,Prescription
Ibuprostatin,Antidepressant,Capsule,530 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxiprofen,Antifungal,Cream,827 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefmycin,Antibiotic,Cream,91 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Metovir,Antiviral,Drops,449 mg,CSL Limited,Diabetes,Over-the-Counter
Ibupromet,Antidiabetic,Ointment,61 mg,Sanofi S.A.,Diabetes,Prescription
Acetocillin,Antifungal,Capsule,787 mg,Roche Holding AG,Wound,Over-the-Counter
Dextrovir,Antiseptic,Cream,442 mg,Novo Nordisk A/S,Infection,Prescription
Metoprofen,Antifungal,Syrup,787 mg,CSL Limited,Infection,Prescription
Ibupronazole,Antiviral,Ointment,978 mg,Novo Nordisk A/S,Virus,Prescription
Amoxiprofen,Antipyretic,Capsule,426 mg,Novartis AG,Virus,Prescription
Amoxinazole,Antiseptic,Capsule,95 mg,Novo Nordisk A/S,Fever,Prescription
Dextromet,Antidepressant,Drops,989 mg,GlaxoSmithKline plc,Wound,Prescription
Metonazole,Antiviral,Ointment,973 mg,Roche Holding AG,Pain,Prescription
Dolovir,Antiseptic,Capsule,232 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxinazole,Antipyretic,Inhaler,185 mg,Bayer AG,Virus,Over-the-Counter
Amoximet,Antidepressant,Tablet,708 mg,AstraZeneca plc,Wound,Prescription
Dextrocillin,Antipyretic,Capsule,325 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Amoxinazole,Antidiabetic,Injection,599 mg,Roche Holding AG,Depression,Prescription
Dolomet,Antipyretic,Syrup,718 mg,AstraZeneca plc,Infection,Prescription
Dextromet,Antifungal,Inhaler,206 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Metomet,Antiviral,Capsule,905 mg,Bayer AG,Fungus,Prescription
Ibupromycin,Antibiotic,Inhaler,942 mg,Novartis AG,Pain,Prescription
Acetophen,Antifungal,Tablet,234 mg,Johnson & Johnson,Diabetes,Prescription
Clariprofen,Antidiabetic,Tablet,675 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Acetophen,Antipyretic,Tablet,764 mg,Pfizer Inc.,Depression,Over-the-Counter
Amoxivir,Antiviral,Cream,965 mg,Bayer AG,Depression,Prescription
Dextrostatin,Antibiotic,Injection,377 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Cefvir,Antibiotic,Syrup,988 mg,Roche Holding AG,Fever,Prescription
Clarimycin,Antibiotic,Capsule,73 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Acetoprofen,Antidiabetic,Tablet,307 mg,Novartis AG,Depression,Over-the-Counter
Cefmycin,Antibiotic,Drops,874 mg,Novartis AG,Virus,Over-the-Counter
Acetophen,Antiviral,Syrup,528 mg,AbbVie Inc.,Depression,Prescription
Metomet,Antiviral,Ointment,751 mg,Amgen Inc.,Pain,Over-the-Counter
Amoximet,Antidiabetic,Injection,179 mg,Bayer AG,Fever,Over-the-Counter
Acetocillin,Antifungal,Tablet,492 mg,Biogen Inc.,Diabetes,Prescription
Ibuprophen,Antidepressant,Syrup,353 mg,Eli Lilly and Company,Pain,Over-the-Counter
Dolonazole,Antiseptic,Capsule,73 mg,Roche Holding AG,Wound,Over-the-Counter
Cefmycin,Antidepressant,Syrup,533 mg,Novartis AG,Pain,Over-the-Counter
Acetovir,Antiseptic,Injection,462 mg,CSL Limited,Infection,Over-the-Counter
Ibuprophen,Antidepressant,Cream,62 mg,Sanofi S.A.,Fungus,Prescription
Amoxiprofen,Antidiabetic,Cream,754 mg,"Merck & Co., Inc.",Wound,Prescription
Amoxiphen,Antifungal,Injection,216 mg,Novo Nordisk A/S,Fungus,Prescription
Dextrostatin,Antidepressant,Syrup,719 mg,Pfizer Inc.,Pain,Over-the-Counter
Ibupronazole,Antidepressant,Capsule,708 mg,Sanofi S.A.,Wound,Prescription
Amoxiprofen,Antiviral,Ointment,293 mg,Pfizer Inc.,Fever,Prescription
Cefmet,Antiseptic,Cream,828 mg,Biogen Inc.,Fungus,Over-the-Counter
Amoximet,Antipyretic,Injection,773 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Amoxistatin,Analgesic,Ointment,558 mg,Novo Nordisk A/S,Infection,Prescription
Amoximet,Antifungal,Injection,873 mg,Amgen Inc.,Infection,Over-the-Counter
Acetophen,Antifungal,Capsule,834 mg,Novartis AG,Diabetes,Prescription
Acetophen,Antifungal,Syrup,416 mg,Bayer AG,Pain,Over-the-Counter
Dolomet,Antidiabetic,Syrup,379 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Acetomet,Antidiabetic,Injection,752 mg,Eli Lilly and Company,Virus,Over-the-Counter
Ibuprostatin,Analgesic,Drops,938 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Acetonazole,Antifungal,Capsule,780 mg,Biogen Inc.,Depression,Prescription
Dextronazole,Antipyretic,Syrup,171 mg,AbbVie Inc.,Fever,Over-the-Counter
Dextroprofen,Antifungal,Drops,876 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Acetomet,Antipyretic,Injection,204 mg,Sanofi S.A.,Fever,Over-the-Counter
Clariphen,Antibiotic,Ointment,13 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Metocillin,Analgesic,Tablet,259 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Metoprofen,Antiviral,Syrup,515 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Acetovir,Antipyretic,Drops,18 mg,Novartis AG,Diabetes,Over-the-Counter
Dolomycin,Antiseptic,Tablet,459 mg,Novartis AG,Fever,Prescription
Ibuprostatin,Antidiabetic,Injection,351 mg,"Gilead Sciences, Inc.",Fever,Prescription
Metoprofen,Antidepressant,Capsule,285 mg,AstraZeneca plc,Fungus,Over-the-Counter
Ibuprostatin,Antibiotic,Ointment,937 mg,"Gilead Sciences, Inc.",Virus,Prescription
Clarimycin,Analgesic,Capsule,32 mg,Johnson & Johnson,Pain,Prescription
Ibupromet,Antiviral,Syrup,539 mg,Sanofi S.A.,Fever,Over-the-Counter
Clarimet,Antidiabetic,Drops,104 mg,AstraZeneca plc,Depression,Prescription
Cefmycin,Analgesic,Inhaler,358 mg,Pfizer Inc.,Depression,Prescription
Dextrocillin,Antidepressant,Ointment,106 mg,Bayer AG,Fungus,Over-the-Counter
Cefmet,Antibiotic,Ointment,972 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Ibupromycin,Antiviral,Syrup,759 mg,Novo Nordisk A/S,Fever,Prescription
Dextroprofen,Antiviral,Inhaler,410 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Amoxiprofen,Antidepressant,Tablet,705 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metomycin,Antiseptic,Injection,518 mg,Bayer AG,Virus,Prescription
Metoprofen,Analgesic,Syrup,451 mg,Amgen Inc.,Fever,Prescription
Acetomycin,Antidiabetic,Cream,693 mg,AstraZeneca plc,Infection,Prescription
Amoxistatin,Analgesic,Ointment,199 mg,Pfizer Inc.,Virus,Over-the-Counter
Ibupromet,Antidiabetic,Drops,78 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Metomycin,Analgesic,Ointment,632 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Clarimet,Antiviral,Syrup,358 mg,Amgen Inc.,Wound,Prescription
Metostatin,Antiviral,Tablet,385 mg,Novo Nordisk A/S,Wound,Prescription
Acetocillin,Analgesic,Injection,707 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dextrocillin,Antipyretic,Injection,981 mg,Roche Holding AG,Diabetes,Prescription
Dextrovir,Antifungal,Syrup,858 mg,Eli Lilly and Company,Virus,Over-the-Counter
Dextrocillin,Antifungal,Drops,603 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Dextrophen,Antiseptic,Syrup,843 mg,"Gilead Sciences, Inc.",Wound,Prescription
Cefstatin,Antidiabetic,Drops,47 mg,GlaxoSmithKline plc,Wound,Prescription
Metonazole,Antipyretic,Injection,633 mg,Roche Holding AG,Diabetes,Over-the-Counter
Cefprofen,Antidiabetic,Injection,303 mg,Bayer AG,Wound,Prescription
Acetomycin,Antiseptic,Syrup,478 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Cefmycin,Antifungal,Syrup,872 mg,Sanofi S.A.,Depression,Prescription
Ibuprocillin,Antiviral,Inhaler,366 mg,Bayer AG,Fever,Prescription
Ibupromycin,Analgesic,Syrup,520 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Dolocillin,Antiseptic,Capsule,224 mg,Amgen Inc.,Infection,Prescription
Clariphen,Antiseptic,Tablet,493 mg,Sanofi S.A.,Diabetes,Prescription
Clariprofen,Antiviral,Syrup,196 mg,Johnson & Johnson,Depression,Prescription
Acetomet,Antiviral,Ointment,436 mg,Biogen Inc.,Depression,Over-the-Counter
Clarivir,Antiviral,Tablet,560 mg,Johnson & Johnson,Depression,Over-the-Counter
Acetomet,Antipyretic,Inhaler,407 mg,Bayer AG,Diabetes,Over-the-Counter
Amoxistatin,Antiseptic,Syrup,316 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Cefmet,Antidiabetic,Tablet,122 mg,AstraZeneca plc,Pain,Prescription
Cefstatin,Antifungal,Ointment,415 mg,CSL Limited,Fungus,Over-the-Counter
Ibuprostatin,Antipyretic,Ointment,218 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Dextromet,Antiviral,Ointment,979 mg,Bristol-Myers Squibb Company,Infection,Prescription
Ibuprovir,Antiseptic,Ointment,804 mg,GlaxoSmithKline plc,Wound,Prescription
Dextroprofen,Antiseptic,Drops,483 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Dextronazole,Antiseptic,Tablet,868 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Clariphen,Analgesic,Injection,265 mg,Roche Holding AG,Fungus,Over-the-Counter
Ibuprophen,Antipyretic,Tablet,584 mg,Pfizer Inc.,Diabetes,Prescription
Dolophen,Antidiabetic,Cream,649 mg,CSL Limited,Virus,Prescription
Doloprofen,Antifungal,Syrup,958 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Clariprofen,Analgesic,Ointment,307 mg,Eli Lilly and Company,Wound,Prescription
Dolovir,Analgesic,Injection,487 mg,Amgen Inc.,Fungus,Over-the-Counter
Clarivir,Antiviral,Ointment,71 mg,AbbVie Inc.,Pain,Over-the-Counter
Dolomet,Antidiabetic,Inhaler,844 mg,Novartis AG,Diabetes,Over-the-Counter
Clarinazole,Antifungal,Tablet,870 mg,Amgen Inc.,Infection,Over-the-Counter
Dextrovir,Antipyretic,Syrup,192 mg,Pfizer Inc.,Fungus,Over-the-Counter
Amoxiphen,Antidepressant,Tablet,418 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextrocillin,Antiviral,Tablet,708 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Clarimycin,Analgesic,Ointment,796 mg,Eli Lilly and Company,Virus,Over-the-Counter
Amoxivir,Antifungal,Inhaler,107 mg,Bayer AG,Depression,Over-the-Counter
Ibupromet,Antidepressant,Injection,59 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Ibuproprofen,Antidepressant,Capsule,219 mg,GlaxoSmithKline plc,Pain,Prescription
Amoxiprofen,Antipyretic,Cream,381 mg,AstraZeneca plc,Fever,Over-the-Counter
Dextroprofen,Antiviral,Tablet,13 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Metoprofen,Antifungal,Capsule,765 mg,Bristol-Myers Squibb Company,Fever,Prescription
Dolophen,Antifungal,Capsule,609 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Dolonazole,Antiseptic,Drops,517 mg,Roche Holding AG,Pain,Over-the-Counter
Ibuprophen,Antiseptic,Tablet,931 mg,AbbVie Inc.,Wound,Prescription
Clarivir,Antiviral,Cream,893 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Clariprofen,Antipyretic,Ointment,289 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Cefmycin,Antiseptic,Ointment,413 mg,Sanofi S.A.,Fungus,Prescription
Dextronazole,Antifungal,Cream,112 mg,Novartis AG,Wound,Prescription
Clarimycin,Antiviral,Syrup,240 mg,Roche Holding AG,Wound,Over-the-Counter
Clariprofen,Analgesic,Inhaler,782 mg,AstraZeneca plc,Wound,Over-the-Counter
Dextronazole,Analgesic,Tablet,887 mg,Roche Holding AG,Virus,Prescription
Ibuprocillin,Antiviral,Injection,203 mg,Sanofi S.A.,Virus,Over-the-Counter
Dextrostatin,Antibiotic,Ointment,474 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Amoxiphen,Antidepressant,Ointment,71 mg,Sanofi S.A.,Wound,Prescription
Amoxivir,Antidiabetic,Ointment,150 mg,Pfizer Inc.,Pain,Prescription
Dextrophen,Antidiabetic,Cream,810 mg,AstraZeneca plc,Diabetes,Prescription
Dolomycin,Antifungal,Inhaler,662 mg,AbbVie Inc.,Virus,Over-the-Counter
Clarinazole,Antipyretic,Injection,790 mg,Eli Lilly and Company,Pain,Over-the-Counter
Doloprofen,Antipyretic,Injection,36 mg,Johnson & Johnson,Fever,Over-the-Counter
Cefvir,Antiviral,Injection,511 mg,Bayer AG,Diabetes,Prescription
Dextroprofen,Antidepressant,Drops,797 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Ibuproprofen,Analgesic,Drops,656 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Acetoprofen,Antiviral,Inhaler,531 mg,GlaxoSmithKline plc,Fever,Prescription
Metocillin,Antipyretic,Tablet,170 mg,Amgen Inc.,Depression,Prescription
Amoximet,Antidepressant,Syrup,992 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Cefmet,Antifungal,Drops,517 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Amoxistatin,Antiseptic,Injection,426 mg,Novartis AG,Fungus,Prescription
Dextrovir,Antiseptic,Tablet,144 mg,Roche Holding AG,Pain,Over-the-Counter
Ibuprostatin,Antidepressant,Inhaler,810 mg,Novartis AG,Fever,Prescription
Clarinazole,Antidiabetic,Capsule,83 mg,Pfizer Inc.,Fungus,Prescription
Metostatin,Antidepressant,Drops,698 mg,AbbVie Inc.,Depression,Over-the-Counter
Dolomet,Antiviral,Inhaler,875 mg,"Gilead Sciences, Inc.",Depression,Prescription
Cefnazole,Antiviral,Ointment,246 mg,CSL Limited,Fungus,Over-the-Counter
Cefmet,Antiviral,Inhaler,900 mg,Biogen Inc.,Pain,Prescription
