species,size,fragrance,height_cm
hibiscus,large,none,121.08
shoeblack plant,large,none,133.86
hibiscus,large,none,112.12
rose,small,mild,38.54
shoeblack plant,large,mild,81.18
shoeblack plant,medium,mild,59.48
shoeblack plant,medium,mild,69.11
hibiscus,large,none,113.83
hibiscus,large,none,125.84
rose,small,mild,96.89
hibiscus,large,none,127.79
hibiscus,large,none,161.82
rose,small,strong,46.54
hibiscus,large,none,130.64
shoeblack plant,medium,none,133.17
hibiscus,large,none,150.66
rose,small,mild,62.87
shoeblack plant,large,mild,70.89
shoeblack plant,medium,mild,78.81
rose,small,strong,49.09
rose,medium,strong,50.74
rose,small,strong,57.24
hibiscus,large,none,197.88
shoeblack plant,large,none,142.11
rose,small,mild,45.3
rose,small,mild,75.43
rose,medium,strong,79.42
shoeblack plant,medium,mild,98.22
rose,medium,strong,55.12
shoeblack plant,large,mild,86.78
hibiscus,large,none,164.17
rose,medium,strong,72.21
rose,small,mild,94.0
shoeblack plant,medium,mild,145.25
hibiscus,large,none,116.42
hibiscus,large,none,100.08
rose,small,mild,85.51
hibiscus,large,none,176.51
hibiscus,large,none,151.73
hibiscus,large,none,130.5
hibiscus,large,none,125.48
rose,small,strong,77.29
hibiscus,large,none,183.05
hibiscus,large,none,144.42
hibiscus,large,none,133.13
shoeblack plant,medium,mild,107.63
rose,small,mild,50.62
rose,medium,strong,56.45
rose,medium,strong,32.27
shoeblack plant,large,none,92.28
hibiscus,large,none,138.19
rose,small,strong,84.44
hibiscus,large,none,174.18
hibiscus,large,none,170.89
shoeblack plant,medium,mild,101.78
rose,medium,mild,45.15
shoeblack plant,medium,mild,133.71
shoeblack plant,large,none,143.94
hibiscus,large,none,147.7
rose,medium,mild,31.17
rose,small,strong,98.93
shoeblack plant,medium,mild,76.78
hibiscus,large,none,139.48
rose,medium,mild,79.46
shoeblack plant,large,none,136.82
shoeblack plant,medium,none,138.74
shoeblack plant,large,mild,112.76
hibiscus,large,none,170.93
rose,medium,strong,38.34
rose,medium,strong,83.52
hibiscus,large,none,173.2
hibiscus,large,none,134.96
hibiscus,large,none,164.64
hibiscus,large,none,115.56
hibiscus,large,none,112.04
hibiscus,large,none,196.03
rose,medium,mild,48.21
shoeblack plant,large,none,146.84
rose,small,mild,47.1
hibiscus,large,none,183.49
rose,small,mild,71.77
rose,small,mild,84.51
rose,medium,mild,58.29
rose,small,strong,99.48
rose,small,mild,44.46
shoeblack plant,large,mild,95.39
shoeblack plant,large,mild,55.89
rose,small,mild,77.9
rose,small,strong,51.58
shoeblack plant,medium,mild,124.0
rose,medium,mild,33.97
hibiscus,large,none,197.73
hibiscus,large,none,113.92
shoeblack plant,medium,none,66.92
rose,small,mild,62.76
shoeblack plant,medium,mild,91.82
shoeblack plant,large,mild,119.03
rose,medium,strong,49.17
hibiscus,large,none,101.84
rose,medium,strong,82.91
shoeblack plant,medium,none,51.72
shoeblack plant,large,mild,69.45
hibiscus,large,none,157.09
rose,small,strong,83.49
shoeblack plant,medium,mild,125.54
rose,small,mild,83.44
hibiscus,large,none,170.34
rose,medium,strong,80.29
rose,small,mild,57.24
shoeblack plant,medium,none,62.25
rose,medium,mild,46.98
hibiscus,large,none,157.13
rose,small,mild,52.63
shoeblack plant,medium,mild,127.69
shoeblack plant,medium,mild,135.61
shoeblack plant,large,mild,105.4
hibiscus,large,none,139.1
rose,medium,strong,91.89
rose,medium,strong,70.97
rose,medium,strong,37.1
shoeblack plant,large,mild,119.2
rose,small,mild,63.64
rose,small,strong,34.17
shoeblack plant,large,mild,103.12
shoeblack plant,large,mild,90.7
hibiscus,large,none,197.03
hibiscus,large,none,191.86
rose,medium,strong,59.91
shoeblack plant,large,mild,58.04
hibiscus,large,none,190.53
rose,small,mild,45.41
rose,small,strong,42.58
rose,medium,mild,79.71
hibiscus,large,none,124.68
shoeblack plant,medium,mild,77.83
rose,medium,strong,76.34
shoeblack plant,large,mild,116.63
hibiscus,large,none,132.38
hibiscus,large,none,181.48
hibiscus,large,none,179.39
rose,small,strong,83.22
shoeblack plant,medium,none,134.23
rose,medium,mild,33.29
rose,small,mild,82.41
hibiscus,large,none,106.36
hibiscus,large,none,189.33
shoeblack plant,medium,none,119.48
shoeblack plant,large,none,103.18
rose,small,strong,92.11
shoeblack plant,medium,mild,142.41
rose,medium,strong,39.46
hibiscus,large,none,108.51
hibiscus,large,none,157.56
hibiscus,large,none,161.73
rose,medium,strong,72.1
rose,small,strong,64.91
rose,small,mild,85.5
shoeblack plant,medium,none,132.15
rose,small,strong,84.54
hibiscus,large,none,113.15
hibiscus,large,none,161.45
rose,medium,mild,33.19
hibiscus,large,none,184.6
hibiscus,large,none,160.51
rose,small,strong,63.64
shoeblack plant,medium,mild,128.67
hibiscus,large,none,133.41
shoeblack plant,large,none,79.93
rose,medium,strong,79.53
hibiscus,large,none,119.6
shoeblack plant,medium,none,111.07
shoeblack plant,medium,mild,122.13
shoeblack plant,large,none,62.84
shoeblack plant,large,mild,63.69
shoeblack plant,medium,none,105.2
shoeblack plant,large,none,145.91
shoeblack plant,large,none,65.07
shoeblack plant,medium,mild,136.11
shoeblack plant,large,mild,83.0
shoeblack plant,medium,mild,104.97
rose,small,mild,42.51
rose,small,mild,72.88
hibiscus,large,none,133.97
hibiscus,large,none,104.5
rose,small,strong,84.8
hibiscus,large,none,113.31
rose,small,mild,81.99
rose,small,mild,53.45
hibiscus,large,none,118.41
shoeblack plant,medium,mild,113.49
hibiscus,large,none,147.35
rose,medium,mild,89.43
rose,small,mild,82.41
shoeblack plant,medium,none,73.35
hibiscus,large,none,137.92
hibiscus,large,none,160.64
rose,small,mild,37.6
rose,small,mild,83.68
hibiscus,large,none,192.6
hibiscus,large,none,158.92
rose,medium,mild,56.07
shoeblack plant,medium,mild,126.76
hibiscus,large,none,198.12
hibiscus,large,none,141.14
rose,medium,strong,83.46
shoeblack plant,large,none,119.74
rose,small,mild,84.32
shoeblack plant,medium,none,114.95
shoeblack plant,large,mild,97.18
hibiscus,large,none,111.96
shoeblack plant,medium,mild,147.8
shoeblack plant,large,mild,92.87
hibiscus,large,none,150.74
hibiscus,large,none,150.68
hibiscus,large,none,157.07
hibiscus,large,none,135.32
rose,small,strong,38.34
hibiscus,large,none,184.22
rose,small,strong,92.46
shoeblack plant,medium,mild,95.03
hibiscus,large,none,179.54
rose,small,mild,69.09
shoeblack plant,medium,mild,66.18
hibiscus,large,none,140.76
shoeblack plant,large,none,148.48
rose,small,strong,96.25
rose,medium,mild,46.31
shoeblack plant,medium,mild,67.62
hibiscus,large,none,135.4
hibiscus,large,none,103.65
shoeblack plant,large,none,72.83
shoeblack plant,medium,none,126.65
rose,medium,strong,97.83
hibiscus,large,none,105.7
rose,medium,mild,46.37
rose,small,strong,53.54
rose,small,mild,88.5
hibiscus,large,none,103.11
hibiscus,large,none,120.96
shoeblack plant,large,mild,100.86
rose,medium,mild,45.85
hibiscus,large,none,197.78
rose,small,strong,57.59
hibiscus,large,none,172.46
shoeblack plant,medium,none,61.68
shoeblack plant,medium,none,75.85
rose,small,strong,75.64
shoeblack plant,large,none,70.43
rose,small,strong,72.73
shoeblack plant,medium,none,70.69
hibiscus,large,none,143.97
rose,medium,strong,71.44
hibiscus,large,none,129.13
rose,small,strong,66.4
shoeblack plant,medium,none,88.35
hibiscus,large,none,142.24
shoeblack plant,medium,none,90.0
shoeblack plant,medium,none,118.11
hibiscus,large,none,168.34
shoeblack plant,medium,mild,89.1
shoeblack plant,large,none,53.58
rose,medium,mild,63.9
shoeblack plant,medium,mild,77.08
hibiscus,large,none,130.75
hibiscus,large,none,108.97
shoeblack plant,medium,mild,105.75
shoeblack plant,large,none,54.81
rose,small,strong,44.46
hibiscus,large,none,193.06
hibiscus,large,none,116.45
rose,medium,mild,94.88
hibiscus,large,none,190.84
shoeblack plant,medium,mild,112.11
rose,small,mild,93.87
hibiscus,large,none,169.7
hibiscus,large,none,192.17
shoeblack plant,large,none,67.1
hibiscus,large,none,124.57
rose,medium,mild,56.83
shoeblack plant,large,mild,71.43
hibiscus,large,none,164.14
hibiscus,large,none,144.33
rose,medium,mild,86.66
hibiscus,large,none,106.0
shoeblack plant,large,mild,66.78
hibiscus,large,none,155.93
hibiscus,large,none,170.82
shoeblack plant,large,none,132.48
rose,small,mild,34.72
rose,medium,strong,71.2
hibiscus,large,none,170.98
hibiscus,large,none,138.99
hibiscus,large,none,129.52
rose,medium,strong,66.42
hibiscus,large,none,193.98
rose,small,mild,51.6
rose,small,mild,31.57
shoeblack plant,large,mild,74.46
rose,medium,strong,47.52
shoeblack plant,medium,none,52.09
shoeblack plant,medium,mild,119.19
rose,medium,mild,60.97
hibiscus,large,none,108.14
hibiscus,large,none,101.24
shoeblack plant,large,none,56.95
shoeblack plant,large,mild,86.1
hibiscus,large,none,166.0
rose,small,mild,36.96
rose,medium,mild,86.47
shoeblack plant,large,none,100.33
shoeblack plant,large,none,114.06
hibiscus,large,none,155.64
shoeblack plant,medium,mild,126.46
hibiscus,large,none,173.84
shoeblack plant,large,mild,84.26
rose,small,strong,73.11
rose,small,mild,93.72
rose,small,mild,47.04
shoeblack plant,large,none,85.6
hibiscus,large,none,102.07
rose,small,strong,49.82
rose,medium,mild,87.49
hibiscus,large,none,112.56
rose,small,mild,46.18
shoeblack plant,medium,mild,102.58
shoeblack plant,medium,none,106.46
hibiscus,large,none,125.0
hibiscus,large,none,134.56
shoeblack plant,medium,none,76.59
shoeblack plant,medium,mild,76.69
rose,medium,strong,69.71
shoeblack plant,medium,mild,82.41
hibiscus,large,none,197.21
rose,medium,mild,58.69
rose,medium,mild,77.0
rose,medium,mild,41.84
shoeblack plant,medium,none,144.12
hibiscus,large,none,161.91
hibiscus,large,none,189.85
hibiscus,large,none,188.1
shoeblack plant,large,mild,52.83
rose,medium,mild,46.03
rose,small,mild,54.37
shoeblack plant,large,none,146.81
hibiscus,large,none,182.79
shoeblack plant,large,none,78.67
hibiscus,large,none,100.6
shoeblack plant,large,none,100.3
hibiscus,large,none,162.5
hibiscus,large,none,159.57
shoeblack plant,medium,none,95.04
rose,medium,mild,84.08
rose,medium,strong,88.25
hibiscus,large,none,136.33
hibiscus,large,none,116.67
hibiscus,large,none,140.76
hibiscus,large,none,111.77
rose,medium,mild,63.99
rose,small,mild,76.22
rose,small,strong,84.79
shoeblack plant,medium,mild,126.82
rose,medium,strong,45.32
shoeblack plant,large,none,69.39
rose,medium,strong,50.04
shoeblack plant,large,none,75.9
hibiscus,large,none,191.48
hibiscus,large,none,188.2
shoeblack plant,medium,mild,130.6
rose,medium,mild,39.03
shoeblack plant,large,mild,94.83
rose,medium,strong,38.67
shoeblack plant,medium,none,90.1
shoeblack plant,large,mild,89.7
shoeblack plant,large,mild,148.73
hibiscus,large,none,184.55
rose,medium,mild,72.68
rose,small,mild,60.05
shoeblack plant,medium,none,123.7
rose,small,mild,71.69
hibiscus,large,none,161.42
shoeblack plant,large,none,100.36
rose,medium,mild,56.87
rose,medium,strong,40.34
hibiscus,large,none,177.19
shoeblack plant,medium,none,113.53
hibiscus,large,none,141.53
hibiscus,large,none,155.62
shoeblack plant,large,none,121.12
hibiscus,large,none,198.49
hibiscus,large,none,152.51
shoeblack plant,medium,mild,94.46
hibiscus,large,none,146.56
rose,small,mild,53.44
hibiscus,large,none,193.66
rose,medium,strong,34.67
shoeblack plant,medium,mild,89.87
hibiscus,large,none,123.78
shoeblack plant,large,none,146.18
hibiscus,large,none,188.35
hibiscus,large,none,166.37
shoeblack plant,large,none,146.34
shoeblack plant,large,none,55.46
hibiscus,large,none,159.46
hibiscus,large,none,134.22
hibiscus,large,none,101.49
hibiscus,large,none,129.68
hibiscus,large,none,173.95
shoeblack plant,medium,none,147.87
hibiscus,large,none,154.34
shoeblack plant,medium,mild,130.76
rose,small,mild,82.01
shoeblack plant,medium,mild,72.92
rose,small,strong,33.05
rose,small,strong,46.26
shoeblack plant,medium,none,147.6
rose,small,mild,35.5
shoeblack plant,large,mild,80.42
rose,medium,mild,70.32
shoeblack plant,medium,none,60.98
hibiscus,large,none,128.31
rose,small,mild,30.27
shoeblack plant,large,none,138.64
hibiscus,large,none,128.59
hibiscus,large,none,157.08
rose,small,mild,50.98
rose,medium,mild,64.99
hibiscus,large,none,143.13
shoeblack plant,medium,none,103.37
hibiscus,large,none,177.06
rose,small,mild,41.09
hibiscus,large,none,153.42
hibiscus,large,none,141.21
hibiscus,large,none,195.3
rose,medium,strong,97.49
rose,small,mild,68.37
hibiscus,large,none,178.22
rose,medium,strong,43.28
hibiscus,large,none,165.02
shoeblack plant,medium,none,77.93
rose,medium,mild,63.46
hibiscus,large,none,114.93
hibiscus,large,none,185.87
shoeblack plant,large,none,83.7
rose,medium,strong,81.96
shoeblack plant,medium,mild,82.07
shoeblack plant,large,none,95.87
shoeblack plant,medium,none,138.17
shoeblack plant,large,none,123.11
hibiscus,large,none,112.62
shoeblack plant,large,none,146.3
hibiscus,large,none,150.89
hibiscus,large,none,146.87
hibiscus,large,none,185.18
hibiscus,large,none,114.53
rose,small,mild,65.57
hibiscus,large,none,191.72
shoeblack plant,medium,none,83.82
hibiscus,large,none,137.85
hibiscus,large,none,167.23
hibiscus,large,none,179.59
hibiscus,large,none,185.98
shoeblack plant,large,mild,109.47
hibiscus,large,none,139.15
hibiscus,large,none,167.9
hibiscus,large,none,130.91
shoeblack plant,large,mild,129.31
hibiscus,large,none,126.54
hibiscus,large,none,136.62
rose,medium,mild,77.82
hibiscus,large,none,176.03
hibiscus,large,none,118.99
shoeblack plant,medium,none,63.51
rose,medium,strong,95.27
hibiscus,large,none,198.98
hibiscus,large,none,156.12
hibiscus,large,none,190.06
hibiscus,large,none,131.68
rose,medium,strong,88.92
rose,small,strong,84.93
shoeblack plant,large,mild,92.86
shoeblack plant,large,mild,145.06
shoeblack plant,large,none,63.78
rose,medium,mild,99.12
shoeblack plant,large,none,76.77
shoeblack plant,large,none,89.08
shoeblack plant,medium,none,147.8
shoeblack plant,medium,mild,146.58
hibiscus,large,none,138.83
shoeblack plant,large,none,94.81
shoeblack plant,large,none,63.12
shoeblack plant,large,mild,111.4
rose,medium,strong,74.77
hibiscus,large,none,136.44
rose,medium,strong,63.76
shoeblack plant,medium,mild,123.15
rose,small,strong,69.01
hibiscus,large,none,101.69
hibiscus,large,none,196.37
rose,medium,strong,95.96
shoeblack plant,medium,none,95.52
rose,small,mild,69.35
hibiscus,large,none,151.81
rose,small,mild,50.11
hibiscus,large,none,162.71
hibiscus,large,none,102.73
shoeblack plant,large,none,129.37
shoeblack plant,medium,none,135.37
hibiscus,large,none,144.74
shoeblack plant,large,mild,53.25
rose,medium,strong,41.66
hibiscus,large,none,138.34
hibiscus,large,none,186.01
shoeblack plant,medium,mild,131.71
shoeblack plant,medium,mild,134.38
rose,small,strong,60.44
shoeblack plant,medium,none,80.78
shoeblack plant,large,mild,66.15
hibiscus,large,none,120.3
shoeblack plant,large,mild,91.09
hibiscus,large,none,166.13
hibiscus,large,none,167.09
hibiscus,large,none,129.84
shoeblack plant,medium,mild,64.87
shoeblack plant,large,none,82.15
shoeblack plant,large,none,98.71
hibiscus,large,none,190.02
rose,medium,strong,75.64
shoeblack plant,medium,mild,71.15
rose,medium,strong,96.11
shoeblack plant,medium,mild,102.33
hibiscus,large,none,133.72
hibiscus,large,none,145.59
hibiscus,large,none,109.23
shoeblack plant,medium,mild,100.83
hibiscus,large,none,107.7
shoeblack plant,large,none,106.35
hibiscus,large,none,155.29
rose,medium,mild,72.8
rose,medium,mild,30.94
hibiscus,large,none,181.34
shoeblack plant,medium,mild,53.59
shoeblack plant,medium,mild,138.42
hibiscus,large,none,192.9
shoeblack plant,large,none,119.16
rose,small,mild,86.58
hibiscus,large,none,127.85
hibiscus,large,none,120.36
rose,small,strong,75.74
shoeblack plant,large,none,147.16
shoeblack plant,medium,mild,52.72
rose,medium,mild,53.36
shoeblack plant,large,none,118.21
rose,small,strong,73.82
shoeblack plant,medium,none,133.21
hibiscus,large,none,130.38
hibiscus,large,none,135.65
rose,small,strong,82.37
shoeblack plant,medium,none,67.93
hibiscus,large,none,176.21
shoeblack plant,large,mild,92.32
shoeblack plant,medium,none,74.25
rose,medium,strong,69.85
shoeblack plant,large,mild,111.88
rose,small,mild,74.82
hibiscus,large,none,120.02
shoeblack plant,medium,none,148.35
hibiscus,large,none,191.01
rose,medium,mild,43.54
shoeblack plant,large,mild,102.29
shoeblack plant,medium,none,90.26
hibiscus,large,none,169.14
rose,small,strong,37.55
shoeblack plant,large,none,103.5
shoeblack plant,large,mild,72.87
shoeblack plant,medium,none,63.34
shoeblack plant,large,none,112.06
shoeblack plant,large,mild,52.17
hibiscus,large,none,155.73
shoeblack plant,large,none,96.1
rose,small,strong,81.82
rose,small,strong,36.51
shoeblack plant,medium,mild,57.13
shoeblack plant,large,none,82.03
rose,medium,strong,91.56
rose,small,strong,33.77
shoeblack plant,medium,mild,126.24
hibiscus,large,none,139.79
rose,small,mild,30.32
hibiscus,large,none,176.5
rose,medium,strong,80.96
shoeblack plant,large,none,79.78
rose,small,strong,99.56
shoeblack plant,large,mild,122.56
hibiscus,large,none,108.72
hibiscus,large,none,102.24
shoeblack plant,medium,none,143.77
hibiscus,large,none,104.9
shoeblack plant,medium,none,92.68
shoeblack plant,medium,mild,114.06
hibiscus,large,none,134.08
shoeblack plant,medium,mild,117.41
shoeblack plant,medium,none,79.36
rose,small,strong,32.15
rose,small,mild,80.34
shoeblack plant,large,mild,53.06
rose,medium,strong,83.59
hibiscus,large,none,145.08
shoeblack plant,large,mild,88.79
hibiscus,large,none,110.47
rose,small,mild,59.52
rose,medium,mild,85.39
shoeblack plant,large,mild,92.8
hibiscus,large,none,166.15
shoeblack plant,medium,none,133.95
rose,small,mild,80.37
hibiscus,large,none,128.37
shoeblack plant,large,mild,79.02
hibiscus,large,none,190.0
hibiscus,large,none,197.97
hibiscus,large,none,145.48
hibiscus,large,none,169.26
shoeblack plant,medium,none,71.11
shoeblack plant,large,none,53.61
shoeblack plant,large,mild,106.09
rose,medium,mild,79.06
rose,medium,strong,85.78
rose,medium,strong,38.47
shoeblack plant,medium,none,95.11
shoeblack plant,large,mild,116.43
shoeblack plant,medium,mild,117.82
shoeblack plant,medium,mild,100.11
hibiscus,large,none,162.84
rose,medium,strong,49.25
hibiscus,large,none,143.27
rose,medium,strong,37.29
hibiscus,large,none,178.09
shoeblack plant,large,mild,108.21
hibiscus,large,none,112.33
shoeblack plant,large,mild,118.7
shoeblack plant,large,mild,101.47
rose,medium,mild,31.05
rose,small,strong,57.28
hibiscus,large,none,115.7
rose,medium,strong,40.17
shoeblack plant,medium,mild,137.81
hibiscus,large,none,199.8
rose,medium,mild,69.59
hibiscus,large,none,164.76
hibiscus,large,none,151.96
shoeblack plant,medium,mild,71.9
shoeblack plant,medium,none,50.47
hibiscus,large,none,147.05
rose,medium,strong,65.8
hibiscus,large,none,158.03
hibiscus,large,none,133.99
rose,medium,strong,54.0
shoeblack plant,large,none,96.03
hibiscus,large,none,171.61
shoeblack plant,medium,none,89.16
shoeblack plant,medium,none,112.25
rose,small,strong,31.86
shoeblack plant,medium,none,85.84
hibiscus,large,none,144.46
rose,small,mild,63.78
shoeblack plant,large,mild,91.28
shoeblack plant,large,none,69.23
rose,medium,mild,82.13
hibiscus,large,none,112.69
rose,medium,strong,34.86
shoeblack plant,medium,none,134.48
rose,small,mild,53.99
shoeblack plant,medium,none,145.55
hibiscus,large,none,125.96
hibiscus,large,none,136.53
rose,small,mild,83.18
rose,small,strong,66.54
shoeblack plant,large,mild,112.76
shoeblack plant,large,none,106.08
shoeblack plant,large,mild,131.2
shoeblack plant,medium,mild,149.29
hibiscus,large,none,107.81
rose,small,mild,71.31
hibiscus,large,none,199.18
shoeblack plant,large,mild,106.61
shoeblack plant,large,none,114.02
hibiscus,large,none,118.26
shoeblack plant,medium,mild,81.16
hibiscus,large,none,180.28
shoeblack plant,large,none,63.14
rose,medium,mild,66.04
rose,small,mild,86.6
rose,medium,strong,73.74
hibiscus,large,none,133.7
shoeblack plant,large,none,120.6
hibiscus,large,none,137.92
rose,small,strong,50.68
shoeblack plant,medium,mild,101.49
hibiscus,large,none,153.05
hibiscus,large,none,124.54
rose,small,strong,55.76
shoeblack plant,medium,mild,85.29
shoeblack plant,medium,mild,59.49
hibiscus,large,none,146.34
rose,small,strong,81.97
rose,small,strong,43.44
rose,small,strong,87.11
hibiscus,large,none,198.98
shoeblack plant,large,mild,65.28
shoeblack plant,large,mild,149.71
rose,small,strong,61.6
shoeblack plant,medium,mild,112.13
hibiscus,large,none,198.55
hibiscus,large,none,119.45
shoeblack plant,large,none,138.44
rose,medium,mild,76.94
hibiscus,large,none,153.88
shoeblack plant,large,mild,88.59
rose,medium,strong,76.93
rose,medium,strong,84.28
rose,small,mild,49.51
rose,medium,strong,55.41
shoeblack plant,large,none,64.1
rose,medium,mild,70.59
hibiscus,large,none,108.97
rose,small,mild,76.45
hibiscus,large,none,103.66
rose,small,strong,80.2
rose,medium,mild,47.52
shoeblack plant,medium,mild,145.64
hibiscus,large,none,138.15
rose,small,strong,94.71
rose,small,mild,30.23
hibiscus,large,none,140.39
hibiscus,large,none,112.25
shoeblack plant,medium,none,99.7
rose,medium,mild,38.09
hibiscus,large,none,166.8
rose,small,mild,87.39
shoeblack plant,medium,mild,130.03
hibiscus,large,none,182.14
shoeblack plant,medium,none,70.37
hibiscus,large,none,190.78
hibiscus,large,none,105.27
rose,medium,strong,67.84
hibiscus,large,none,161.58
shoeblack plant,medium,none,134.77
shoeblack plant,medium,none,114.07
hibiscus,large,none,120.22
rose,medium,mild,68.31
shoeblack plant,medium,none,111.91
rose,small,mild,96.37
rose,medium,strong,48.06
shoeblack plant,large,mild,113.38
rose,medium,mild,44.19
hibiscus,large,none,112.36
hibiscus,large,none,170.38
rose,small,mild,54.5
shoeblack plant,medium,none,51.93
hibiscus,large,none,162.59
rose,medium,strong,38.24
shoeblack plant,large,none,91.15
rose,medium,mild,87.89
hibiscus,large,none,136.99
shoeblack plant,large,none,56.43
shoeblack plant,large,none,118.47
rose,medium,mild,30.36
hibiscus,large,none,193.68
hibiscus,large,none,174.79
hibiscus,large,none,157.65
rose,medium,mild,31.05
shoeblack plant,large,mild,65.84
rose,small,strong,48.24
shoeblack plant,large,none,128.39
hibiscus,large,none,113.82
hibiscus,large,none,114.63
rose,small,mild,96.7
hibiscus,large,none,186.88
hibiscus,large,none,186.91
rose,small,strong,72.14
rose,small,strong,54.41
rose,medium,strong,51.99
shoeblack plant,large,none,92.45
shoeblack plant,medium,none,119.33
hibiscus,large,none,151.66
hibiscus,large,none,150.01
hibiscus,large,none,153.93
shoeblack plant,large,mild,110.43
hibiscus,large,none,185.19
hibiscus,large,none,108.53
hibiscus,large,none,182.76
shoeblack plant,medium,none,127.31
hibiscus,large,none,118.6
hibiscus,large,none,128.89
rose,medium,strong,80.38
hibiscus,large,none,133.3
shoeblack plant,medium,mild,78.45
rose,medium,mild,46.92
rose,small,mild,95.26
hibiscus,large,none,137.89
rose,small,mild,31.98
hibiscus,large,none,107.73
rose,small,mild,87.96
rose,small,mild,82.15
hibiscus,large,none,102.42
hibiscus,large,none,151.39
hibiscus,large,none,137.28
rose,medium,mild,49.63
hibiscus,large,none,195.67
shoeblack plant,medium,none,133.73
shoeblack plant,large,none,90.69
hibiscus,large,none,194.83
shoeblack plant,large,none,67.31
rose,small,strong,44.89
rose,small,strong,54.22
hibiscus,large,none,196.93
shoeblack plant,medium,none,149.58
hibiscus,large,none,104.95
hibiscus,large,none,157.33
rose,medium,strong,60.51
hibiscus,large,none,169.15
rose,small,strong,64.07
rose,small,strong,43.76
shoeblack plant,medium,none,116.45
rose,medium,mild,75.02
hibiscus,large,none,121.82
hibiscus,large,none,124.63
hibiscus,large,none,153.6
shoeblack plant,large,mild,100.31
rose,medium,mild,56.76
rose,medium,strong,91.18
rose,medium,mild,43.22
hibiscus,large,none,192.1
rose,medium,mild,52.13
shoeblack plant,medium,none,65.49
shoeblack plant,medium,none,90.64
rose,small,strong,65.44
rose,small,strong,33.29
rose,medium,strong,44.94
hibiscus,large,none,152.68
hibiscus,large,none,166.23
hibiscus,large,none,104.17
shoeblack plant,large,mild,105.05
hibiscus,large,none,178.48
hibiscus,large,none,153.22
rose,small,mild,91.71
shoeblack plant,medium,none,67.96
shoeblack plant,medium,none,139.42
shoeblack plant,large,mild,72.54
shoeblack plant,medium,none,142.9
hibiscus,large,none,132.67
shoeblack plant,large,none,82.82
hibiscus,large,none,112.64
hibiscus,large,none,160.75
shoeblack plant,medium,mild,71.85
shoeblack plant,medium,none,121.12
hibiscus,large,none,195.38
shoeblack plant,large,mild,129.67
rose,small,mild,78.81
rose,small,strong,50.62
hibiscus,large,none,131.91
rose,small,strong,34.29
hibiscus,large,none,163.97
rose,small,strong,85.78
shoeblack plant,large,none,141.73
rose,small,strong,47.0
rose,medium,mild,57.87
hibiscus,large,none,126.33
rose,small,mild,71.5
rose,small,mild,77.64
rose,small,strong,81.82
rose,small,strong,47.58
hibiscus,large,none,128.43
hibiscus,large,none,165.65
rose,medium,strong,93.96
hibiscus,large,none,186.18
rose,medium,strong,93.08
hibiscus,large,none,132.85
hibiscus,large,none,169.65
shoeblack plant,medium,mild,148.8
hibiscus,large,none,166.63
rose,medium,strong,44.52
rose,small,strong,83.85
rose,small,strong,87.03
rose,medium,strong,87.64
rose,small,strong,33.96
hibiscus,large,none,137.16
hibiscus,large,none,147.13
rose,medium,strong,62.18
hibiscus,large,none,147.84
shoeblack plant,large,mild,74.17
hibiscus,large,none,108.98
rose,small,strong,70.46
shoeblack plant,large,none,110.06
shoeblack plant,large,mild,137.79
shoeblack plant,large,none,65.43
shoeblack plant,large,mild,94.53
hibiscus,large,none,155.41
shoeblack plant,medium,none,142.23
rose,medium,strong,88.9
hibiscus,large,none,105.25
hibiscus,large,none,125.28
shoeblack plant,medium,mild,98.03
shoeblack plant,medium,none,92.64
rose,small,strong,89.14
shoeblack plant,large,none,140.55
hibiscus,large,none,199.95
shoeblack plant,large,none,64.0
shoeblack plant,large,none,78.07
shoeblack plant,large,mild,53.36
rose,small,strong,84.19
shoeblack plant,medium,mild,115.38
hibiscus,large,none,129.08
shoeblack plant,medium,none,76.65
rose,small,strong,38.19
shoeblack plant,large,none,99.25
shoeblack plant,large,mild,75.94
hibiscus,large,none,140.37
hibiscus,large,none,134.87
rose,small,strong,57.69
shoeblack plant,large,mild,91.72
hibiscus,large,none,182.22
hibiscus,large,none,157.77
rose,medium,mild,92.71
hibiscus,large,none,149.55
hibiscus,large,none,149.15
rose,medium,strong,96.83
shoeblack plant,medium,mild,88.28
hibiscus,large,none,188.01
hibiscus,large,none,176.02
shoeblack plant,medium,mild,124.09
hibiscus,large,none,130.98
shoeblack plant,medium,mild,84.93
shoeblack plant,medium,none,104.93
shoeblack plant,large,none,134.51
rose,small,strong,85.92
rose,small,mild,89.4
hibiscus,large,none,123.97
hibiscus,large,none,178.8
hibiscus,large,none,171.94
shoeblack plant,medium,mild,68.14
rose,small,strong,81.97
shoeblack plant,large,mild,93.02
hibiscus,large,none,171.9
rose,medium,mild,72.78
shoeblack plant,medium,mild,126.37
shoeblack plant,large,mild,130.38
rose,small,mild,85.67
hibiscus,large,none,177.33
hibiscus,large,none,164.38
rose,medium,strong,90.13
shoeblack plant,large,mild,51.81
rose,medium,mild,83.17
hibiscus,large,none,125.29
shoeblack plant,medium,none,60.36
rose,medium,mild,77.85
rose,small,mild,52.48
rose,medium,mild,93.36
rose,medium,mild,52.61
hibiscus,large,none,189.53
hibiscus,large,none,181.23
hibiscus,large,none,105.61
hibiscus,large,none,154.72
rose,medium,mild,50.94
rose,medium,strong,58.08
rose,medium,strong,76.4
