Product Name,Actual price,Discount price,Stars,Rating,Reviews,RAM (GB),Storage (GB),Display Size (inch),Camera,Description,Link
"OPPO Reno10 Pro+ 5G (Silvery Grey, 256 GB)","₹59,999","₹54,999",4.5,"2,321 Ratings",419 Reviews,12,256,6.74,50MP + 64MP,12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Full HD+ Display50MP + 64MP + 8MP | 32MP  4700 mAh BatterySnapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/oppo-reno10-pro-5g-silvery-grey-256-gb/p/itm0c255bc2351f1?pid=MOBGQP3USTPEYZH6&lid=LSTMOBGQP3USTPEYZH6F2SKXS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_41_972&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=8cd628e5-b263-4f39-a0b4-9a6dea79afcd.MOBGQP3USTPEYZH6.SEARCH&ppt=None&ppn=None&ssid=3jyf5ojao00000001722741296186&qH=532c28d5412dd75b
"Infinix Smart 8 Plus (Galaxy White, 128 GB)","₹9,999","₹7,799",4.3,"5,161 Ratings",312 Reviews,4,128,6.6,,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP  6000 mAh BatteryMediatek Helio G36 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,https://www.flipkart.com/infinix-smart-8-plus-galaxy-white-128-gb/p/itmb71da75c376e1?pid=MOBGYA22FYTZKRW4&lid=LSTMOBGYA22FYTZKRW4UKLRNR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_148&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=b13a7f2f-baa5-4eef-bddf-f36e83d99894.MOBGYA22FYTZKRW4.SEARCH&ppt=None&ppn=None&ssid=70sb7vkybk0000001722740569300&qH=532c28d5412dd75b
"Infinix Smart 8 Plus (Timber Black, 128 GB)","₹9,999","₹7,799",4.3,"5,161 Ratings",312 Reviews,4,128,6.6,,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP  6000 mAh BatteryMediatek Helio G36 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,https://www.flipkart.com/infinix-smart-8-plus-timber-black-128-gb/p/itmb71da75c376e1?pid=MOBGYA22HRYX9BHC&lid=LSTMOBGYA22HRYX9BHCRBITVR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_146&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=b13a7f2f-baa5-4eef-bddf-f36e83d99894.MOBGYA22HRYX9BHC.SEARCH&ppt=None&ppn=None&ssid=70sb7vkybk0000001722740569300&qH=532c28d5412dd75b
"Motorola g84 5G (Marshmallow Blue, 256 GB)","₹22,999","₹18,999",4.2,"49,183 Ratings","4,749 Reviews",12,256,6.55,8MP | 16MP  ,12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP  5000 mAh BatterySnapdragon 695 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g84-5g-marshmallow-blue-256-gb/p/itm7807a599d2202?pid=MOBGQFX6CNRYHFGF&lid=LSTMOBGQFX6CNRYHFGFCPKTXR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_39_936&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=859b398a-6c92-4bb1-97a2-7cd255a966ac.MOBGQFX6CNRYHFGF.SEARCH&ppt=None&ppn=None&ssid=3zz2iqu3000000001722741248201&qH=532c28d5412dd75b
"Motorola g84 5G (Marshmallow Blue, 256 GB)","₹22,999","₹18,999",4.2,"49,183 Ratings","4,749 Reviews",12,256,6.55,8MP | 16MP  ,12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP  5000 mAh BatterySnapdragon 695 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g84-5g-marshmallow-blue-256-gb/p/itm7807a599d2202?pid=MOBGQFX6CNRYHFGF&lid=LSTMOBGQFX6CNRYHFGFCPKTXR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_40_959&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=14d7e815-a060-4730-a0d1-33c3190d5e9a.MOBGQFX6CNRYHFGF.SEARCH&ppt=None&ppn=None&ssid=n756jhl5mo0000001722741257735&qH=532c28d5412dd75b
"Apple iPhone 15 Plus (Green, 128 GB)","₹89,600","₹73,999",4.6,"7,658 Ratings",637 Reviews,NIL,128,6.7,48MP + 12MP,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP  A16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",https://www.flipkart.com/apple-iphone-15-plus-green-128-gb/p/itmaa50abb5e6c3b?pid=MOBGTAGPJVGHTAYC&lid=LSTMOBGTAGPJVGHTAYCTGIMN2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_4_86&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=37afb105-aaf5-4f39-8fd3-f426d445d6a8.MOBGTAGPJVGHTAYC.SEARCH&ppt=None&ppn=None&ssid=h9njp5mmyo0000001722740549575&qH=532c28d5412dd75b
"OnePlus 11R 5G (Sonic Black, 128 GB)","₹39,999","₹34,973",4.5,"8,230 Ratings",623 Reviews,8,128,6.7,50MP ,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP 5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,https://www.flipkart.com/oneplus-11r-5g-sonic-black-128-gb/p/itmd8344a066fd54?pid=MOBGQ9PX4FCMG5MP&lid=LSTMOBGQ9PX4FCMG5MPUZAWVT&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_27_634&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dbd38b08-ecba-427d-9d6b-d5d54bfd6008.MOBGQ9PX4FCMG5MP.SEARCH&ppt=None&ppn=None&ssid=876o94qc000000001722740860786&qH=532c28d5412dd75b
"OnePlus 11R 5G (Sonic Black, 256 GB)",NIL,"₹44,999",4.5,"12,951 Ratings",871 Reviews,16,256,6.7,50MP ,16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP 5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessries,https://www.flipkart.com/oneplus-11r-5g-sonic-black-256-gb/p/itmd8344a066fd54?pid=MOBGN3AUFRGVERFB&lid=LSTMOBGN3AUFRGVERFBF2NGDH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_27_637&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dbd38b08-ecba-427d-9d6b-d5d54bfd6008.MOBGN3AUFRGVERFB.SEARCH&ppt=None&ppn=None&ssid=876o94qc000000001722740860786&qH=532c28d5412dd75b
"OnePlus 11R 5G (Sonic Black, 128 GB)","₹39,999","₹36,990",4.5,"8,230 Ratings",623 Reviews,8,128,6.7,50MP ,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP 5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,https://www.flipkart.com/oneplus-11r-5g-sonic-black-128-gb/p/itmd8344a066fd54?pid=MOBGQ9PX4FCMG5MP&lid=LSTMOBGQ9PX4FCMG5MPSU4XBI&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_28_655&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a1594a5d-c633-47d0-9807-41e59b640745.MOBGQ9PX4FCMG5MP.SEARCH&ppt=None&ppn=None&ssid=dts53wzleo0000001722740870574&qH=532c28d5412dd75b
"vivo T3 5G (Crystal Flake, 256 GB)","₹24,999","₹21,999",4.4,"38,065 Ratings","2,705 Reviews",8,256,6.67,50MP + 2MP,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t3-5g-crystal-flake-256-gb/p/itm69b3c5633378f?pid=MOBGYT3VT78XZHKS&lid=LSTMOBGYT3VT78XZHKSSF9XVQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_127&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=eb0525fa-2655-4901-ad12-32348516d24e.MOBGYT3VT78XZHKS.SEARCH&ppt=None&ppn=None&ssid=3xx9p6pczk0000001722740624369&qH=532c28d5412dd75b
"vivo T3 5G (Crystal Flake, 128 GB)","₹22,999","₹19,999",4.4,"38,065 Ratings","2,705 Reviews",8,128,6.67,50MP + 2MP,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t3-5g-crystal-flake-128-gb/p/itm69b3c5633378f?pid=MOBGYT3VN2J3GM45&lid=LSTMOBGYT3VN2J3GM45WDN9RR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_130&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=eb0525fa-2655-4901-ad12-32348516d24e.MOBGYT3VN2J3GM45.SEARCH&ppt=None&ppn=None&ssid=3xx9p6pczk0000001722740624369&qH=532c28d5412dd75b
"realme 12x 5G (Woodland Green, 128 GB)","₹18,999","₹14,999",4.4,"5,088 Ratings",227 Reviews,8,128,6.72,50MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP  5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-12x-5g-woodland-green-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6B7WKC4SVZ&lid=LSTMOBGYQ6B7WKC4SVZNEZRW7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_2_41&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=d67ff0de-936b-4735-9a4f-5e428c1ed8f7.MOBGYQ6B7WKC4SVZ.SEARCH&ppt=None&ppn=None&ssid=rdrwipk0680000001722740530447&qH=532c28d5412dd75b
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)","₹22,999","₹16,499",4.1,"3,468 Ratings",267 Reviews,8,128,6.6,50MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 13MP  5000 mAh Lithium Ion BatterySEC S5E8535 (Exynos 1330) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a14-5g-dark-red-128-gb/p/itmea97064bf96df?pid=MOBGHT8UGKRCBT9J&lid=LSTMOBGHT8UGKRCBT9JOAE1QO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_223&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=238cf886-85f1-46f2-bd32-ea8d40366dd6.MOBGHT8UGKRCBT9J.SEARCH&ppt=None&ppn=None&ssid=6zc9yysp280000001722740637448&qH=532c28d5412dd75b
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"₹3,199","₹2,973",3.9,"12,987 Ratings","1,233 Reviews",NIL,NIL,2.4,3MP ,64 MB RAM | 128 MB ROM6.1 cm (2.4 inch) Display0.3MP 2500 mAh Battery2 Years Manufacturer Warranty on Device and 6 Months on Accessories,https://www.flipkart.com/itel-magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb/p/itm131ca4999afea?pid=MOBGK2B79CYXC3ZP&lid=LSTMOBGK2B79CYXC3ZPEUVAQQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_39_930&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=859b398a-6c92-4bb1-97a2-7cd255a966ac.MOBGK2B79CYXC3ZP.SEARCH&ppt=None&ppn=None&ssid=3zz2iqu3000000001722741248201&qH=532c28d5412dd75b
"OPPO Reno11 5G (Rock Grey, 128 GB)","₹38,999","₹27,999",4.3,"10,212 Ratings",980 Reviews,8,128,6.7,50MP + 8MP,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP  5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-reno11-5g-rock-grey-128-gb/p/itm5665de8ad650f?pid=MOBGWU4CA2VUZ2F8&lid=LSTMOBGWU4CA2VUZ2F8HROIX2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_8_184&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=f3f8273d-9128-45e9-b474-069258b48dee.MOBGWU4CA2VUZ2F8.SEARCH&ppt=None&ppn=None&ssid=5od93xgutc0000001722740578924&qH=532c28d5412dd75b
"OPPO Reno11 5G (Rock Grey, 256 GB)","₹40,999","₹29,999",4.3,"10,212 Ratings",980 Reviews,8,256,6.7,50MP + 8MP,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP  5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-reno11-5g-rock-grey-256-gb/p/itm5665de8ad650f?pid=MOBGWU4CQDZHMSEY&lid=LSTMOBGWU4CQDZHMSEY9VWVUM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_10_228&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=238cf886-85f1-46f2-bd32-ea8d40366dd6.MOBGWU4CQDZHMSEY.SEARCH&ppt=None&ppn=None&ssid=6zc9yysp280000001722740637448&qH=532c28d5412dd75b
"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","₹18,990","₹13,999",4.2,"24,580 Ratings","1,539 Reviews",6,128,6.6,50MP ,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP 6000 mAh Battery1 year,https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itme53601886b5d9?pid=MOBGZWRQNHGDF7SA&lid=LSTMOBGZWRQNHGDF7SAL4DOQB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_15_351&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=1f0e50e3-ff49-4cc9-b41f-5e042f4b9a6e.MOBGZWRQNHGDF7SA.SEARCH&ppt=None&ppn=None&ssid=g9tyr392gw0000001722740698250&qH=532c28d5412dd75b
"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","₹18,990","₹13,594",4.2,"24,580 Ratings","1,539 Reviews",6,128,6.6,50MP ,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP 6000 mAh Battery1 year,https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itm2eed6f5a793d4?pid=MOBGRUFMS56SMB3S&lid=LSTMOBGRUFMS56SMB3S7Q2GFL&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_33_788&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c8800bfe-6971-4c20-9381-234e444b105d.MOBGRUFMS56SMB3S.SEARCH&ppt=None&ppn=None&ssid=e3ihqiluxs0000001722741166713&qH=532c28d5412dd75b
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹17,990","₹10,730",4.2,"6,481 Ratings",346 Reviews,4,128,6.6,50MP ,4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP 6000 mAh Battery1 year for handset and 6 month for accessories,https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itm39c20bb68ff35?pid=MOBGRUFM57HBTHXK&lid=LSTMOBGRUFM57HBTHXKELGZWR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_35_826&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=9770f813-48da-4cd7-939f-911b29e051b0.MOBGRUFM57HBTHXK.SEARCH&ppt=None&ppn=None&ssid=p7kf2ktvow0000001722741186057&qH=532c28d5412dd75b
"vivo T2 Pro 5G (Dune Gold, 256 GB)","₹27,999","₹23,999",4.5,"1,10,545 Ratings","8,528 Reviews",8,256,6.78,64MP + 2MP,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP  4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/vivo-t2-pro-5g-dune-gold-256-gb/p/itm1230688cdef18?pid=MOBGT4RZUPKD8HDK&lid=LSTMOBGT4RZUPKD8HDK4QMUBF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_3_63&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=696975f6-69ed-4d18-aa40-f0b1a0a1a5d7.MOBGT4RZUPKD8HDK.SEARCH&ppt=None&ppn=None&ssid=mv899f16ds0000001722740540041&qH=532c28d5412dd75b
"vivo T2 Pro 5G (Dune Gold, 128 GB)","₹26,999","₹22,999",4.5,"1,10,545 Ratings","8,528 Reviews",8,128,6.78,64MP + 2MP,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP  4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/vivo-t2-pro-5g-dune-gold-128-gb/p/itm1230688cdef18?pid=MOBGT4RZCFZWHGKT&lid=LSTMOBGT4RZCFZWHGKTC6OIFL&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_3_70&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=696975f6-69ed-4d18-aa40-f0b1a0a1a5d7.MOBGT4RZCFZWHGKT.SEARCH&ppt=None&ppn=None&ssid=mv899f16ds0000001722740540041&qH=532c28d5412dd75b
"REDMI 13c 5G (Startrail Silver, 256 GB)","₹17,999","₹13,642",4.2,"4,055 Ratings",205 Reviews,8,256,6.74,50MP ,8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP 5000 mAh Battery1 Year,https://www.flipkart.com/redmi-13c-5g-startrail-silver-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BRXYEVVN&lid=LSTMOBGW6S7BRXYEVVNU02XR6&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_16_372&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cb5ae6c7-859c-41b8-9e43-35c7ab7806a4.MOBGW6S7BRXYEVVN.SEARCH&ppt=None&ppn=None&ssid=uevogxe8f40000001722740708138&qH=532c28d5412dd75b
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹15,999","₹11,650",4.2,"9,104 Ratings",412 Reviews,6,128,6.74,50MP ,6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP 5000 mAh Battery1 Year,https://www.flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7H6ZGKDWJ&lid=LSTMOBGW6S7H6ZGKDWJIXNW3K&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_18_415&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a28eb9a4-352b-49c0-be0d-5060ddb12790.MOBGW6S7H6ZGKDWJ.SEARCH&ppt=None&ppn=None&ssid=bk1y3d5za80000001722740727684&qH=532c28d5412dd75b
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹13,999","₹10,517",4.3,"13,312 Ratings",441 Reviews,4,128,6.74,50MP ,4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP 5000 mAh Battery1 Year,https://www.flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S73JBHWZQS&lid=LSTMOBGW6S73JBHWZQSQ3TJB4&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_21_504&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dffa470e-ee42-4e79-96f4-9f96505b1848.MOBGW6S73JBHWZQS.SEARCH&ppt=None&ppn=None&ssid=43kbfqyus00000001722740809341&qH=532c28d5412dd75b
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹15,999","₹11,652",4.2,"9,104 Ratings",412 Reviews,6,128,6.74,50MP ,6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP 5000 mAh Battery1 Year,https://www.flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7H6ZGKDWJ&lid=LSTMOBGW6S7H6ZGKDWJZRKRYT&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_22_513&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c48ec8ef-3b50-446c-9c01-9d98cc22aae7.MOBGW6S7H6ZGKDWJ.SEARCH&ppt=None&ppn=None&ssid=wpllg0m1e80000001722740819143&qH=532c28d5412dd75b
"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)","₹27,999","₹24,999",4.5,"23,464 Ratings","1,659 Reviews",12,256,6.7,50MP + 13MP,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP  5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-256-gb/p/itmd2b59acc725cf?pid=MOBGXTYZBAS4VM8K&lid=LSTMOBGXTYZBAS4VM8KX6T7CM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_15&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=be930913-2bf8-4c36-bb60-75333e6bd63f.MOBGXTYZBAS4VM8K.SEARCH&ppt=None&ppn=None&ssid=iq7r5uhesg0000001722740520778&qH=532c28d5412dd75b
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)","₹25,999","₹22,999",4.5,"28,449 Ratings","1,793 Reviews",8,128,6.7,50MP + 13MP,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP  5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-128-gb/p/itm7d39b15599c7e?pid=MOBGXTYZEZSZQE7W&lid=LSTMOBGXTYZEZSZQE7WCXS6AO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_22&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=be930913-2bf8-4c36-bb60-75333e6bd63f.MOBGXTYZEZSZQE7W.SEARCH&ppt=None&ppn=None&ssid=iq7r5uhesg0000001722740520778&qH=532c28d5412dd75b
"realme C53 (Champion Black, 64 GB)","₹12,999","₹10,999",4.4,"1,28,743 Ratings","5,828 Reviews",6,64,6.74,108MP + 2MP,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP  5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-c53-champion-black-64-gb/p/itm5df90168ecd05?pid=MOBGQY93HQSAGAXG&lid=LSTMOBGQY93HQSAGAXGQEKU9E&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_11_255&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=85c9e405-1856-451a-a31c-8f82590ecc12.MOBGQY93HQSAGAXG.SEARCH&ppt=None&ppn=None&ssid=7fvyzouhwg0000001722740658298&qH=532c28d5412dd75b
"realme C53 (Champion Black, 128 GB)","₹13,999","₹11,999",4.4,"1,28,743 Ratings","5,828 Reviews",6,128,6.74,108MP + 2MP,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP  5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-c53-champion-black-128-gb/p/itm5df90168ecd05?pid=MOBGTEVGGM7CTGXU&lid=LSTMOBGTEVGGM7CTGXUNSRWPW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_15_353&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=1f0e50e3-ff49-4cc9-b41f-5e042f4b9a6e.MOBGTEVGGM7CTGXU.SEARCH&ppt=None&ppn=None&ssid=g9tyr392gw0000001722740698250&qH=532c28d5412dd75b
