Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",2.05739658,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",110.1743268,CTS
THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",2.104606089,CTS
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",6.823057615,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",1.277475432,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",43.73469066,CTS
UZB,Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",0.594527013,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",64.17364634,CTS/NGO
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",3.198678489,CTS
ZAF,South Africa,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",11.11440492,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.431100021,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",17.60646835,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.396448462,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",23.95208711,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.631153085,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",41.70370614,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",27.47372661,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.099289415,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",43.10250174,CTS
BEN,Benin,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.08623084,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.756754047,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",4.418569971,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.285991704,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",18.14816643,CTS/MoI
BMU,Bermuda,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",67.95732912,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",14.66481583,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.031653923,CTS/DATASUS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",14.32731467,CTS
BTN,Bhutan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",4.364377947,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",67.68004725,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",37.10501821,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",52.12706461,CTS
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",13.45242268,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",88.36883506,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.082745632,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",7.624885995,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",32.07891173,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",120.7334915,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",52.15010236,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",15.87265212,CTS/NGO
ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",51.18301888,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",17.33850791,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",8.272937098,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",32.84230248,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",36.51154938,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",94.99597367,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",75.63471692,Computed/CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",91.1554343,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.094979447,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",15.71280304,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",17.48626839,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.310183268,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",14.43405827,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.560931612,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",5.486030063,CTS
IDN,Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.557284642,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",35.45791636,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",20.07962006,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",17.16294399,CTS
KAZ,Kazakhstan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.052982902,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.435154457,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.065346013,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",33.48296031,CTS
LBN,Lebanon,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.751441911,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",41.20487572,CTS
LKA,Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.064145301,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.511852502,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",5.729301746,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",10.49155273,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",5.454834854,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.798296875,CTS
MDV,Maldives,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",66.67485109,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",16.00872581,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",12.30456082,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.106827863,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.678288001,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",12.78534716,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",54.89452842,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.90630214,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",6.469627054,PPR/CTS
PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",22.79667451,CTS
PHL,Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.002810607,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.183407014,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",24.83359117,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",20.66450449,CTS
PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",11.69977028,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.725930591,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",6.026020749,CTS
SAU,Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.36012377,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",10.45214712,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.706004651,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",20.76385455,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",1.599436116,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.04918814,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",114.3843972,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",3.787348498,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",7.704974211,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",51.77954188,CTS
UZB,Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",0.513371416,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",96.63803844,CTS/NGO
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.887392834,CTS
ZAF,South Africa,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",11.98067626,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.328804215,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",18.66330727,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",4.310641925,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",27.36999724,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.810842158,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",26.19358148,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",27.4192233,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.088647924,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",42.5379671,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.491106131,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.736954988,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",5.499791331,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.682092468,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",15.70409301,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",16.80895984,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.079460773,CTS/DATASUS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",17.16194981,CTS
BTN,Bhutan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",5.642330072,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",77.10761211,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",7.81026666,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",61.4872076,CTS
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",11.20445237,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",86.67388519,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.082045829,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",7.451640514,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",38.05821163,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",74.83497476,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",57.62408427,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",18.99581173,CTS/NGO
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.249146952,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",64.1643774,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",21.18308876,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.353297815,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",38.87254393,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",44.05875197,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",99.90221059,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",77.64499179,Computed/CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",96.65140398,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.71160878,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",32.83047982,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",17.89892284,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.291493213,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",14.68945961,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.480672123,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",5.86470087,CTS
IDN,Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",1.486519238,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",36.73590709,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",11.33317845,CTS
ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",66.7889949,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",15.86152815,CTS
JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",9.780240015,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.408381396,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.096408851,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",23.03134356,CTS
LBN,Lebanon,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.470521888,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",39.35060263,CTS
LKA,Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.702380506,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.581203618,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",6.871144345,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",15.05397156,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",7.15329264,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",3.501136437,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",18.41326416,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",15.25674043,CTS
MMR,Myanmar,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.558234766,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.058738991,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.37926783,CTS
NAM,Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",0.332546169,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",13.73940815,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",51.46527318,CTS
