id,name,now_cost,position,team,points_per_game,clean_sheets_per_90,red_cards,saves,own_goals,expected_goal_involvements_per_90,expected_assists,form_rank_type,influence_rank_type,expected_goal_involvements,now_cost_rank_type,expected_goals_conceded,expected_assists_per_90,penalties_saved,influence_rank,selected_rank_type,yellow_cards,goals_scored,creativity_rank,value_season,expected_goals,points_per_game_rank,web_name,goals_conceded_per_90,ict_index_rank,bps,ict_index_rank_type,corners_and_indirect_freekicks_order,form_rank,clean_sheets,ep_next,direct_freekicks_order,penalties_missed,selected_by_percent,influence,threat_rank_type,threat,creativity,saves_per_90,status,total_points,starts,minutes,ict_index,threat_rank,expected_goals_per_90,news,goals_conceded,news_added,chance_of_playing_next_round,creativity_rank_type,assists,now_cost_rank,bonus,starts_per_90,points_per_game_rank_type,selected_rank,penalties_order,expected_goals_conceded_per_90
217,Abdoulaye Doucouré,55,MID,Everton,3.6,0.41,0,0,0,0.35,1.51,164,64,10.21,62,42.26,0.05,0,142,73,7,7,72,21.1,8.70,72,A.Doucoure,1.23,62,335,45,,434,12,2.0,,0,0.6,462.4,21,687.0,456.5,0.0,a,116,32,2632,161.0,39,0.3,,36,,,54,3,107,7,1.09,35,230,,1.45
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,1.7,0.19,0,0,0,0.65,0.30,21,33,6.76,54,18.11,0.03,0,298,45,2,3,220,10.0,6.46,320,Beto,1.91,204,105,31,,390,2,1.4,,1,0.4,158.8,26,425.0,139.6,0.0,a,50,9,943,71.3,75,0.62,,20,,,26,0,281,3,0.86,38,270,,1.73
219,Jarrad Branthwaite,50,DEF,Everton,3.5,0.35,0,0,0,0.09,1.29,171,10,2.91,37,49.43,0.04,0,38,11,8,3,287,24.8,1.62,78,Branthwaite,1.27,130,621,29,,387,12,2.4,,0,12.2,789.4,33,185.0,67.2,0.0,a,124,35,3116,104.3,162,0.05,,44,,,101,1,278,10,1.01,15,30,,1.43
220,Dominic Calvert-Lewin,60,FWD,Everton,3.2,0.54,0,0,0,0.6,1.58,44,18,14.43,20,31.91,0.07,0,164,27,2,7,150,16.8,12.86,128,Calvert-Lewin,1.12,68,259,15,,494,13,2.0,,0,1.4,403.0,10,901.0,255.6,0.0,a,101,26,2166,154.8,20,0.53,,27,,,20,3,73,9,1.08,21,153,1.0,1.33
221,Séamus Coleman,45,DEF,Everton,2.5,0.54,0,0,1,0.1,0.70,58,119,0.70,48,10.48,0.1,0,317,146,0,0,305,6.7,0.00,200,Coleman,1.36,340,141,119,,87,4,1.9,,0,0.2,108.6,125,6.0,49.9,0.0,a,30,7,661,16.5,341,0.0,,10,,,110,0,317,3,0.95,61,376,,1.43
222,Idrissa Gueye,50,MID,Everton,2.9,0.33,0,0,0,0.1,0.82,64,70,2.07,105,29.41,0.04,0,161,186,8,4,160,14.6,1.25,163,Gana,1.19,180,337,94,,279,7,1.5,,0,0.1,406.8,102,154.0,237.1,0.0,a,73,24,1885,79.7,181,0.06,,25,,,104,0,170,10,1.15,71,497,,1.4
223,James Garner,50,MID,Everton,2.4,0.33,0,0,0,0.19,3.75,113,45,6.37,154,48.61,0.11,0,111,170,7,1,40,17.4,2.62,219,Garner,1.41,81,421,53,3.0,351,11,1.5,2.0,0,0.1,526.6,83,244.0,663.1,0.0,a,87,34,3001,143.5,129,0.08,,47,,,35,2,242,3,1.02,90,480,,1.46
224,Jack Harrison,55,MID,Everton,3.2,0.45,0,0,0,0.27,3.02,181,73,6.70,79,34.15,0.12,0,166,114,1,3,81,16.7,3.68,124,Harrison,1.06,112,292,69,,458,11,2.0,,0,0.3,397.4,67,339.0,405.7,0.0,a,92,25,2212,114.3,103,0.15,,26,,,60,3,131,5,1.02,54,350,,1.39
225,Mason Holgate,40,DEF,Everton,0.1,0.0,1,0,0,0.1,0.20,14,118,0.75,155,19.41,0.03,0,313,96,3,0,331,0.2,0.55,402,Holgate,3.42,342,69,120,,25,0,1.0,,0,0.5,117.8,121,19.0,22.7,0.0,a,1,9,711,15.9,327,0.07,,27,,,122,0,526,0,1.14,134,258,,2.46
226,Tim Iroegbunam,45,MID,Everton,1.1,0.0,0,0,0,0.0,0.00,26,170,0.00,223,4.95,0.0,0,374,164,0,0,362,2.2,0.00,354,Iroegbunam,4.01,382,29,175,,226,0,1.0,,0,0.1,18.6,196,0.0,4.0,0.0,a,10,1,157,2.1,489,0.0,,7,,,175,0,456,0,0.57,160,472,,2.84
227,João Neves Virgínia,40,GKP,Everton,0.0,0.0,0,0,0,0.0,0.00,15,45,0.00,52,0.00,0.0,0,429,34,0,0,419,0.0,0.00,431,J.Virginia,0.0,432,0,45,,38,0,1.0,,0,0.6,0.0,16,0.0,0.0,0.0,a,0,0,0,0.0,393,0.0,,0,,,32,0,539,0,0.0,45,220,,0.0
228,Michael Keane,40,DEF,Everton,2.0,0.21,0,0,0,0.13,0.06,6,120,0.62,147,10.81,0.01,0,318,55,2,1,360,4.5,0.56,270,Keane,2.68,330,72,115,,12,1,1.0,,0,1.3,108.2,78,92.0,4.6,0.0,a,18,4,437,20.5,244,0.12,,13,,,133,0,513,2,0.82,92,155,,2.23
229,Neal Maupay,50,FWD,Everton,2.5,0.25,0,0,0,0.57,1.99,11,24,8.88,44,26.36,0.13,0,210,26,8,6,157,15.2,6.89,202,Maupay,2.35,114,248,22,,291,4,1.4,,0,1.4,325.8,21,568.0,242.5,0.0,a,76,14,1417,112.6,54,0.44,,37,,,21,3,182,6,0.89,31,149,,1.67
230,Dwight McNeil,55,MID,Everton,3.5,0.37,0,0,0,0.35,7.90,186,30,11.16,84,45.06,0.25,0,79,62,2,3,8,22.5,3.26,80,McNeil,1.21,32,515,23,1.0,465,12,2.0,,0,0.9,615.4,55,400.0,1110.8,0.0,a,124,33,2891,212.7,83,0.1,,39,,,8,8,138,8,1.03,39,193,,1.4
231,Vitalii Mykolenko,45,DEF,Everton,3.6,0.33,0,0,0,0.09,1.07,114,38,2.56,104,39.97,0.04,0,116,14,1,2,158,22.4,1.49,71,Mykolenko,1.35,147,452,37,,166,9,1.9,,0,10.2,517.4,28,211.0,239.8,0.0,a,101,28,2469,96.8,150,0.05,,37,,,35,1,396,9,1.02,13,39,,1.46
232,Iliman Ndiaye,55,FWD,Everton,0.0,0.0,0,0,0,0.0,0.00,37,63,0.00,37,0.00,0.0,0,563,55,0,0,563,0.0,0.00,562,Ndiaye,0.0,563,0,63,,469,0,1.7,,0,0.2,0.0,63,0.0,0.0,0.0,a,0,0,0,0.0,563,0.0,,0,,,63,0,142,0,0.0,63,380,,0.0
234,Nathan Patterson,45,DEF,Everton,1.7,0.18,0,0,0,0.12,1.03,127,99,1.37,117,20.60,0.09,0,267,160,4,0,222,7.6,0.34,310,Patterson,1.89,289,187,103,,186,2,1.9,,0,0.2,207.2,117,26.0,138.2,0.0,a,34,9,1000,37.3,321,0.03,,21,,,68,2,416,3,0.81,109,406,,1.85
235,Jordan Pickford,50,GKP,Everton,4.0,0.34,0,121,1,0.01,0.46,57,6,0.46,8,56.01,0.01,0,16,3,5,0,312,30.6,0.00,46,Pickford,1.34,139,734,5,,289,13,3.1,,0,18.4,969.2,57,0.0,43.4,3.18,a,153,38,3420,101.3,517,0.0,,51,,,1,0,180,22,1.0,4,20,,1.47
236,James Tarkowski,50,DEF,Everton,3.1,0.34,0,0,0,0.14,2.66,152,1,5.21,18,55.64,0.07,0,21,52,11,1,140,23.4,2.55,133,Tarkowski,1.34,74,649,9,,273,13,2.4,,0,1.6,915.4,7,320.0,269.6,0.0,a,117,38,3420,150.9,110,0.07,,51,,,31,1,164,10,1.0,32,141,,1.46
237,Youssef Ramalho Chermiti,50,FWD,Everton,0.9,0.46,0,0,0,0.48,0.30,23,42,1.04,56,5.04,0.14,0,373,58,3,0,303,3.2,0.74,392,Y. Chermiti,1.84,346,28,40,,396,1,1.4,,0,0.2,19.2,39,84.0,51.2,0.0,a,16,1,196,14.9,255,0.34,,4,,,39,0,287,0,0.46,46,437,,2.31
238,Ashley Young,45,DEF,Everton,2.5,0.36,1,0,1,0.09,1.51,51,87,2.18,41,37.73,0.06,0,232,135,5,0,103,16.9,0.67,198,Young,1.34,197,375,57,,77,9,1.9,1.0,0,0.2,284.8,82,87.0,365.2,0.0,a,76,27,2277,74.0,249,0.03,,34,,,19,1,307,3,1.07,60,358,,1.49
577,Jesper Lindstrøm,55,MID,Everton,0.0,0.0,0,0,0,0.0,0.00,191,247,0.00,89,0.00,0.0,0,566,251,0,0,566,0.0,0.00,566,Lindstrøm,0.0,566,0,247,,476,0,2.0,,0,0.0,0.0,247,0.0,0.0,0.0,a,0,0,0,0.0,566,0.0,,0,,,247,0,149,0,0.0,247,571,,0.0
239,Adama Traoré,50,MID,Fulham,2.1,0.0,0,0,0,0.59,0.88,81,128,2.37,122,11.28,0.22,0,295,128,2,2,252,7.2,1.49,263,Adama,3.22,277,113,130,,304,0,1.5,,0,0.2,164.2,105,140.0,108.1,0.0,a,36,1,363,41.3,191,0.37,,13,,,141,3,195,1,0.25,107,400,,2.8
240,Andreas Hoelgebaum Pereira,55,MID,Fulham,3.4,0.48,0,0,0,0.36,5.72,169,52,10.24,67,42.91,0.2,0,122,27,6,3,5,23.1,4.52,94,Andreas,1.38,28,459,20,1.0,442,14,2.0,1.0,0,4.2,503.6,51,417.0,1254.3,0.0,a,127,34,2611,217.8,78,0.16,,40,,,5,9,115,7,1.17,43,89,2.0,1.48
241,Calvin Bassey,45,DEF,Fulham,2.3,0.23,1,0,0,0.02,0.16,121,46,0.53,111,40.83,0.01,0,141,120,4,1,319,14.7,0.37,230,Bassey,1.64,236,442,74,,177,6,1.9,,0,0.3,462.8,97,50.0,34.8,0.0,a,66,25,2299,55.0,286,0.01,,42,,,118,0,407,4,0.98,74,319,,1.6
242,Steven Benda,40,GKP,Fulham,0.0,0.0,0,0,0,0.0,0.00,18,47,0.00,55,0.00,0.0,0,435,39,0,0,426,0.0,0.00,437,Benda,0.0,438,0,47,,46,0,1.0,,0,0.4,0.0,19,0.0,0.0,0.0,a,0,0,0,0.0,400,0.0,,0,,,35,0,547,0,0.0,47,283,,0.0
243,Tom Cairney,50,MID,Fulham,2.1,0.24,0,0,1,0.22,2.58,63,84,3.61,104,29.53,0.16,0,200,218,3,1,80,14.0,1.03,262,Cairney,1.65,160,346,82,,277,4,1.5,,0,0.1,335.2,98,170.0,407.2,0.0,a,70,14,1472,90.9,169,0.06,,27,,,59,6,168,2,0.86,106,534,,1.81
244,Timothy Castagne,45,DEF,Fulham,3.1,0.31,0,0,0,0.11,2.06,83,40,3.35,73,41.07,0.07,0,127,38,3,1,125,23.3,1.29,131,Castagne,1.37,135,510,30,,129,9,1.9,,0,3.2,494.4,19,229.0,295.0,0.0,a,105,29,2630,102.1,138,0.04,,40,,,27,3,359,7,0.99,31,100,,1.41
245,Issa Diop,45,DEF,Fulham,2.4,0.32,1,0,0,0.05,0.42,106,69,0.68,96,33.20,0.03,0,191,159,2,0,334,9.6,0.26,213,Diop,1.64,279,259,97,,158,5,1.9,,0,0.2,348.8,105,37.0,20.5,0.0,a,43,16,1423,40.8,300,0.02,,26,,,125,0,388,3,1.01,66,405,,2.1
246,Luke Harris,45,MID,Fulham,2.0,0.0,0,0,0,0.35,0.01,42,180,0.29,239,2.26,0.01,0,390,158,0,0,377,0.4,0.28,274,Harris,6.08,383,2,176,,247,0,1.0,,0,0.1,3.2,166,17.0,0.7,0.0,a,2,0,74,2.1,331,0.34,,5,,,184,0,477,0,0.0,113,463,,2.75
247,Alex Iwobi,55,MID,Fulham,3.2,0.27,0,0,0,0.36,4.20,166,51,9.43,64,37.63,0.16,0,121,83,2,5,34,18.5,5.23,123,Iwobi,1.58,45,425,31,,437,7,2.0,,0,0.5,504.2,36,534.0,718.8,0.0,a,102,27,2331,175.9,58,0.2,,41,,,29,2,110,9,1.04,53,260,,1.45
248,Bernd Leno,50,GKP,Fulham,3.5,0.26,0,134,1,0.0,0.00,54,2,0.00,5,64.14,0.0,0,7,16,3,0,386,26.6,0.00,75,Leno,1.61,126,782,2,,278,10,3.1,,0,3.1,1069.8,55,0.0,0.1,3.53,a,133,38,3420,106.7,514,0.0,,61,,,17,0,169,15,1.0,10,105,,1.69
249,Saša Lukić,50,MID,Fulham,1.8,0.4,0,0,0,0.16,0.46,100,117,1.95,141,22.86,0.04,0,277,228,3,1,209,8.6,1.49,303,Lukić,1.62,261,157,124,,331,5,1.5,,0,0.1,192.4,118,115.0,155.6,0.0,a,43,13,1113,46.2,220,0.12,,20,,,125,0,222,0,1.05,131,544,,1.85
250,Kevin Mbabu,40,DEF,Fulham,0.0,0.0,0,0,0,0.0,0.00,7,139,0.00,148,0.00,0.0,0,408,101,0,0,397,0.0,0.00,410,Mbabu,0.0,411,0,139,,13,0,1.0,,0,0.4,0.0,136,0.0,0.0,0.0,a,0,0,0,0.0,370,0.0,,0,,,139,0,514,0,0.0,138,268,,0.0
251,Rodrigo Muniz Carvalho,60,FWD,Fulham,3.7,0.34,0,0,0,0.55,0.94,48,17,9.70,24,26.67,0.05,0,159,13,1,9,169,16.2,8.76,65,Muniz,1.53,77,299,18,,504,6,2.0,,0,4.9,409.0,11,875.0,213.1,0.0,a,97,18,1589,148.2,21,0.5,,27,,,22,2,83,12,1.02,13,81,,1.51
252,Raúl Jiménez,55,FWD,Fulham,3.0,0.26,1,0,0,0.41,0.96,30,22,6.33,30,37.43,0.06,0,199,48,3,7,188,13.1,5.37,150,Raúl,1.88,150,237,25,,428,4,1.7,,0,0.4,335.8,25,440.0,185.9,0.0,a,72,18,1390,95.1,72,0.35,,29,,,25,0,101,13,1.17,24,292,,2.42
253,Tim Ream,45,DEF,Fulham,2.2,0.18,1,0,0,0.07,0.16,61,71,1.12,51,34.03,0.01,0,196,155,2,1,337,8.9,0.96,239,Ream,1.86,280,267,98,,93,3,1.9,,0,0.2,339.8,100,45.0,18.2,0.0,a,40,17,1503,40.4,290,0.06,,31,,,126,0,323,4,1.02,78,394,,2.04
254,Harrison Reed,50,MID,Fulham,1.7,0.41,0,0,0,0.12,1.49,76,111,1.78,117,25.65,0.1,0,265,205,6,0,171,9.4,0.29,313,Reed,1.57,255,205,120,,299,6,1.5,,0,0.1,213.8,151,45.0,212.6,0.0,a,47,15,1317,47.2,291,0.02,,23,,,109,2,190,0,1.03,135,517,,1.75
255,Antonee Robinson,45,DEF,Fulham,2.8,0.25,0,0,2,0.12,3.75,85,9,4.43,75,61.93,0.1,0,36,28,6,0,58,23.1,0.68,167,Robinson,1.65,65,662,6,,131,9,1.9,,0,5.2,805.8,15,241.0,536.7,0.0,a,104,37,3266,158.6,131,0.02,,60,,,8,6,361,8,1.02,47,78,,1.71
256,Jay Stansfield,50,FWD,Fulham,0.0,0.0,0,0,0,0.0,0.00,22,56,0.00,55,0.00,0.0,0,542,63,0,0,541,0.0,0.00,542,Stansfield,0.0,543,0,57,,394,0,1.4,,0,0.1,0.0,57,0.0,0.0,0.0,a,0,0,0,0.0,539,0.0,,0,,,57,0,285,0,0.0,57,471,,0.0
257,Kenny Tete,45,DEF,Fulham,1.9,0.21,0,0,0,0.14,0.46,84,101,1.32,74,22.97,0.05,0,273,164,2,1,263,6.0,0.86,286,Tete,2.19,294,161,105,,130,2,1.9,,0,0.2,195.2,88,67.0,93.4,0.0,a,27,10,863,35.6,260,0.09,,21,,,87,0,360,0,1.04,97,416,,2.4
258,Carlos Vinícius Alves Morais,50,FWD,Fulham,1.7,0.0,0,0,0,0.5,0.11,15,36,1.70,48,4.50,0.03,0,333,41,2,2,292,4.4,1.59,317,Vinicius,1.47,311,77,36,,358,0,1.4,,0,0.6,83.6,36,139.0,61.3,0.0,a,22,2,306,28.2,196,0.47,,5,,,35,0,249,2,0.59,37,229,,1.32
259,Harry Wilson,55,MID,Fulham,2.7,0.28,0,0,0,0.34,2.63,167,75,6.08,65,33.01,0.15,0,178,108,6,4,108,17.1,3.45,183,Wilson,1.68,124,307,74,3.0,438,5,2.0,3.0,0,0.3,375.0,66,340.0,357.3,0.0,a,94,16,1603,107.2,102,0.19,,30,,,74,7,111,5,0.9,78,334,3.0,1.85
260,Ali Al-Hamadi,50,FWD,Ipswich,0.0,0.0,0,0,0,0.0,0.00,19,54,0.00,52,0.00,0.0,0,539,43,0,0,538,0.0,0.00,539,Al-Hamadi,0.0,540,0,55,,380,0,0.4,,0,0.5,0.0,55,0.0,0.0,0.0,a,0,0,0,0.0,536,0.0,,0,,,55,0,271,0,0.0,55,241,1.0,0.0
261,Elkan Baggott,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,43,168,0.00,184,0.00,0.0,0,455,89,0,0,446,0.0,0.00,456,Baggott,0.0,458,0,168,,69,0,0.0,,0,0.5,0.0,167,0.0,0.0,0.0,a,0,0,0,0.0,421,0.0,,0,,,168,0,570,0,0.0,166,243,,0.0
262,Nathan Broadhead,50,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,86,222,0.00,127,0.00,0.0,0,526,142,0,0,524,0.0,0.00,526,Broadhead,0.0,527,0,222,,311,0,0.5,1.0,0,0.2,0.0,222,0.0,0.0,0.0,a,0,0,0,0.0,521,0.0,,0,,,222,0,202,0,0.0,222,430,,0.0
263,Cameron Burgess,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,8,140,0.00,149,0.00,0.0,0,410,110,0,0,399,0.0,0.00,412,Burgess,0.0,413,0,140,,15,0,0.0,,0,0.4,0.0,137,0.0,0.0,0.0,a,0,0,0,0.0,372,0.0,,0,,,140,0,516,0,0.0,139,293,,0.0
264,Wes Burns,50,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,73,220,0.00,114,0.00,0.0,0,524,144,0,0,522,0.0,0.00,524,Burns,0.0,525,0,220,,296,0,0.5,,0,0.2,0.0,220,0.0,0.0,0.0,a,0,0,0,0.0,519,0.0,,0,,,220,0,187,0,0.0,220,432,,0.0
265,Conor Chaplin,55,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,173,244,0.00,71,0.00,0.0,0,558,84,0,0,558,0.0,0.00,557,Chaplin,0.0,558,0,244,,448,0,1.0,2.0,0,0.5,0.0,244,0.0,0.0,0.0,a,0,0,0,0.0,558,0.0,,0,,,244,0,121,0,0.0,244,262,,0.0
266,Harry Clarke,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,24,153,0.00,165,0.00,0.0,0,430,121,0,0,421,0.0,0.00,432,Clarke,0.0,433,0,153,,40,0,0.0,,0,0.3,0.0,151,0.0,0.0,0.0,a,0,0,0,0.0,395,0.0,,0,,,153,0,541,0,0.0,152,321,,0.0
267,Leif Davis,45,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,135,187,0.00,125,0.00,0.0,0,493,37,0,0,491,0.0,0.00,495,Davis,0.0,496,0,187,1.0,204,0,0.9,4.0,0,3.4,0.0,187,0.0,0.0,0.0,a,0,0,0,0.0,477,0.0,,0,,,187,0,434,0,0.0,186,97,,0.0
268,Liam Delap,55,FWD,Ipswich,0.0,0.0,0,0,0,0.0,0.00,39,65,0.00,39,0.00,0.0,0,565,40,0,0,565,0.0,0.00,565,Delap,0.0,565,0,65,,475,0,0.7,,0,0.6,0.0,65,0.0,0.0,0.0,a,0,0,0,0.0,565,0.0,,0,,,65,0,148,0,0.0,65,226,,0.0
269,George Edmundson,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,19,149,0.00,160,0.00,0.0,0,425,150,0,0,415,0.0,0.00,427,Edmundson,0.0,428,0,149,,33,0,0.0,,0,0.2,0.0,147,0.0,0.0,0.0,a,0,0,0,0.0,389,0.0,,0,,,149,0,534,0,0.0,148,385,,0.0
270,Jacob Greaves,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,32,159,0.00,173,0.00,0.0,0,440,76,0,0,431,0.0,0.00,442,Greaves,0.0,443,0,159,,52,0,0.0,,0,0.6,0.0,157,0.0,0.0,0.0,a,0,0,0,0.0,405,0.0,,0,,,159,0,553,0,0.0,158,217,,0.0
271,Marcus Myers-Harness,50,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,82,221,0.00,123,0.00,0.0,0,525,240,0,0,523,0.0,0.00,525,Harness,0.0,526,0,221,,305,0,0.5,,0,0.0,0.0,221,0.0,0.0,0.0,a,0,0,0,0.0,520,0.0,,0,,,221,0,196,0,0.0,221,557,,0.0
272,George Hirst,55,FWD,Ipswich,0.0,0.0,0,0,0,0.0,0.00,34,61,0.00,34,0.00,0.0,0,561,64,0,0,561,0.0,0.00,560,Hirst,0.0,561,0,61,,459,0,0.7,,0,0.1,0.0,61,0.0,0.0,0.0,a,0,0,0,0.0,561,0.0,,0,,,61,0,132,0,0.0,61,474,2.0,0.0
273,Cameron Humphreys,45,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,45,209,0.00,242,0.00,0.0,0,511,124,0,0,509,0.0,0.00,512,Humphreys,0.0,513,0,210,,252,0,0.0,,0,0.2,0.0,207,0.0,0.0,0.0,a,0,0,0,0.0,501,0.0,,0,,,210,0,482,0,0.0,210,384,,0.0
274,Omari Giraud-Hutchinson,55,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,196,251,0.00,94,0.00,0.0,0,570,49,0,0,570,0.0,0.00,570,Hutchinson,0.0,570,0,251,,483,0,1.0,3.0,0,1.4,0.0,251,0.0,0.0,0.0,a,0,0,0,0.0,570,0.0,,0,,,251,0,156,0,0.0,251,151,,0.0
275,Ben Johnson,40,DEF,Ipswich,1.2,0.17,0,0,0,0.06,0.11,23,123,0.36,164,13.03,0.02,0,332,47,1,0,332,4.2,0.25,348,Johnson,2.68,347,90,123,,37,1,0.0,,0,2.0,84.6,103,38.0,22.5,0.0,a,17,4,538,14.7,297,0.04,,16,,,123,0,538,0,0.67,120,129,,2.18
276,Freddie Ladapo,45,FWD,Ipswich,0.0,0.0,0,0,0,0.0,0.00,1,46,0.00,60,0.00,0.0,0,463,22,0,0,456,0.0,0.00,464,Ladapo,0.0,466,0,48,,99,0,0.0,,0,2.6,0.0,48,0.0,0.0,0.0,a,0,0,0,0.0,436,0.0,,0,,,48,0,329,0,0.0,48,120,,0.0
277,Massimo Luongo,45,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,1,188,0.00,198,0.00,0.0,0,464,72,0,0,458,0.0,0.00,465,Luongo,0.0,467,0,189,,105,0,0.0,,0,0.6,0.0,181,0.0,0.0,0.0,a,0,0,0,0.0,438,0.0,,0,,,189,0,335,0,0.0,189,224,,0.0
278,Sam Morsy,50,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,62,218,0.00,103,0.00,0.0,0,521,96,0,0,518,0.0,0.00,521,Morsy,0.0,522,0,218,,276,0,0.5,,0,0.4,0.0,218,0.0,0.0,0.0,a,0,0,0,0.0,513,0.0,,0,,,218,0,167,0,0.0,218,294,,0.0
279,Corrie Ndaba,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,28,156,0.00,169,0.00,0.0,0,433,162,0,0,424,0.0,0.00,435,Ndaba,0.0,436,0,156,,44,0,0.0,,0,0.2,0.0,154,0.0,0.0,0.0,a,0,0,0,0.0,398,0.0,,0,,,156,0,545,0,0.0,155,408,,0.0
280,Cieran Slicker,40,GKP,Ipswich,0.0,0.0,0,0,0,0.0,0.00,19,48,0.00,56,0.00,0.0,0,436,33,0,0,427,0.0,0.00,438,Slicker,0.0,439,0,48,,47,0,0.0,,0,0.6,0.0,20,0.0,0.0,0.0,a,0,0,0,0.0,401,0.0,,0,,,36,0,548,0,0.0,48,215,,0.0
281,Jack Taylor,50,MID,Ipswich,0.0,0.0,0,0,0,0.0,0.00,112,228,0.00,153,0.00,0.0,0,533,229,0,0,532,0.0,0.00,533,Taylor,0.0,534,0,228,,350,0,0.5,,0,0.1,0.0,228,0.0,0.0,0.0,a,0,0,0,0.0,530,0.0,,0,,,228,0,241,0,0.0,228,545,,0.0
282,Axel Tuanzebe,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,12,143,0.00,153,0.00,0.0,0,416,60,0,0,406,0.0,0.00,418,Tuanzebe,0.0,419,0,143,,23,0,0.0,,0,1.2,0.0,141,0.0,0.0,0.0,a,0,0,0,0.0,380,0.0,,0,,,143,0,524,0,0.0,142,165,,0.0
283,Christian Walton,45,GKP,Ipswich,0.0,0.0,0,0,0,0.0,0.00,36,58,0.00,20,0.00,0.0,0,465,43,0,0,459,0.0,0.00,466,Walton,0.0,468,0,58,,106,0,1.2,,0,0.3,0.0,37,0.0,0.0,0.0,a,0,0,0,0.0,439,0.0,,0,,,49,0,336,0,0.0,58,310,,0.0
284,Luke Woolfenden,40,DEF,Ipswich,0.0,0.0,0,0,0,0.0,0.00,22,152,0.00,163,0.00,0.0,0,428,59,0,0,418,0.0,0.00,430,Woolfenden,0.0,431,0,152,,36,0,0.0,,0,1.3,0.0,150,0.0,0.0,0.0,a,0,0,0,0.0,392,0.0,,0,,,152,0,537,0,0.0,151,162,,0.0
568,Arijanet Muric,45,GKP,Ipswich,4.7,0.0,0,64,1,0.0,0.05,47,16,0.05,31,20.43,0.0,1,118,40,0,0,315,10.4,0.00,20,Muric,1.6,235,241,15,,178,0,1.2,,0,0.4,513.0,48,0.0,40.3,6.4,a,47,10,900,55.3,468,0.0,,16,,100.0,3,0,408,12,1.0,2,286,,2.04
285,Boubakary Soumaré,45,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,7,192,0.00,204,0.00,0.0,0,481,116,0,0,478,0.0,0.00,483,B.Soumaré,0.0,484,0,193,,168,0,0.5,,0,0.2,0.0,185,0.0,0.0,0.0,a,0,0,0,0.0,463,0.0,,0,,,193,0,398,0,0.0,193,353,,0.0
286,Tom Cannon,45,FWD,Leicester,0.0,0.0,0,0,0,0.0,0.00,4,49,0.00,63,0.00,0.0,0,495,30,0,0,494,0.0,0.00,497,Cannon,0.0,498,0,51,,208,0,0.5,,0,1.1,0.0,51,0.0,0.0,0.0,a,0,0,0,0.0,480,0.0,,0,,,51,0,438,0,0.0,51,173,,0.0
287,Hamza Choudhury,45,MID,Leicester,0.0,0.0,0,0,0,0.0,0.00,5,191,0.00,202,0.00,0.0,0,473,98,0,0,469,0.0,0.00,475,Choudhury,0.0,476,0,192,,139,0,0.5,,0,0.4,0.0,184,0.0,0.0,0.0,a,0,0,0,0.0,452,0.0,,0,,,192,0,369,0,0.0,192,298,,0.0
288,Conor Coady,40,DEF,Leicester,0.0,0.0,0,0,0,0.0,0.00,4,138,0.00,145,0.00,0.0,0,406,50,0,0,395,0.0,0.00,408,Coady,0.0,409,0,138,,9,0,0.5,,0,1.8,0.0,135,0.0,0.0,0.0,a,0,0,0,0.0,368,0.0,,0,,,138,0,510,0,0.0,137,135,,0.0
289,Patson Daka,50,FWD,Leicester,0.0,0.0,0,0,0,0.0,0.00,14,53,0.00,47,0.00,0.0,0,536,23,0,0,535,0.0,0.00,536,Daka,0.0,537,0,54,,357,0,0.9,,0,1.8,0.0,54,0.0,0.0,0.0,a,0,0,0,0.0,533,0.0,,0,,,54,0,248,0,0.0,54,133,2.0,0.0
290,Bobby De Cordova-Reid,55,MID,Leicester,2.8,0.19,0,0,0,0.36,1.12,162,86,5.67,60,28.79,0.07,0,206,102,4,6,151,16.7,4.55,171,De Cordova-Reid,1.85,161,290,83,,425,3,1.5,,0,0.3,330.6,71,325.0,255.3,0.0,a,92,17,1410,90.0,107,0.29,,29,,,97,3,98,7,1.09,73,320,,1.84
