"Position","Job Title","Company Name","Location","Salary","Date","Logo","Job Link","Company Rating"
11,"Principal Data Scientist","HelloGov","Tampa, FL","$166K - $245K (Employer est.)","13d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fae9478a&cb=1718615815859&jobListingId=1009306715749&cpc=ACAF1607C5C1E404&jrtk=5-yul1-0-1i0inod9uj3vg800-ef7f2bbff8d516d0---6NYlbfkN0A7Baq4hy6kpz0coTXUO5SjHbRiBk_ahTG-Ox0ravHfkjF12k5zbvTNUNFVN5lyOQKw-TDowbC07D6ovmGGDmC7uO7svNaN-gJtnIkFq9odRZ7jXCLdgUzVwqVMeJZt7p6EyecDnoW7tLOvRpqU8wreE43qZ8113eTni5dD4_n5lKSsu7ipx1p_6Po4klevbSp5fJOurWgaw1ABRH6DxH0rzScJVpmBrbygMu2SU8IdEdL6XDanyw0EJNecDxqq5aaXF9hC34NETgbXCU1rOHl4UPdgdZ1VsFfpk1j-Awu_BATVjruLt4_Pr4dw17BR9d2_og3Q7CIMCfANba0trs6W8qYeVgaMNIAntAohAYMOVneg9PGaTqP5aL8UeZ99u_tdvuwxwzC6PR2yZO6UT5JopiCftMBePJOSGlMLU30NYek5vzvtAVwCOgz5-KLdtL1IbfXTHjzEoGxn6Gy7ipeLYkaaU53werKvmOVYBr9vSwJ_Mnk-rMyZ88DKZ29Lhk1Btl2U3fQ2NmdFUYHbaTSURguG-Dnkx0U13uq3BZN-vvDc5UZKjng_SACUOrbuhq70XoMeO9UBmCg2Fj7U0LCCJtMPlccjWQVplpHpz-bfi70NoZpqIaVy",
12,"Training Department Supervisor","Esquire Law Services
1.0","Palm Beach Gardens, FL","$60K - $65K (Employer est.)","27d","https://media.glassdoor.com/sql/8365696/esquire-law-squarelogo-1683619572056.png","https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a1474e85&cb=1718615815860&jobListingId=1009286631995&cpc=AECEB822CA110EBC&jrtk=5-yul1-0-1i0inod9uj3vg800-3ecc8ab7b099050a---6NYlbfkN0APkSwBJijXNU4fNU7EmxuqPPeA6GuhAk0VrQ5GYZ2BLd0t9OeIHNaM2hwwV1-AWcpglZmk2UP1oJ41zIv95Q3aWS-nvuLUYg1Zi8i0czdX5iQzqjlZlcAxOVFCOHnuDM42K2YyhZgOPtChSvZkHJhhiecexYSZ06Lt2Nn_ER5olOY20dO3NNffLshtp0fDmX1LrxBO8zC0Q862BnQB6rhXBDHb3ru7ix0VeENr2P9TkWmnm6YQeP97VjCc-xvQgD4poPZlaQHtTdcZBA6RER3oXHWgnSJ9eEbdJedaBKi1FBmxcSrcyd-wfqkaep1CgdfljLs_dtFm75jumN_g-nXnCYa5XkcLDJU3XpeFKs_vUEORtmfpdMD-_ATTbxxKSUuzPfPOfhQM5uRZ-GJrNCxqhU_9s9OCF9EHTZqxR83yCvFG0GlyCEkdg4FUYk-oqhnGzgjEZ3tO3fuoKR0ikbpnnHn_C99cvGKkwhNLZBl1iLHbyKoxiAPCtXCsNlvTURyOPeqEMMpvms7RfkxdaDFw3jrvndDzETU79nA188098D74aZ3E7klX1-Js0VIemliw1KpLBIOB7Sq-pkKO2_rY_4sX4pgS0Acd5mngGtl_XjycI8uq4ag8P67PzLV53e8%3D",1
13,"Senior Data Scientist","Idea Financial
4.1","Miami, FL","$112K - $169K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/1836067/idea-financial-squarelogo-1570424027529.png","https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3ce2c325&cb=1718615815859&jobListingId=1009124558977&cpc=F7A2269C793D5877&jrtk=5-yul1-0-1i0inod9uj3vg800-1654f1f8ae3b0449---6NYlbfkN0CKZp-VXmB7X1arL9F3JAqmr0-HCxRB_dwZa0fuh2dArsBpezXweikhRdcdrO4TmKb4xVKJja-sLE6jAZC8IRk7yq1VhoJrgC4WwCEFW4b71O9GIeyXh8v-ro9n1MA6SdaLUprBUyChqJ8X5a57M7nYB1D8_WUr-RfFC4QXjDoya8LlqFgrkvpcocq28JgYhF5h7-kzIQr--P86s46t7zVmreB0AuGwL7I-a4U8JaDhoswQmQQJdR5w6ehcjlsAbDw3tIq-JtUpArK_G_iP87OzVI-5RFJ-qWqvx_gF2b4OK24Lu_C5CZd97oATPeHk065iU9w0_HwsXVWqIWW-gZYEzmg7EE4A4Tw-mK7zeb1_LZiKdwTQU2Rn4yaEf2pCdn1wPSfRiICDJRHZH87TxYL8i2IQaZaSAgPs3pCWUSh8nGOpz21AykCn9SHgpBzn5FIkVq5gU_rgDrUdmFpkP8RITpBgLOf89vzSoRn9iTzTbHv10RSv4LBoZaeexYQOwFNNkfAsqbZGlvplc1CmSgEonaakrQngmUNFtRv6eC5H_v5vFfEDSTpG3zKFPhsiFI4_BGcTfQhDi4m6nmwuhVthJCPSJ298PWe6j3jtbuDcVw%3D%3D",4.1
14,"Space Communications Analyst","Comsat Architects","Rocky River, OH",,"3d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e4782bdf&cb=1718615815860&jobListingId=1009322225657&cpc=8A48E7D5890B96AC&jrtk=5-yul1-0-1i0inod9uj3vg800-b516266b0b5d73d9---6NYlbfkN0DtRqCmA80dPyShU0Q0cDF1UtHYJMQMfGLyYEF9mWPACS5wM7J-5FvDFXfz6I75Ux1QvelGR0mzXQG2di0Hn9EhcfNuK2TBS5CU66mlGQbkLD1641FsrpRbui9AxhKJtL0eKLo54ng_xwBX01NJtQRwGELDOxhbBj6nmx_A04mKMEmCOXeC6uesF2DIbiOXpoZIX4MEfQOEx25Jo2CEKMbF9kleR9sUAqorgWZiKDX67iQF-0SAAklmIY6ZbqHdmVA1WEHVwkS8DZbcOBNIsapoLjN0r5X1apC-6uaqBAZtXoVwGZbsJ1kpem3MMrYscJqGhEY9Gmw_q9HIF9R6E5QgVQ9wfQrfet3H-Vx-dv8txQBpbVQzABxKdwYf5Fzr_9qQietl2K__FtsAm9ZX1dd3ZnMjiQl7H5qbsiin7AfqvJhv7Z2kAmBlTqMQHaSg6Jv4zYsDlW0Zu7cGn0n44yM3QU6K4UF07qozKq9g2HKAP1Ui9hNbn-uKH59eUqVKjz2Dp943wP9epXKXcd-7C2CW7voKVDx_y2RK9oJV1IxLsEUh2CLH69jw8myf_c6SWlkDvfakSJAq78ozQUfHkQjdUYa3YpIHAG3uyS74Sd8TYwYbp1PiUEMK",
15,"Machine Learning Engineer","Digital Force Technologies
3.3","San Diego, CA","$140K - $170K (Employer est.)","30d+","https://media.glassdoor.com/sql/1181687/digital-force-technologies-squarelogo-1560924197722.png","https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7c8a7a5b&cb=1718615815860&jobListingId=1009272825969&cpc=D69957E0862862E0&jrtk=5-yul1-0-1i0inod9uj3vg800-62fef5a34be33267---6NYlbfkN0A_vHelX3DqI5_vVu_re6lrFp0RvFY7o19O4nv6iguIeDmrLrV4_qceqqDKIM2O6nkmpdtljr8SKIJzHjVBJu9xAKCRM5QF4yRYWuG7bUZNII2Z90SqSzNDvO1wh7gg04cDfJfO-nW36p8JLbaYk1PptQpgm5tvn1-ZHIXKv9TKAktt2i4iTJxGw13zXJxliW1qPJTsfNGXcLajecjfQS8kkNwlXJKq3ulNiKrnZOa6KerW6cVKK_IFQvDF24bLdGhIL6YWO5Ewk3w5Y4WafzMG9N7YnvdOtiOGQOllQp6At7uLNVkE-PbjlKpicSNgWVv8uHc3wIVVgagW_Y1cGSchY4x6Tmu7R66ncO5Ui0qwpTmy2SGwlUDO1P6Xbv46hkHYEG9VDHfqHNCeLV-EzLNmkR19_U7b-L6NUEw4uWlrImFeY4H4rpQbzy8z45uvK1APLIZsrEIsACxWtM9ZxUA011dJI6aQz2mmsp2mctL_NXUb5UBq4baKggRt3g4LRxtUAnslHKaM2dWj73qhAT-CLLmWP4lE_WxD_sckikVVWGDEW6Zay0krmk4uGic-_I9r-S4zlxuJe1sPUrQE6QbyZ6pQtImaguQ3pUKglgDvvyXzcpqbx0tH",3.3
16,"Marketing Advertising Analyst","Net Health Shops, LLC
3.0","Eau Claire, WI",,"18d","https://media.glassdoor.com/sql/1883993/serenity-health-and-home-decor-squareLogo-1673457052441.png","https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cbbd9a17&cb=1718615815861&jobListingId=1009299350443&cpc=F45C15D234B746DE&jrtk=5-yul1-0-1i0inod9uj3vg800-7bdf94977c7962a3---6NYlbfkN0AYPHaMLrgflYm87mvgmdP0Wb8M36hRz4UDSGzaqpwmorBbSdZt-YYvNAYL6F10w_14gR10HF5tBBr8XQhns3gRR8tdULn26_SjK21ywH2-8e3odBsrrS0bLj4EaXWJwXmlos_sZMVKIxkCN4RItDl5NYVKhPJAWLHyf8qq3ETw8nMrHJrTVsbZTlMra1uSPtz6iJaL0MXD8Am_4U2pJxgRRqjXmnNiNqdnWPQnXmu7DRV_Z0uP-_fhByIT-BCPr1xXOrqm5VpJUM7FwyOQ4mfCP244tAWi463Ef9Z8EixrJ2pEsoB2202jfD2KxTs6cuw0lp5DA2n1--uCLNHmqbSxUx--XlhBtjXPEHv1VHxB0LI1ieh6A3j-h0TJX2qlHEI-Tc6Diuan3uD120vgfkBsg9TZ45Vs87YMjIugFV0xW-RaJulCJkNS1Dj3mbEc6wzCXr9BrlrqTAK3T2lV_kshlKeW2vmjKpJFMOofs9S5zjF5GyzINChJGPswVXka86uQ5tswSmuIOLXZ0BuD4WLfR8h0nnFg2BQAZyO1v4tVSZ5BXF_879GeWknla540TuKqCL5EKAPyuizjCRGblRiefHDQQtDXnwVz6p4V1Ao2CHGLykMWZ0Zk",3
17,"IT Site Engineer (labs)","Oxford Global Resources
3.4","Lexington, MA","$50.00 Per Hour (Employer est.)","6d","https://media.glassdoor.com/sql/33499/oxford-global-resources-squareLogo-1625128989032.png","https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c52cd76d&cb=1718615815859&jobListingId=1009317299919&cpc=A0637F14311B9419&jrtk=5-yul1-0-1i0inod9uj3vg800-641362aefaf26178---6NYlbfkN0CYF4cplM9swcBjE9JB2uHHxlk9qVGqJbuJnIG83tsdGCFSSMcT60KmL0ZDxFGINc6hopRieGHNYV1CMWBmg58aF06cHuJ7JNLKBVtkewjNzWcQkkUnwgOoz3ftlbjOsGPIgZKXBQugCLJkfC8tcmAe_7ea2S2qG36bn8Azex0aDoE5fDhRCeg9jPXtu2XuoVjh2aQKhomcIWRU-fhXHCLkgiye50tQm-Rk3cSBm79n237ZI7mLG2uohbRcbJTMX3InA5YDS65esAF0cQs88Qj8jythRzec_b3-88Q20z_63vliiZLGGuqy81zLyQ-7dGt-vJQBc4TGdOTW3kcS6pKjpftRBHnqOSYj1E_jajyq07eGUBd3m3-ewNoM36odstN_BXzf4KlrCjUeIb_g8Fpf6lUzwovOsKIAinoQ_ekSoVFZ6u6PbcQkHjuI8f7y-km5JtzuYRjAPKMVrTtrz9Wc6BwZv1dwIvBdR0wmw4MiMbR0_kxGZm4_JIM9H1mV8lpa0m19k_Dc-FLcjLr1MUy0uzDRd6oO0j-PH0kLJByVDSCvcR-qe3VWh-5UElHa7stwg02YMLL7Qq6LambstcTfpTPaz7BqKPLUJlejltfXZg%3D%3D",3.4
18,"Sr. Digital Signal Processing Engineer","Cherish Health","Boston, MA","$153K - $200K (Employer est.)","18d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4a849961&cb=1718615815860&jobListingId=1009299815577&cpc=C5F9C09AE97B3D2F&jrtk=5-yul1-0-1i0inod9uj3vg800-863ba448a20d4cb9---6NYlbfkN0AQErEg0TcaTublsR6EVngtxM7DwKIgIM8dH6U30C-9oqTnSd3nsJL8D7CoPq2mUEGF6pP_7M2xeO986nxFV2RQfpuAIIglAMHBSdLL54fnx4iUeS8MjmMvPWL1ALfFPHqY8EK-6WlL9GZEO2igIIcmjbFIBdHUrbJOyQEOaitQRUEjKVPeq_uuG5Q-rCtFNKLysrfNJMbgRcUQw9eskh3M8W2qsIfrZa9Ki-1fthFeCDYu_i-6dvvw1oISdRlNI1BDDa6QBfvQ2wYtwJSFIXXNPzmhrUcv08cmMS040fs-4YUxJZyNBc8rVBiD7Hna4n12AixpxrnUtCOEfeqttC-lR1ZmdQ0Pvb2BvOM2AcCa-ymNIPt2KN9X7ICJisGEWSqhRVAKmRpaHEy63wfKDV-vjX8nfq43rxbLxPsi_zBa48SAcDC2P6WAnh_t_xvopN65qj_RJmT5n_CH1JxVpyBm0cIhFEgRQAWJrDk4iOBEOJDpOF5RQHWC-Zopf5a6ekV0cSrvoVlpuuYnuSx1zRN9WYg9ScBdbfR-1-gnkq4S3Ck-tUtWjPOi2rgWtBVz9AnTmD_HUaWA56sdZLsxOcD3TLq1i7qxlhCLj2F7yVER2_rke2-lRaox_881-7iZ-t8%3D",
19,"RN Clinical Educator","Inizio Engage
3.6","Phoenix, AZ","$90K - $113K (Employer est.)","1d","https://media.glassdoor.com/sql/8794153/inizio-squarelogo-1686067168894.png","https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2e217f85&cb=1718615815862&jobListingId=1009324854309&cpc=853DEF62E69EE75B&jrtk=5-yul1-0-1i0inod9uj3vg800-25926cd0a8c9f99a---6NYlbfkN0Cj5q7ci9j2SncqQ1w4XhRvVZPDzgJIf779KjkIt1WaM28mM8wiH_bTCJzp4-HK8Ggmy-9k2oriBk50i9CRJ4aaODLCzDD1nPhlc2BYuBC5D9sbl8H8KAO3GSeNspZtKPCZ61VdzH1L8Tj-QN2AMWH26-hKLmPMb8PT-MlnzPSn8o1xyUOe9QZRutbKhv5hmiLpgz4jKzsHVZbZiWBxt-pT81FV3vWGpAEDwvfkJfrZ_A6zAnfq18_8e0HMTBXN5qQvlI4fSbc0GB2Tv0t9JqgrLYGiRDtJ6TP7mRFG99Ii6LcYRJBfxhbQlkm5NZgBHNh8N_m4z6r4Qz0mX8WIdNONbA9WPUmStdhOM8QnzVUzJzd7_41fVKBeslPbwwedySeTZh-F-dm1HBc6JZaeptpD3jQ_FBmHl-gUNC7TP-X7AeHhjmsJH0tKKlZgbrw0I-G1QkX2S2oH0EeSGurpixBuO3dAcArs3Boa5hvlQex66wl-3hj3IB9VpGMeriJZlMtag45H-MVJSmtKeaBUXWAGXUNTa-rMvy6uOXAVvtMZjREFexDfuHaCDoOtco_grXVPVxFmwQLr5CoX6kvKgnbYH8Vg3amhn1Tn1d_Vv2Og_U6xNmI_sV_t",3.6
20,"Senior Predictive Modeler","Sitewise Analytics","Dallas, TX","$90K (Employer est.)","30d+",,"https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ddb959a4&cb=1718615815860&jobListingId=1008561952893&cpc=7AD1D84939BBEEF3&jrtk=5-yul1-0-1i0inod9uj3vg800-ac75e00eb427586c---6NYlbfkN0C2pP6k9OuB9dVVqjF_PdujusYNLdeVulQvAlytZ7WHPLDUR8wUESqpcdgIq0kFHzHwAmhYBtIxYfzjD7L6Edx9ayLlFNoeQY5NHi5n9DqYViHfYFh1me92fmGT3A0fx0tvZvFbukpezZHVEsjCXUavg8jc4_Qq46KmtBwNkopnD8O52jh9656UeeVNTkXWZwZtUThSp_-_SEemI7mjdkH9XlsBH5dU62-RMu6QzaVMb0hPFtTogo8Q64WcYqQMxNDyXtwu1ma4sDkywc-RovqxcxakxlxuLttopae6-u_05NvatTOfOlijHzti6V1rqbQX6qLwuOH8LEwmJjwNt8BsHMmyzKbJy5na94d_faF1zsZ6AvdEl5mLBbhmeqzmaGijexE54i_A9Wl-MQZn6snQ7kBAUKLXZJPnGc-pLNSFwfvksM951Tqn12ZPhe-_bM_hZ0ItgSxTgsSx8twBLbjdzNgK5hEeP0MjhpFrNPCKs8Iysl851A_J5U2s3ytuewhPnez11FXmvMd2HghogmaG0nw-mJRqVl-pezMsq6jkRXBGWgDGvYwBJL_64gCz1djYtiVGB5mmDyXMNlz1-MXy9LyIs_Fd-lwNDqx6LePrPQX0pfrpgNl5",
21,"Data Manager (NetSuite ERP) & Website Content Manager","Capitol Scientific, Inc.","Austin, TX","$100K - $110K (Employer est.)","10d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_92d1e145&cb=1718615815861&jobListingId=1009312635217&cpc=26740BCDE5E48596&jrtk=5-yul1-0-1i0inod9uj3vg800-fd0100025e99002a---6NYlbfkN0ArbbKUJL60cf5KJifWBmycmTyodjtj5harNYmH2_AHxLhfTVzMpTzR8Zj6I7mXxTT8-TTHvEflv4JAOZtvBjllSjINfYKfNIciWT7pjTB9qHZgyjAU7X_f7TjjZAvaGZ-neHDDNQTAYw7NmY0R_mL_VRrQtrdxFlVkC2gOh4qb3ctnOHWa_3Oy4oCBOoXBc89c4pdi3erFTac8alI-7m9KjVS5tnIISdbTIhrcOOMOuwCD6JAgbIjsPwZdVDrsAiKoFPmG0mJ-3iI7Rc-iTENvRPx-oG1S8Rp-HzZBUVJb8LHBO0nwDYZvGXkAxnXPoPCGIOwMPIq-vluBmQJVgB2yRefwG2cR_VCv81Wwjprh6QW9GvJ_XXuaufEqGh4M5IxTxYh5QYHLvJzDc3lQdHDm7Qz83NeO-qzF7eamY-D53j2AILyF4m_FQJb2E-gosFTiFjGzA8Ky_SDQ4sIS4l_DvOFHH2bqOuK_eplU9H6SORW1IAnlqmUcYgUbwrYJLSBmw8OzOkdlE_tPEocd151wsLhFLJFvigDN1QaV5ckh6Xw1LCB83Lz9r6g--BNGOhE2PL_VMPHnLID_ns3mgwLgk1Q2c7ARMMFXE5wYfZNk8eeBM7hiCR-vDmCYrL13_ibU46JLMp4ZVQ%3D%3D",
22,"Senior Software Engineer","Science On Call","Minneapolis, MN","$120K - $150K (Employer est.)","4d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_284e5121&cb=1718615815860&jobListingId=1009320256408&cpc=07D58528F3898F33&jrtk=5-yul1-0-1i0inod9uj3vg800-81c2deeacfa42505---6NYlbfkN0BUDssQUsD_SOq-pDVIROv5yZ0SQbZrjzzA-7XcIsa2DWZir8Clyr9p6YPHv1a2J2sv47tMijO7aE1xvuKPEX7kGG1I_GH7zMOg-fg1EdXn3jHeK9VcbWVEl7xHR5pDeOmdKH55p9gkPAUeGn4WBOX4sIdpZgaBEec5Hgw6yq1NOWSa61p6R5I47DVbirMriDn29eVq_TJXFFdXGk5G3BdpSsmHUYasJl0-C5WH8aogEldZ5H4bJ2nwNAnujZOdofo7V0ISCGpQrcs9EwrUaX_uXkHfGd6Q94EGwU4OYVYwtVi34gk9vMbhZmKtkFysFLpzjNwOAW1Mi0xGgewb2CC7VshZJVZyStQf6TnaS6tsK-E75HQrrt_PajjpN14nJBOh-2y36muzGmiXghH0yH1c6m4dgmy4ClcQGS1-4AIbZUwWJaDc-HxZ-IvmMPTm2sVRe7fmPG2iLkUjuC5G5vOh25lzi759KfXTrb1ro_zyzDWr03MTuwTzYeXXJlhlkJ7jSZ_rFvKpeSV5wXxu4F4czrqh1Qbm3KhQBvjyvbVtNjKuaK1toTaHxYcrnVnJ1G5LK39kmmAo-6JXd0jKjmdhy40dLgQ0HDxziYJE7J_ZPQ%3D%3D",
23,"Legal Assistant","Esquire Law
1.0","Phoenix, AZ","$21.00 - $23.00 Per Hour (Employer est.)","10d","https://media.glassdoor.com/sql/8365696/esquire-law-squarelogo-1683619572056.png","https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_50776483&cb=1718615815861&jobListingId=1009312097358&cpc=A0637F14311B9419&jrtk=5-yul1-0-1i0inod9uj3vg800-b4ff24ba4da86de1---6NYlbfkN0APkSwBJijXNU4fNU7EmxuqPPeA6GuhAk0VrQ5GYZ2BLY5gmMJWsMKZCLfZlNaQov46HoGADqiytkKeN2qUfxcipNRWVdFCafo-nDwcfUhMaTEqkgy4_zI48yu0u4c3nxgyMRt0LdshWaKRNAqlKzsu2a5nIkNVmoSX7B51edSEPrgAaFxCJ5-bxhjRFS6hJmQxvrP9qvRLlm_yPm0CNQ2mezBd2vFccjuHVtHp34-OlHss95inU3gFALFNoCHd0cASKbmQfd2J3x__IIh_w2E-Kg574-KSB5H8Xp05EUOblO5rET1bCpur8xmcQut0jN6ihwU7diohC777LftWh0LX8j9RDtnCCxmZUDcqNIUaDzAj71ID4ztkGzQZFS6-6N-wV_e1FGNqVXclKK8PULtxKo6nITDlc2XVlNtCG19oHsfwZS7HAWzyQwjBtZzIm24JgNZMV9YoHDlOv-ecCN7uuwyPA4WVU2qxccWvNYGYcu_Yy0YEWL-6vbsoCMdLrjjJGH8yNYEfA7dMf4b_IblSYW6aiOfdOj5B9t1hp9aPTM1zhB63oHYF17Cf3gkLXEeDgbc_p6SO2smccFzq3NJGwztVMsSdUxG2GQq0odeIJQ%3D%3D",1
24,"Junior Game Mathematician","Incredible Technologies
3.5","Vernon Hills, IL","$37K - $55K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/38192/incredible-technologies-squarelogo-1540494287827.png","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_db644e96&cb=1718615815859&jobListingId=1009239451201&cpc=1FDE87803EF93CD3&jrtk=5-yul1-0-1i0inod9uj3vg800-f72c28e80286145e---6NYlbfkN0AOS1xXYIdEV0tZPsAnXp0wm2dlBVLiPlnfOvecEO76nix-9msEr70NbLfKNiLPtRaGgbwXXnTUJO6HZtwLSpajyyO8YpXuERG4umQKFh-MjAYOI_vZw5USfyYPwqNGFTitnGEZy4EMjYYQefL5YX1V8ccodYE1rOFckNcVoVfEcTAyMOa5c2jnBIqBZH9bJvUm7qu8hvj-_KsGXDZ2LMk831c_jRkOFlNPjA_b2obcP8mY3g1CtTmF6RacxdTdAqJc-_Uh2djicB1NG81jhR2T6wRiEAmDovE1CW5YkD-NLJUPuKY4mwTgpjgAR9O2cXkBhWXBfcIUksBrfjWLTi_78N4MY2UljtauKYvErtFzzdMMltpo1DD-pqACmT32_pYFH9QskJQkugrA55LDF9710Qof98gOuGhZvTwSfqBlkmQNPUA43Stmi3mltoSKQJ33rnBwVnruPh7_hDIFLR6Z9ufkgoDnz7GhfaCcbg3vvwoGCOvROQbZJ8IRaxnr1gzojIJWd-vdOpqdODBdufahYvbK2HzMXqV2GpbglYCRxxH5QBDB6r6QWhEBTJKKmGQeFVyoEdHT8zUjRvRNCgzbjl8wUPjtlxuONVBkI4JCeQ%3D%3D",3.5
25,"Senior Data Analyst (Hybrid Remote)","Genuine Health Group
4.1","Coral Gables, FL","$90K (Employer est.)","30d+","https://media.glassdoor.com/sql/5414430/genuine-health-group-squarelogo-1644932450733.png","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=00000190257c3508a9ffb4b50bce008f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_684facd9&cb=1718615815860&jobListingId=1009282388424&cpc=723ADC3DFE402989&jrtk=5-yul1-0-1i0inod9uj3vg800-2b437beb8155206c---6NYlbfkN0BI4ScLCuOpqq_GRYpDU2HCJ___tDGZgTSCwdT3IUJTBh2AGWgiELpIBQXnxhxmeIvr9s8fNxyQ8jeRMOU74qjd_ueKYHGFjeD2k-SzzvdZ2iK1jmSJ7qGPlLidnNOEdwUZl9iaulPL-JxGhDV62kDZImk7BGAP2msLRDsD37BxlGme4FD7uuv6T46aqUfU5Mfgmos2z3eioCOVv1i5XvS3uB8l9gilkrJvjJ60gU1VeetmowpGw0JXMIdhCqYj5Dwe6elVwMUva6PfmU8u4zsyJ4XsqB0as9yz_q9WETdRwutHDSuwuzaOzB5JBXEKX3hZxgj8obcj387Sum7zWQme9zev0-YFVj_R30KGcs8gy0maWMHi2eMtNcFyaSifxXklCCTrHDuOabgTeIj6BeNIVkm6IL8wdaZNrURN4YeNXbL2qSQS3JjMM2ZmeWxLLSi9iclHI-wo66M6EVmtzG3MuweFDCufPilmM_hYPYmKcEZuijDzdCvmaDH8soYwWVcN-5vs64u3tR-uEuxmJakQvKKun0o_vxgOh83dmg4A6H0Ie6onZYIp7-R3DRfnincErklqrY_xZcfwgGIKvN0z0yXGPGVvkrTSGRjpYKkG0SLKKjBAcWeSKZXqBWI8cto%3D",4.1
