Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Doin’ It,LL Cool J,4:25,4,0.397,0.172,6,-15.698,0,0.0445,0.841,0.0000678,0.108,0.123,101.275,67,1996
One Sweet Day,Mariah Carey and Boyz II Men,4:41,4,0.568,0.495,1,-8.964,1,0.0299,0.353,0,0.0839,0.303,128.234,67,1996
Tha Crossroads,Bone Thugs-n-Harmony,3:43,4,0.679,0.509,4,-7.31,1,0.0617,0.0856,0,0.438,0.534,144.29,67,1996
Missing,Everything but the Girl,3:35,4,0.632,0.863,0,-5.21,1,0.0446,0.0449,0.00000101,0.13,0.731,101.976,65,1996
Beautiful Life,Ace of Base,3:35,4,0.474,0.894,2,-4.443,0,0.0629,0.000262,0.000146,0.088,0.399,89.992,64,1996
Mouth,Merril Bainbridge,3:57,4,0.329,0.954,8,-7.006,0,0.0722,0.0000042,0.000614,0.051,0.627,156.899,64,1996
Fastlove,George Michael,5:24,4,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,63,1996
If It Makes You Happy,Sheryl Crow,5:23,4,0.543,0.682,7,-7.091,1,0.0289,0.0496,0.0000842,0.104,0.292,95.421,63,1996
Roll To Me,Del Amitri,2:14,3,0.427,0.813,0,-9.02,1,0.0737,0.0713,0.109,0.873,0.344,106.859,63,1996
The World I Know,Collective Soul,4:15,4,0.514,0.704,2,-4.724,1,0.0261,0.0508,0.00214,0.228,0.386,76.972,62,1996
Jesus To A Child,George Michael,6:51,4,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,59,1996
Loungin,LL Cool J,3:49,4,0.817,0.584,7,-9.785,1,0.174,0.432,0.00588,0.225,0.502,99.947,59,1996
Soon As I Get Home,Faith Evans,5:24,4,0.652,0.498,11,-6.2,1,0.0413,0.519,0,0.149,0.336,120.141,58,1996
All The Things (YOUR Man Won’t Do),Joe,6:20,4,0.573,0.679,3,-6.774,0,0.0423,0.247,0,0.321,0.648,66.215,57,1996
Counting Blue Cars,Dishwalla,4:51,4,0.454,0.79,11,-4.361,0,0.0285,0.00604,0.0000309,0.225,0.362,100.225,57,1996
If Your Girl Only Knew,Aaliyah,4:50,4,0.841,0.741,9,-3.487,0,0.0359,0.137,0.000445,0.11,0.834,88.408,57,1996
Kissin’ You,Total,4:42,4,0.746,0.493,11,-9.427,0,0.0997,0.302,0.00957,0.109,0.878,82.04,57,1996
Until It Sleeps,Metallica,4:29,4,0.562,0.919,8,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,57,1996
Who Will Save Your Soul,Jewel,3:59,4,0.686,0.468,7,-9.712,1,0.042,0.7,0.00101,0.13,0.753,126.172,57,1996
Elevators (ME & You),Outkast,4:25,4,0.772,0.586,10,-10.434,0,0.301,0.0234,0.000722,0.0562,0.643,85.068,56,1996
One Of Us,Joan Osborne,3:43,4,0.46,0.951,10,-4.247,1,0.0757,0.000395,0.000154,0.143,0.289,89.961,56,1996
Children,Robert Miles,5:17,4,0.318,0.65,6,-13.928,1,0.0375,0.0802,0.132,0.0962,0.368,149.994,55,1996
Theme From Mission: Impossible,Adam Clayton and Larry Mullen,0:51,4,0.299,0.571,5,-8.949,0,0.0395,0.318,0.137,0.0452,0.764,89.642,55,1996
Where Do You Go,No Mercy,2:50,3,0.37,0.299,0,-10.836,1,0.0457,0.654,0.000762,0.113,0.0726,173.467,55,1996
Diggin’ On You,TLC,4:14,4,0.719,0.631,6,-7.411,1,0.0451,0.0235,0.702,0.0686,0.456,80.127,54,1996
Exhale (SHOOP Shoop),Whitney Houston,3:24,4,0.661,0.394,1,-9.032,1,0.0318,0.401,0,0.119,0.107,137.954,53,1996
Gangsta’s Paradise,Coolio featuring L.V.,2:16,3,0.644,0.704,2,-3.747,0,0.0465,0.12,0.666,0.251,0.323,171.593,53,1996
Sittin’ Up In My Room,Brandy,4:51,4,0.791,0.61,8,-5.408,0,0.0264,0.288,0.00123,0.0457,0.907,93.277,52,1996
"Touch Me, Tease Me",Case featuring Foxy Brown,3:47,4,0.653,0.746,10,-8.254,0,0.0595,0.28,0.00000549,0.0944,0.492,87.611,52,1996
Insensitive,Jann Arden,4:15,4,0.512,0.429,2,-9.931,1,0.0256,0.154,0.0000881,0.101,0.332,178.669,51,1996
Po Pimp,Do or Die featuring Twista,3:54,4,0.81,0.428,0,-14.248,1,0.272,0.0623,0,0.116,0.649,142.075,51,1996
Woo Hah!! Got You All In Check,Busta Rhymes,4:31,4,0.842,0.831,1,-7.072,1,0.242,0.127,0,0.0881,0.814,92.053,51,1996
Hit Me Off,New Edition,4:21,4,0.72,0.719,7,-4.571,0,0.0882,0.185,0.000128,0.522,0.899,88.987,50,1996
Not Gon’ Cry,Mary J. Blige,4:54,4,0.758,0.424,2,-8.935,0,0.0468,0.664,0,0.095,0.455,110.087,50,1996
You’re The One,SWV,2:27,4,0.769,0.407,7,-13.556,1,0.031,0.733,0,0.244,0.921,115.65,50,1996
"1, 2, 3, 4 (SUMPIN’ New)",Coolio,3:33,4,0.904,0.747,1,-7.218,0,0.157,0.296,0.00286,0.322,0.61,115.181,49,1996
Free As A Bird,the Beatles,4:25,4,0.474,0.503,9,-9.074,1,0.0279,0.0438,0.016,0.153,0.457,72.323,48,1996
Who Do U Love,Deborah Cox,3:09,4,0.782,0.637,10,-5.63,0,0.264,0.28,0,0.114,0.389,101.989,47,1996
Down Low (NOBODY Has To Know),R. Kelly featuring The Isley Brothers,4:48,4,0.603,0.417,10,-9.408,0,0.0273,0.282,0.000183,0.0651,0.172,107.72,46,1996
I Want To Come Over,Melissa Etheridge,5:24,4,0.537,0.488,9,-9.874,1,0.0316,0.0631,0.00295,0.108,0.538,113.796,45,1996
Key West Intermezzo (I Saw You First),John Mellencamp,4:54,4,0.673,0.858,11,-6.511,1,0.027,0.005,0.0000192,0.274,0.959,116.477,45,1996
Set U Free,Planet Soul,3:13,4,0.793,0.701,2,-4.764,1,0.0428,0.00544,0,0.164,0.62,123.964,45,1996
You Remind Me Of Something,R. Kelly,4:09,4,0.631,0.536,6,-7.194,1,0.0586,0.591,0,0.108,0.829,59.999,44,1996
Closer To Free,BoDeans,3:08,4,0.497,0.943,7,-4.792,1,0.0412,0.000627,0.000698,0.731,0.702,98.155,42,1996
"Keep On, Keepin’ On",MC Lyte featuring Xscape,3:55,4,0.577,0.39,4,-11.27,1,0.0325,0.518,0.0025,0.0901,0.404,74.997,40,1996
"The Earth, The Sun, The Rain",Color Me Badd,4:16,4,0.29,0.515,9,-9.42,1,0.0865,0.63,0,0.084,0.28,77.213,37,1996
I Can’t Sleep Baby (IF I),R. Kelly,4:41,4,0.725,0.457,4,-6.927,0,0.0302,0.0855,0,0.124,0.211,120.224,28,1996
Let’s Make A Night To Remember,Bryan Adams,5:54,4,0.601,0.365,0,-14.312,1,0.032,0.369,0.00214,0.0572,0.667,179.563,11,1996
Tell Me,Groove Theory,4:15,4,0.553,0.67,4,-12.251,0,0.0329,0.104,0.16,0.0648,0.936,148.26,10,1996
C’mon N’ Ride It (THE Train),Quad City DJ’s,4:36,4,0.801,0.755,11,-5.17,1,0.0326,0.0536,0,0.0482,0.919,140.01,1,1996
Old Man And Me (WHEN I Get To Heaven),Hootie & the Blowfish,4:29,4,0.466,0.612,4,-9.155,1,0.0355,0.527,0,0.0948,0.781,98.014,0,1996
Tonite’s Tha Night,Kris Kross,3:20,4,0.57,0.634,8,-17.278,1,0.0314,0.0157,0.931,0.257,0.565,140.022,0,1996
Someone,SWV and Puff Daddy,3:02,4,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,87,1997
Nobody,Keith Sweat,3:00,3,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,86,1997
Pony,Ginuwine,4:18,4,0.61,0.65,6,-6.199,1,0.0474,0.399,0,0.11,0.507,106.719,86,1997
On & On,Erykah Badu,2:24,4,0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,85,1997
Last Night,Az Yet,2:43,4,0.492,0.673,6,-5.431,1,0.0347,0.413,0,0.137,0.488,203.812,83,1997
Everything,Mary J. Blige,4:05,4,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,82,1997
Wannabe,Spice Girls,2:53,4,0.768,0.864,11,-6.149,1,0.0324,0.101,0,0.162,0.891,110.009,80,1997
Hypnotize,The Notorious B.I.G.,3:49,4,0.901,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,93.941,79,1997
I Want You,Savage Garden,2:56,4,0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,78,1997
Change The World,Eric Clapton,3:21,4,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,77,1997
Return Of The Mack,Mark Morrison,3:33,4,0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,77,1997
Barbie Girl,Aqua,3:17,4,0.812,0.879,1,-10.998,0,0.0397,0.017,0.224,0.365,0.962,129.991,76,1997
Cupid,112,4:03,4,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,76,1997
Honey,Mariah Carey,2:15,4,0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,76,1997
Semi-Charmed Life,Third Eye Blind,4:28,4,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,75,1997
Criminal,Fiona Apple,3:52,4,0.814,0.813,2,-3.023,0,0.0561,0.03,0.0000933,0.255,0.839,79.997,74,1997
What About Us,Total,4:29,4,0.491,0.588,1,-6.177,1,0.0506,0.0281,0.00000201,0.0906,0.193,113.608,74,1997
Mo Money Mo Problems,The Notorious B.I.G. featuring Puff Daddy and Mase,4:17,4,0.845,0.884,6,-4.506,0,0.0759,0.0128,0.0000021,0.203,0.904,104.536,73,1997
Bitch,Meredith Brooks,5:10,4,0.587,0.698,1,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954,71,1997
All By Myself,Celine Dion,5:12,4,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515,69,1997
I Love You Always Forever,Donna Lewis,3:59,4,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,69,1997
In My Bed,Dru Hill,5:54,4,0.576,0.608,9,-13.537,1,0.0321,0.169,0.916,0.106,0.18,150.9,69,1997
No Time,Lil’ Kim featuring Puff Daddy,3:44,4,0.576,0.974,1,-2.785,1,0.0829,0.0199,0,0.348,0.53,129.088,69,1997
Un-Break My Heart,Toni Braxton,4:30,4,0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,69,1997
Your Woman,White Town,4:19,4,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,69,1997
Get It Together,702,4:10,4,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,68,1997
Mmmbop,Hanson,4:28,4,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.879,68,1997
You Make Me Wanna…,Usher,3:39,4,0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.922,164.088,68,1997
How Do I Live,LeAnn Rimes,4:26,4,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,67,1997
2 Become 1,Spice Girls,4:01,4,0.645,0.665,6,-7.878,1,0.0268,0.325,0.0000182,0.238,0.704,143.969,65,1997
All For You,Sister Hazel,3:38,4,0.633,0.754,8,-6.497,1,0.0382,0.0316,0.0000249,0.091,0.641,137.049,65,1997
Fly Like An Eagle,Seal,4:42,4,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,65,1997
Da’ Dip,Freak Nasty,2:43,4,0.528,0.749,7,-7.571,1,0.0479,0.00488,0.000096,0.0949,0.729,163.944,64,1997
I Shot The Sheriff,Warren G,4:39,4,0.801,0.641,8,-9.355,1,0.173,0.34,0.000045,0.0693,0.741,96.96,64,1997
I’ll Be,Foxy Brown featuring Jay-Z,3:30,4,0.489,0.694,5,-9.586,0,0.246,0.156,0.0289,0.145,0.579,130.021,64,1997
Smile,Scarface featuring 2Pac and Johnny P.,3:16,4,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,64,1997
When You Love A Woman,Journey,2:58,4,0.679,0.728,8,-9.539,1,0.0378,0.405,0.00261,0.0506,0.852,109.623,64,1997
Secret Garden,Bruce Springsteen,4:26,4,0.52,0.329,0,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857,63,1997
I Finally Found Someone,Barbra Streisand and Bryan Adams,3:41,4,0.568,0.224,6,-15.069,1,0.0296,0.677,0,0.127,0.0709,138.964,62,1997
Every Time I Close My Eyes,Babyface,4:56,4,0.654,0.417,5,-7.699,1,0.025,0.0624,0,0.0963,0.279,143.676,60,1997
Step By Step,Whitney Houston,4:27,4,0.787,0.63,0,-12.295,1,0.0609,0.0274,0.00000669,0.161,0.882,125.347,60,1997
The Freshmen,The Verve Pipe,4:29,4,0.571,0.505,1,-9.312,0,0.0238,0.0757,0.0000104,0.109,0.276,99.562,60,1997
I Believe I Can Fly,R. Kelly,5:20,4,0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,59,1997
Look Into My Eyes,Bone Thugs-n-Harmony,2:32,4,0.386,0.779,10,-5.756,0,0.032,0.00154,0.704,0.35,0.116,122.982,59,1997
Barely Breathing,Duncan Sheik,4:14,4,0.482,0.807,0,-6.976,1,0.0457,0.0281,0,0.177,0.516,187.918,58,1997
My Body,LSG,4:04,4,0.486,0.9,10,-6.482,1,0.0768,0.000573,0.000314,0.571,0.533,130,58,1997
This Is For The Lover In You,Babyface featuring LL Cool J and Shalamar,5:04,4,0.642,0.572,0,-7.345,0,0.0475,0.475,0,0.157,0.747,177.514,58,1997
This Is Your Night,Amber,3:58,4,0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.985,58,1997
For You I Will,Monica,4:54,4,0.652,0.473,0,-7.981,0,0.0313,0.243,0,0.134,0.368,123.208,56,1997
Quit Playing Games (WITH My Heart),Backstreet Boys,3:53,4,0.8,0.875,11,-4.952,0,0.0338,0.0615,0.00000279,0.13,0.882,100.033,56,1997
Where Do You Go,No Mercy,2:50,3,0.37,0.299,0,-10.836,1,0.0457,0.654,0.000762,0.113,0.0726,173.467,55,1997
Sunny Came Home,Shawn Colvin,4:24,4,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,53,1997
Building A Mystery,Sarah McLachlan,4:07,4,0.505,0.518,2,-8.601,1,0.023,0.403,0,0.129,0.472,81.019,52,1997
C U When U Get There,Coolio featuring 40 Thevz,5:11,4,0.76,0.585,3,-7.307,1,0.161,0.0102,0.000468,0.308,0.455,91.179,52,1997
Everyday Is A Winding Road,Sheryl Crow,4:16,4,0.629,0.673,6,-8.285,1,0.0409,0.0422,0.0000369,0.1,0.718,112.955,52,1997
The One I Gave My Heart To,Aaliyah,4:30,4,0.702,0.493,7,-7.631,1,0.041,0.399,0,0.112,0.333,125.389,52,1997
Feels So Good,Mase,9:42,4,0.576,0.603,5,-9.603,1,0.0329,0.455,0.0537,0.0406,0.524,103.658,51,1997
Butta Love,Next,4:56,4,0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,50,1997
Ooh Aah… Just A Little Bit,Gina G,3:23,4,0.647,0.942,1,-7.101,1,0.0341,0.626,0.168,0.0411,0.937,130.978,50,1997
What Kind Of Man Would I Be,Mint Condition,4:24,4,0.651,0.498,0,-8.868,0,0.0318,0.39,0,0.143,0.423,109.906,50,1997
Cold Rock A Party,MC Lyte,4:07,4,0.896,0.744,11,-5.239,0,0.246,0.192,0.00000119,0.108,0.744,92.91,49,1997
I Belong To You (EVERY Time I See Your Face),Rome,4:33,4,0.759,0.337,0,-11.034,0,0.0351,0.026,0,0.0753,0.329,117.846,49,1997
Not Tonight,"Lil’ Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez",4:12,4,0.854,0.602,6,-10.162,0,0.32,0.0689,0,0.292,0.592,99.429,49,1997
Where Have All The Cowboys Gone?,Paula Cole,4:23,4,0.588,0.826,11,-6.182,0,0.0569,0.0351,0,0.454,0.62,129.023,48,1997
I Believe In You And Me,Whitney Houston,4:01,4,0.434,0.268,1,-11.52,0,0.0355,0.785,0,0.0881,0.121,119.804,47,1997
Gotham City,R. Kelly,2:32,4,0.687,0.717,9,-7.177,1,0.271,0.0642,0,0.354,0.499,154.259,46,1997
4 Seasons Of Loneliness,Boyz II Men,4:52,4,0.58,0.488,6,-10.494,1,0.0437,0.822,0.000016,0.115,0.194,98.49,45,1997
G.H.E.T.T.O.U.T.,Changing Faces,4:24,4,0.71,0.312,10,-6.918,0,0.0325,0.391,0.00000219,0.0682,0.535,108.262,45,1997
Never Make A Promise,Dru Hill,5:26,4,0.731,0.465,9,-8.162,0,0.0281,0.285,0,0.201,0.448,113.236,44,1997
Don’t Let Go (LOVE),En Vogue,2:52,4,0.751,0.19,9,-13.613,1,0.0318,0.752,0.662,0.0937,0.0742,102.009,43,1997
I’m Still In Love With You,New Edition,2:57,4,0.771,0.536,2,-9.867,1,0.151,0.2,0.00000188,0.0766,0.899,81.343,43,1997
Don’t Wanna Be A Player,Joe,2:22,5,0.576,0.506,0,-8.711,1,0.309,0.524,0.00000506,0.11,0.476,129.678,42,1997
Invisible Man,98 Degrees,2:48,3,0.429,0.718,6,-11.46,1,0.0293,0.1,0.463,0.0657,0.765,104.781,42,1997
My Love Is The Shhh!,Somethin’ for the People featuring Trina & Tamara,4:41,4,0.779,0.715,2,-5.886,0,0.0368,0.297,0,0.157,0.621,126.036,42,1997
Do You Know (WHAT It Takes),Robyn,3:41,4,0.635,0.74,3,-4.439,0,0.0355,0.00465,0.0152,0.129,0.857,200.102,39,1997
Hard To Say I’m Sorry,Az Yet featuring Peter Cetera,5:19,4,0.365,0.393,9,-8.135,1,0.03,0.443,0,0.827,0.218,72.258,38,1997
I Miss My Homies,Master P featuring Pimp C & the Shocker,5:25,4,0.828,0.656,0,-6.958,1,0.202,0.0952,0,0.408,0.617,125.567,38,1997
Up Jumps Da Boogie,Timbaland & Magoo featuring Missy Elliott and Aaliyah,5:00,4,0.873,0.601,6,-9.666,0,0.325,0.462,0.0000127,0.332,0.645,75.008,38,1997
Big Daddy,Heavy D,3:19,4,0.802,0.66,8,-5.671,1,0.152,0.0901,0,0.115,0.207,114.061,36,1997
Say You’ll Be There,Spice Girls,3:53,4,0.635,0.467,9,-7.047,1,0.0297,0.626,0,0.118,0.405,99.978,34,1997
You Should Be Mine (DON’T Waste Your Time),Brian McKnight featuring Mase,4:47,4,0.77,0.519,1,-7.594,1,0.035,0.00417,0.000431,0.285,0.65,94.774,31,1997
My Baby Daddy,B-Rock and the Bizz,3:20,4,0.532,0.467,0,-9.083,1,0.0361,0.291,0,0.176,0.346,73.006,30,1997
Don’t Cry For Me Argentina,Madonna,5:34,3,0.305,0.387,11,-6.715,1,0.0322,0.863,0.00000364,0.113,0.0954,130.999,28,1997
It’s All Coming Back To Me Now,Celine Dion,3:17,4,0.246,0.701,6,-3.641,1,0.037,0.178,0,0.0906,0.355,168.252,23,1997
I’ll Be Missing You,Puff Daddy featuring Faith Evans and 112,5:06,4,0.833,0.619,7,-5.595,1,0.0535,0.111,0.0000216,0.159,0.903,109.918,19,1997
What’s On Tonight,Montell Jordan,1:51,4,0.612,0.581,1,-7.763,0,0.0259,0.266,0,0.103,0.859,107.667,18,1997
Macarena (BAYSIDE Boys Mix),Los del Río,3:24,4,0.766,0.74,1,-8.581,1,0.0417,0.0185,0.695,0.0576,0.902,112.979,10,1997
It’s Your Love,Tim McGraw and Faith Hill,3:25,3,0.502,0.729,6,-8.11,0,0.0692,0.065,0.0000307,0.0651,0.108,170.771,3,1997
Can’t Nobody Hold Me Down,Puff Daddy featuring Mase,3:51,4,0.928,0.772,3,-5.936,0,0.25,0.102,0.0000106,0.338,0.675,93.993,2,1997
Cruel Summer,Ace of Base,2:58,4,0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,92,1998
One Week,Barenaked Ladies,4:04,4,0.264,0.64,8,-6.221,1,0.0442,0.0393,0.00000231,0.151,0.19,84.828,91,1998
My All,Mariah Carey,2:17,4,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,89,1998
The Boy Is Mine,Brandy and Monica,2:53,4,0.795,0.63,7,-5.854,0,0.0434,0.157,0,0.0732,0.447,97.998,86,1998
Father,LL Cool J,2:15,4,0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,83,1998
How Deep Is Your Love,Dru Hill featuring Redman,3:32,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,83,1998
Time After Time,INOJ,4:01,4,0.726,0.449,0,-9.206,1,0.0286,0.487,0.00000134,0.0824,0.294,130.388,83,1998
Bitter Sweet Symphony,The Verve,5:57,4,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,80,1998
My Way,Usher,3:39,4,0.818,0.913,4,-3.06,0,0.0426,0.093,0.0000369,0.161,0.536,119.986,80,1998
Lookin’ At Me,Mase featuring Puff Daddy,3:01,4,0.681,0.798,2,-4.367,1,0.0375,0.00398,0.00000511,0.0542,0.516,105.99,79,1998
Doo Wop (THAT Thing),Lauryn Hill,5:20,4,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,78,1998
I Want You Back,‘N Sync,2:56,4,0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,78,1998
Dangerous,Busta Rhymes,2:27,4,0.635,0.772,7,-4.825,1,0.0279,0.216,0,0.285,0.948,119.017,76,1998
Say It,Voices of Theory,4:18,4,0.634,0.551,3,-7.136,1,0.0352,0.00737,0.0000182,0.07,0.453,151.779,76,1998
All My Life,K-Ci & JoJo,3:10,4,0.591,0.92,5,-4.135,0,0.0766,0.000825,0,0.121,0.472,92.009,75,1998
Come With Me,Puff Daddy featuring Jimmy Page,3:25,4,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,75,1998
My Heart Will Go On,Celine Dion,4:40,1,0.428,0.276,4,-11.729,1,0.0312,0.732,0.00000533,0.117,0.0382,99.195,75,1998
I Don’t Want To Miss A Thing,Aerosmith,4:59,4,0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.161,74,1998
Just The Two Of Us,Will Smith,7:18,4,0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,74,1998
Gettin’ Jiggy Wit It,Will Smith,3:47,4,0.881,0.874,6,-4.505,1,0.139,0.0175,0.00000114,0.154,0.858,107.891,72,1998
Show Me Love,Robyn,4:12,4,0.811,0.833,5,-4.259,1,0.153,0.014,0.0000206,0.0769,0.567,120.258,71,1998
Stop,Spice Girls,3:32,4,0.458,0.968,2,-3.49,1,0.0636,0.00516,0.0000331,0.105,0.424,149.917,71,1998
I Still Love You,Next,4:33,4,0.765,0.666,7,-5.384,1,0.172,0.103,0,0.116,0.757,87.002,70,1998
What You Want,Mase featuring Total,2:02,4,0.46,0.941,6,-2.053,1,0.197,0.00353,0.000019,0.155,0.794,132.152,70,1998
Still Not A Player,Big Pun featuring Joe,3:56,4,0.9,0.62,4,-6.518,0,0.312,0.2,0.00156,0.0647,0.867,94.121,69,1998
Daydreamin’,Tatyana Ali,3:07,4,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,68,1998
I Do,Lisa Loeb,3:38,4,0.696,0.742,0,-8.298,1,0.0558,0.142,0,0.114,0.244,129.971,68,1998
"No, No, No",Destiny’s Child,2:10,4,0.5,0.561,4,-9.058,0,0.0903,0.524,0,0.163,0.469,117.924,68,1998
The First Night,Monica,3:20,4,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,68,1998
Truly Madly Deeply,Savage Garden,4:37,4,0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,68,1998
Frozen,Madonna,2:41,4,0.179,0.0058,0,-37.26,1,0.0481,0.924,0.929,0.106,0.0314,72.177,67,1998
Ghetto Supastar (THAT Is What You Are),Pras Michel featuring Ol’ Dirty Bastard and Mýa,4:21,4,0.818,0.653,1,-8.396,1,0.204,0.0335,0.00000546,0.22,0.533,99.931,67,1998
How Do I Live,LeAnn Rimes,4:26,4,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,67,1998
I Can Do That,Montell Jordan,5:07,4,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,66,1998
Touch It,Monifah,3:01,4,0.714,0.68,3,-5.989,1,0.026,0.135,0.00000182,0.229,0.934,108.001,66,1998
Tubthumping,Chumbawamba,4:38,4,0.348,0.88,2,-7.366,1,0.0978,0.128,0,0.357,0.606,101.185,66,1998
Crush,Jennifer Paige,3:09,4,0.631,0.793,1,-4.086,0,0.0468,0.000218,0.0000565,0.0976,0.648,136.96,65,1998
Feel So Good,Mase featuring Kelly Price,3:23,4,0.821,0.703,11,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154,65,1998
Never Ever,All Saints,2:16,4,0.622,0.542,7,-6.215,0,0.051,0.387,0,0.114,0.939,174.494,65,1998
Spice Up Your Life,Spice Girls,2:53,4,0.555,0.993,1,-5.067,1,0.0462,0.0106,0.0318,0.403,0.683,124.018,65,1998
Too Close,Next,2:50,4,0.42,0.558,9,-5.728,1,0.0509,0.167,0,0.19,0.538,165.987,65,1998
I’ll Be,Edwin McCain,3:30,4,0.489,0.694,5,-9.586,0,0.246,0.156,0.0289,0.145,0.579,130.021,64,1998
Too Much,Spice Girls,1:50,4,0.593,0.763,1,-8.31,1,0.21,0.769,0.000577,0.364,0.564,130.696,64,1998
Together Again,Janet,5:01,4,0.865,0.505,7,-11.813,1,0.102,0.0631,0.0151,0.102,0.475,123.102,63,1998
I Don’t Want To Wait,Paula Cole,5:20,4,0.411,0.467,11,-8.178,1,0.055,0.297,0.0000122,0.0426,0.441,177.436,61,1998
Kiss The Rain,Billie Myers,4:20,4,0.56,0.0519,8,-22.616,1,0.0423,0.99,0.905,0.117,0.182,132.691,60,1998
Let’s Ride,Montell Jordan featuring Master P and Silkk the Shocker,2:00,4,0.765,0.75,10,-7.375,1,0.198,0.232,0,0.233,0.568,128.031,60,1998
The Power Of Good-Bye,Madonna,4:11,4,0.468,0.544,5,-11.574,0,0.0455,0.0391,0.741,0.175,0.22,84.987,60,1998
Victory,Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes,3:58,4,0.597,0.755,4,-2.209,0,0.052,0.0423,0,0.582,0.0467,89.146,60,1998
Ray Of Light,Madonna,5:22,4,0.57,0.907,3,-7.822,1,0.0302,0.00111,0.618,0.0642,0.7,127.183,59,1998
Everybody (BACKSTREET’S Back),Backstreet Boys,4:47,4,0.792,0.81,10,-5.198,0,0.0368,0.00609,0.000153,0.224,0.509,108.054,58,1998
Gone Till November,Wyclef Jean,2:41,4,0.478,0.537,11,-8.378,0,0.111,0.248,0,0.271,0.384,82.902,58,1998
My Body,LSG,4:04,4,0.486,0.9,10,-6.482,1,0.0768,0.000573,0.000314,0.571,0.533,130,58,1998
Something About The Way You Look Tonight / Candle In The Wind 1997,Elton John,4:00,4,0.48,0.628,6,-7.643,1,0.0262,0.174,0.0000328,0.0753,0.541,143.412,57,1998
