ID,Movie,Year,Genre,RunTime,Description,IMDB_Score
1359,20 to 1,(2005–2017),Documentary,0,Bert Newton counts down the hottest of the hottest supermodels from 20 to 1.,0
1360,Supergirl,(2015–2021),"Action,Adventure,Drama",43 min,Kara battles the Master Jailer while dealing with a second assistant at CatCo and disagreeing with James over the DEO's methods.,7.4
1361,Supergirl,(2015–2021),"Action,Adventure,Drama",44 min,"Kara travels to the Fortress of Solitude hoping to find information on how to defeat Indigo, a being from her past who can travel through the Internet. In the meantime, James and Lucy reach a crossroads in their relationship.",7.7
1362,Supergirl,(2015–2021),"Action,Adventure,Drama",44 min,Red Kryptonite makes Kara malicious and dangerous while Cat appears on The Talk (2010) to discuss Supergirl.,8.6
1363,Supergirl,(2015–2021),"Action,Adventure,Drama",44 min,J'onn J'onzz reveals how he met Jeremiah Danvers and assumed the identity of Hank Henshaw.,8.1
1364,Supergirl,(2015–2021),"Action,Adventure,Drama",43 min,Kara gains a new ally when the Flash arrives from a parallel universe and helps her fight the Silver Banshee and Livewire in exchange for helping him return home.,8.7
1365,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Non and Indigo use mind control to make the citizens of National City their army, so Kara must find a way to save her friends.",7.7
1366,Supergirl,(2015–2021),"Action,Adventure,Drama",41 min,Supergirl is forced to do battle with an unexpected enemy as she risks everything - including her life - to stop Non and Indigo from destroying everyone on Earth.,7.8
1367,Gotham,(2014–2019),"Action,Crime,Drama",44 min,Gordon works in a monster-ridden Gotham as a bounty hunter and seeks to find answers about the Indian Hill escapees and why their powers appear to be killing them. Bruce's doppelganger ...                See full summary »,7.9
1368,Gotham,(2014–2019),"Action,Crime,Drama",42 min,"With the deadly virus spreading throughout the city, the search for the antidote continues, as Fish Mooney, The Riddler and Penguin reveal plans of their own. Bruce meets Ra's Al Ghul and ...                See full summary »",9.1
1369,Lucifer,(2016– ),"Crime,Drama,Fantasy",44 min,Lucifer and Chloe look into the murder of a stand-in actress; Chloe's faith in Lucifer is tested.,8.5
1370,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Fish Mooney takes matters into her own hands to locate Hugo Strange, forcing Gordon to reluctantly team up with journalist Valerie Vale to find her. Penguin rises in popularity after ...                See full summary »",7.9
1371,Gotham,(2014–2019),"Action,Crime,Drama",44 min,"Hypnotist Jervis Tetch/Mad Hatter arrives in Gotham to search for his sister, Alice, and hires Gordon to help find her. Meanwhile, Penguin decides to run for mayor and Bruce's doppelganger ...                See full summary »",8
1372,Gotham,(2014–2019),"Action,Crime,Drama",44 min,Penguin gains leverage over Gotham City. Meanwhile Jim returns Alice to GCPD for the bounty and Bruce and Alfred look for Bruce's doppleganger,8
1373,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Crime in Gotham is at an all-time high, as Penguin struggles to uphold his promises to the city. Meanwhile, Butch goes down a dark path with the infamous Red Hood Gang and Bruce begins to investigate Ivy's whereabouts.",8.3
1374,Gotham,(2014–2019),"Action,Crime,Drama",42 min,"Mad Hatter sets his eyes on his next victims, forcing Jim Gordon to make some tough decisions. Meanwhile, Penguin and Nygma's relationship evolves, and a familiar face comes back into Nygma's life.",8.1
1375,Gotham,(2014–2019),"Action,Crime,Drama",44 min,"After coming in contact with a substance by the hand of Mad Hatter, Jim Gordon gets led on a psychedelic trip and must confront his past, present and future. Meanwhile, Penguin struggles with Nygma's new relationship.",7.9
1376,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Captain Barnes begins to feel the effects of a recent incident and starts to go mad. Meanwhile Nygma is out of his depth in his relationship with Isabella, and Carmine Falcone throws his son Mario and Leslie Tompkin's an engagement party.",8
1377,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Gordon and Bullock become suspicious of Barnes and go through evidence of a murder at Leslie and Mario's engagement party. Nygma goes to Penguin when he doesn't hear from Isabella. Ivy ...                See full summary »,8.1
1378,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"A threat to Leslie and Mario is exposed on the eve of their rehearsal dinner and Falcone comes to Jim for help. Meanwhile, Nygma plans his revenge and Bruce learns more about the Court of Owls.",8.1
1379,Gotham,(2014–2019),"Action,Crime,Drama",44 min,"Mario and Gordon face off before the wedding, Selina meets an unexpected face and Barbara comes to Nygma with information about Isabella.",8.6
1380,Gotham,(2014–2019),"Action,Crime,Drama",42 min,Falcone goes after Gordon for his son's death. Gordon doesn't have any evidence that proves Mario was trying to kill Leslie. So she ends up blaming Gordon for her husband's death.,8
1381,Gotham,(2014–2019),"Action,Crime,Drama",42 min,"On the run from Gordon and Bullock, Dwight tries to revive Jerome and, in turn, activates his acolytes around Gotham City. Meanwhile, Selina's mom's intentions in Gotham are revealed, and ...                See full summary »",8.8
1382,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Tensions mount as Nygma has Cobblepot captured and defeated. Gotham has been plunged into darkness as Jerome wanted. The streets are rioting, Jerome's goons break and loot while Jerome himself confronts Bruce Wayne and Alfred.",9.1
1383,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Ed finally got Penguin to pay for his terrible actions and finds himself with a new dilemma on which path to take.,8.2
1384,Gotham,(2014–2019),"Action,Crime,Drama",42 min,Gordon discovers new information about his father and uncle's past just as the Court of Owls devises a new plan for the future of Gotham.,8.1
1385,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Gordon tracks down the weapon the Court of Owls intend to use for the destruction of Gotham; Kathryn and Temple Shaman tell Bruce about their next move; Ivy offers Selina help.,8
1386,Gotham,(2014–2019),"Action,Crime,Drama",43 min,The most unhinged villains of Gotham come together as the Riddler continues his conquest; Gordon's search for answers keeps leading him back to the Court of Owls; Alfred notices a change in Bruce while Bruce 2 confides in Selina.,8.3
1387,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Temple Shaman takes Bruce to the next phase of his training; Gordon and Bullock discover a crystal owl that carries the biggest secrets of Gotham's underworld; Nygma and Penguin must work together to get out of a tricky situation.,8.2
1388,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Gordon races against the clock to save the city from the Alice Tetch virus, when Lee Thompkins intercepts with a plan of her own. Also, Alfred sees a big change in Bruce Wayne after his ...                See full summary »",8.5
1389,Gotham,(2014–2019),"Action,Crime,Drama",42 min,"With the deadly virus spreading throughout the city, the search for the antidote continues, as Fish Mooney, The Riddler and Penguin reveal plans of their own. Bruce meets Ra's Al Ghul and ...                See full summary »",8.6
1390,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer suspects his mother may be involved in a ghastly murder for which she claims she's innocent.,8.5
1391,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"Lucifer and Chloe investigate a gruesome murder after a video of the crime surfaces on social media. When a second video appears, they realize they have a serial killer on their hands.",8.2
1392,Lucifer,(2016– ),"Crime,Drama,Fantasy",42 min,"After the bodies of two young L.A. transplants are found poisoned, Chloe and Lucifer hunt for the killer. Upon Maze convincing Chloe to go out for drinks, which the detective perceives as ...                See full summary »",8.6
1393,Lucifer,(2016– ),"Crime,Drama,Fantasy",44 min,Lucifer's brother Uriel shows up as he investigates the murder of his favorite action hero.,8.9
1394,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"Guilty and self-destructive, Lucifer clashes with Chloe during an investigation, leading her to team up with Dan instead. Meanwhile, Amenadiel bonds with Charlotte, and Maze takes Trixie trick-or-treating.",9.2
1395,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"After the man convicted of killing Chloe's father is murdered, new clues suggests he was framed; Maze looks for a job; Lucifer tries to learn how to be normal by watching Dan.",8.9
1396,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer seeks Azrael's blade when he discovers it's been used in a string of violent stabbings linked to a local yoga studio.,8.7
1397,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer goes to great lengths to protect his home when the owner is murdered and the new owner wants it demolished.,8.8
1398,Lucifer,(2016– ),"Crime,Drama,Fantasy",44 min,"Charlotte is determined to get Lucifer to leave Earth by turning Chloe against him. Meanwhile, Amenadiel has begun working as Charlotte's soldier, which makes Maze question his loyalty.",9.1
1399,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,The tension between Lucifer and Chloe makes it difficult for them to investigate the murder of two victims who happen to be Lucifer's old flames.,8.8
1400,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"Lucifer and Chloe investigate a mysterious masked killer who is poisoning college students. They also try to make sense of their new relationship, after a long-awaited kiss. Meanwhile, ...                See full summary »",9.1
1401,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer returns to hell to find an antidote for Chloe and his mother goes to hell to bring him back.,9.5
1402,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,An introduction to Super Hero High and its students.,6.9
1403,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Bumblebee gives the new transfer student, Wonder Woman, a tour of campus.",6.8
1404,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Wonder Woman settles into her dorm as Harley Quinn, her roommate, tries to get her attention.",6.5
1405,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Wonder Woman begins her first assignment of the semester; designing a super suit.,6.7
1406,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Wonder Woman begins her next assignment of the semester; flight.,6.2
1407,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Harley Quinn has organized a movie night, premiering a compilation of footage starring the girls, but what will the others think of it?",6.6
1408,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Let's hear it for Our Hero of the Month at Super Hero High: Poison Ivy. Not only has she rescued classmates, friends and strangers, but you'll be amazed at how many sticky situations she's stopped from getting worse.",6.8
1409,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Wonder Woman finally gets a chance to put her self designed super suit to the test, but will she get super results while trying it out?",6.8
1410,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Wonder Woman sure knows her weaponomics, but a certain someone doesn't want her teacher to know.",6.4
1411,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,It's time for Poison Ivy to branch out (literally) and join some clubs. Principal's orders. But what club should she choose at Super Hero High School!?,6.5
1412,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"It's Bumblebee's time to shine for her heroic prowess, exceptional flying skills and great taste in music. Follow along as she accepts this exciting honor from Super Hero High School.",6.3
1413,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"It's the end of the semester for Super Hero High students, but wait. A Save the Day alarm has sounded and they must fly to the rescue.",6.9
1414,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Wonder Woman's best known for being a leader and a great friend, which is why Super Hero High nominated her.",6.9
1415,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl and Superman team up to stop a new threat emerging in National City. A Kryptonian pod comes crashing down to Earth.,8.3
1416,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl is hurt by a kryptonite-powered villain sent by Cadmus to attack National City. Superman blames Hank since the kryptonite was stolen from the DEO. In the meantime, Kara's first ...                See full summary »",8.1
1417,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl and the DEO are assigned to protect the President when an attack on her causes alien vs. human rights in National City to heat up. Alex investigates the case with Maggie Sawyer while Kara fears Mon-El may be responsible.,7.7
1418,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl challenges Rhea to battle to save National City. Meanwhile, Superman returns and Cat Grant offers Supergirl some sage advice.",7.8
1419,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl tries to stop an alien fight club run by Roulette, while Hank gets to know M'Gann.",7.7
1420,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl faces a ruthless new gang that's been given new alien technology by Cadmus.,7.6
1421,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,The Guardian arrives to lend a hand when an alien parasite drains Supergirl of her power. Mon-El contemplates his motives when he considers a new career. Alex faces a new reality.,7.7
1422,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl comes face-to-face with Cyborg Superman when she attempts to save Mon-El from Cadmus.,7.7
1423,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"As Eliza comes to National City for Thanksgiving, Kara turns to Lena for help when Cadmus unleashes a virus that instantly kills aliens, then is asked by Barry Allen and Cisco Ramon for help with an alien invasion on their Earth.",8
1424,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"While searching for a missing woman, Supergirl and Mon-El end up on another planet where Roulette leads a slave trafficking ring.",7.6
1425,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"When Livewire apparently breaks out of prison, Supergirl sets out to recapture her.",7.2
1426,Supergirl,(2015–2021),"Action,Adventure,Drama",41 min,A White Martian called Armek comes to National City with the intention of bringing M'gann back to Mars to be punished for her treason.,7.4
1427,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Lena is arrested when Metallo breaks Lillian out of prison and evidence suggests that Lena is responsible.,7.8
1428,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"A magical imp called Mr. Mxyzptlk arrives on Earth to woo Kara, and wreaks havoc on National City when she doesn't reciprocate his feelings.",7.3
1429,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"When Jeremiah Danvers is rescued from Cadmus, Alex and Kara are thrilled to have him back, but Mon-El is suspicious about his sudden return.",7.2
1430,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Alex and Kara realize they must break the rules to foil Cadmus' latest plot.,7.9
1431,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl goes on high alert when a new villain comes to National City. Meanwhile, Winn's new girlfriend Lyra gets him in trouble with the law and the Music Meister attacks.",7.2
1432,Supergirl,(2015–2021),"Action,Adventure,Drama",41 min,Aliens attack National City with the intention of collecting a large bounty put out on Supergirl.,7.4
1433,Supergirl,(2015–2021),"Action,Adventure,Drama",41 min,Lena's ex-boyfriend Jack Spheer comes to National City to reveal his breakthrough in nanotechnology that has the potential to eliminate all diseases.,7.4
1434,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"When Alex is kidnapped, Supergirl and Maggie must work together to save her.",7.6
1435,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"National City is attacked by a Phorian, a normally peaceful race with telekinetic abilities.",7.2
1436,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl struggles to decide whether or not to obey the President's orders regarding Rhea's latest actions. Meanwhile, Cat Grant returns to National City.",7.6
1437,Lobo,-2000,"Animation,Short,Action",2 min,Lobo and an escaped con known as Sunny Jim struggle over a human waitress.,7.2
1438,Lobo,-2000,"Animation,Short,Action",2 min,Lobo became part of an Intergalactic Presidential campaign but he does not have enough experience.,7.1
1439,Powerless,-2017,"Comedy,Fantasy,Sci-Fi",22 min,"Emily begins her first day, and quickly learns that her expectations far exceed those of her new boss, Van Wayne, and her co-workers.",7
1440,Young Justice,(2010– ),"Animation,Action,Adventure",24 min,A continuation of the second season; the team faces the difficulty of meta-human trafficking and a new intergalactic threat.,8.8
1441,Powerless,-2017,"Comedy,Fantasy,Sci-Fi",21 min,"When an alien attack damages the Gotham headquarters, Chairman West delivers some unfortunate news to Van and Emily. In an effort to save the company, Emily's efficiency may make everyone a...                See full summary »",8
1442,Powerless,-2017,"Comedy,Fantasy,Sci-Fi",21 min,The team gears up to leave for a company retreat when supervillain Dr. Psycho releases a toxic gas in Charm City; Emily does her best to make the most of a terrible situation.,7.8
1443,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Kara deals with the loss of Mon-El by focusing her energy on being Supergirl and concentrating on a mysterious new threat. Alex confesses a secret to Maggie. A citizen of National City has a mysterious connection to Kara. Lena makes a bold move.,7.6
1444,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Batgirl is kidnapped by Killer Moth and it is up to Supergirl to rescue her.,0
1445,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Harley, Bumblebee, and Katana try to sneak past Batgirl's security system to drop off a gift in her room.",0
1446,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer enlists Chloe to figure out how he wound up in the desert with his wings back.,8.6
1447,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,The girls find Lena to inform her of some bad news. They are unaware of her weird experiment with kryptonite.,0
1448,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer takes a sudden interest in a case while continuing to track down the Sinnerman.,8.2
1449,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"Maze heads to Canada to get more out of life, but Chloe suspects she's being deceived by a conman.",8.6
1450,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,Lucifer and Chloe investigate the murder of a youth counselor.,8.1
1451,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"When a food chemist is found dead, Lucifer and Chloe's investigation pits them against an unexpected face - criminal defense attorney Charlotte Richards. Everyone is caught off guard when ...                See full summary »",8.3
1452,Lucifer,(2016– ),"Crime,Drama,Fantasy",43 min,"When Lucifer discovers Candy has gone missing, he hightails it to Las Vegas with Ella in tow. They work to find her, but interesting secrets could compromise the investigation. Meanwhile, Chloe is upset that Lucifer left on her birthday.",8.9
1453,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,The students of Super Hero High try to stop a swarm of little Kryptomites from taking over the city.,0
1454,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Starfire finds it peculiar that the rest of the staff and students at Super Hero High are suddenly down each other's throats.,0
1455,Sci-Fi Buzz,(1992– ),News,0,a Plot,0
1456,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Frost and Katana are assigned to stop Lashina from breaking the Furies out of prison.,0
1457,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Wonder Woman, Supergirl, and Harley Quinn race each other around Metropolis.",0
1458,Powerless,-2017,"Comedy,Fantasy,Sci-Fi",22 min,"When Emily has to put up a fight to get her own office, she challenges Van to a competition. Meanwhile, after Teddy's life is saved by Green Fury, he goes to great lengths to see her again.",7.8
1459,The Flash,(2014– ),"Action,Adventure,Drama",42 min,The team gets help from a surprising ally in their battle against DeVoe.,7.8
1460,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Katana tries to stop the Double Dare Twins from stealing a painting from the school's Art Show.,0
1461,Gotham,(2014–2019),"Action,Crime,Drama",42 min,"Gordon fears Jonathan Crane is still alive and back in Gotham, when The Scarecrow's signature MO is used in a series of robberies. Meanwhile, Penguin's ""licensing"" of crime in the city backfires during the grand opening of his new Iceberg Lounge. Also, in the aftermath of his encounter with Ra's Al Ghul, Bruce begins his vigilante watch.",8.5
1462,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Batgirl, Starfire, and Beast Boy are enjoying a picnic when Lion-Mane suddenly releases all of the animals, from a nearby zoo, and they go on a rampage around the park.",0
1463,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Gordon is forced to face his inner demons when he tries to bring in Jonathan Crane to prove that the GCPD is still powerful.,8.2
1464,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Beast Boy, Batgirl, and Starfire round up all of the animals and put them back in their cages with the assistance of zoo volunteer, Mari McCabe.",0
1465,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Starfire tries to show her older sister, Blackfire, a good time on her visit to Earth.",0
1466,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Ares crashes a party on Paradise Island.,0
1467,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Batgirl and Poison Ivy are paired together to try and create stealth suits for class.,0
1468,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Batgirl and Poison Ivy try to rescue Crazy Quilt from Killer Moth.,0
1469,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Lashina poisons Commissioner Gordon in order to distract Batgirl and Hawkgirl from stopping her while she frees the Furies from prison.,0
1470,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,A vicious battle with Giganta causes a power outage around the city.,6.6
1471,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Mrs. Clayface steals Batgirl's gadgets, leaving Batgirl to use her mind, physical abilities, and surroundings to take them all back.",0
1472,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Catwoman plans to steal the Amulet of Harmonia from Ares.,0
1473,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,"Dick Grayson, Artemis Crock, Conner Kent and Jefferson Pierce go undercover in Markovia to stop the Bedlam Syndicate's meta-human trafficking cartel - before it claims another victim.",8.7
1474,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,"Conner Kent and Prince Brion Markov are in the clutches of Count Vertigo, leaving Dick Grayson, Artemis Crock and an emotionally damaged Jefferson Pierce to save them and put an end to the Bedlam Syndicate.",8.9
1475,Young Justice,(2010– ),"Animation,Action,Adventure",21 min,"While Jefferson, Connor and Artemis find homes for their Markovian strays, Dick assembles a new squad and hits the road - but may not survive the trip.",8.9
1476,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,A distant conflict sends the team on an away mission while the Happy Harbor gang decide what to do with Brion Markov and Halo.,8.5
1477,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,Brion Markov is determined to rescue his missing sister - even if it means throwing down against the entire League of Shadows.,8.8
1478,Young Justice,(2010– ),"Animation,Action,Adventure",24 min,"Aliens once again threaten the Earth, but with the Justice League split and scattered, only Earth's first and greatest hero can save us!",9.1
1479,Young Justice,(2010– ),"Animation,Action,Adventure",21 min,"As Meta-Human trafficking spreads across the United States, three very different teams of heroes seek to put a stop to it!",8.8
1480,Young Justice,(2010– ),"Animation,Action,Adventure",21 min,"The Light hires an assassin to take out a member of the team, but who's the target?",8.8
1481,Young Justice,(2010– ),"Animation,Action,Adventure",21 min,"With no news on his sister, Brion is growing more and more impatient, but Batman's on the case.",8.8
1482,Young Justice,(2010– ),"Animation,Action,Adventure",21 min,Victor confronts his father about his football game. Halo and Forager go to high school.,8.8
1483,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,Garfield Logan tests out a pair of Goode VR goggles. Then the goggles test him.,8.7
1484,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,Grayson's operatives attempt to stop an auction of enslaved Meta-teens.,9.1
1485,Young Justice,(2010– ),"Animation,Action,Adventure",0,The team reassembles while the Justice League faces a new threat in space.,8.4
1486,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,A new Gamma Squad is sent out on its first mission to investigate rumors of meta-trafficking in Russia.,8.3
1487,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,"Across the nation, the team gives thanks for what they have - and for what they very well might lose.",8.4
1488,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,"The Reach are back, terrorizing small-town America - unless the Outsiders can stop them.",8.1
1489,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,The Outsiders face Lex Luthor's machinations. But Lex isn't the only one trying to manipulate them.,8.2
1490,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,Project Rutabaga threatens to create an international crisis for the Outsiders.,8
1491,Young Justice,(2010– ),"Animation,Action,Adventure",24 min,Victor Stone reaches a crisis point. And he's not the only one.,8
1492,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,Dick Grayson and Jefferson go after Gretchen Goode - only to encounter the ominous Overlord.,8
1493,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,The hunt for Halo is on. Pray the team doesn't find her.,9
1494,Young Justice,(2010– ),"Animation,Action,Adventure",24 min,"The betrayals come fast and furious, and with them, a reckoning.",8.9
1495,Young Justice,(2010– ),"Animation,Action,Adventure",22 min,The Outsiders make one last attempt to save Halo...and the galaxy.,8.8
1496,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,"In the calm before the storm, Artemis and Conner journey back to their pasts.",9
1497,Young Justice,(2010– ),"Animation,Action,Adventure",26 min,"In the season finale episode, things come full circle as the team and the Outsiders return to Markovia for the final confrontation.",8.8
1498,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,A thief with psychic powers attacks National City and proves to be a formidable opponent for Supergirl.,7.3
1499,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Maggie reaches out to her estranged father when Eliza throws her and Alex a wedding shower, while Supergirl joins J'onn on a personal mission.",7.2
1500,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Ares goes on a rampage around the city and it is up to the students of Super Hero High to stop him.,0
1501,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Kara investigates a secretive new group whose leader, Thomas Coville, has a mysterious connection to Supergirl. Meanwhile, Samantha feels like she's letting Ruby down.",7.4
1502,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"The gang comes together for Barry and Iris's wedding, but the ceremony is crashed by villains from Earth-X.",8.8
1503,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Wonder Woman and Supergirl distract Ares while Batgirl and company try to get the Amulet back from Catwoman.,0
1504,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Nygma uses Butch to regain power and identity; Sofia Falcone appeals to Penguin's vulnerable side; Bruce makes bold moves with the dagger in his possession.,8.2
1505,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Gordon and Bullock pursue a serial killer who's assassinating cops and dressing them in pig heads.,8
1506,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Grundy and Nygma become main attractions at Cherry's Place in The Narrows. Penguin wants revenge when he hears Nygma is mocking him on stage and enlists The Sirens for help. Meanwhile, Gordon is offered the position of GCPD Captain.",8.3
1507,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Morgan Edge blames Lena for children getting sick from lead poisoning.,7.4
1508,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Bruce puts the lives of a Gotham Natural History Museum historian and his grandson in danger as he attempts to discover the meaning behind his knife from the auction.,8.2
1509,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Gordon travels to Miami hoping to convince Carmine Falcone to help him fight the Penguin, only to have his daughter follow him back to Gotham.",8.2
1510,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"With Professor Pyg striking fear throughout Gotham, Gordon and Bullock head into the Narrows to look for clues. Bruce Wayne meets a former friend, who convinces him to come along for a night with some old classmates.",8.3
1511,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Kara and Alex head home to Midvale for a little R&R. While there, Kara recalls a painful memory of a childhood friend's death and how that traumatic experience brought the Danvers sisters closer together.",8.2
1512,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Gordon tries to broker a deal with Penguin that involves Sofia. As Lee Thompkins gains more control over the Narrows.,8.5
1513,Gotham,(2014–2019),"Action,Crime,Drama",41 min,"Carmine Falcone comes to town, making things complicated for Gordon, Sofia and Penguin. Alfred tries to get through to Bruce once and for all, Nygma struggles to gain control over the Riddler persona, and Tabitha attempts to make Grundy remember his past. Meanwhile, a familiar smile resurfaces in Gotham.",8.9
1514,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Kara investigates when an alien ship lands deep underwater beneath National City; Hank attempts to bond with his father; Samantha looks to her estranged mother for answers.,7.6
1515,Watchmen,-2019,"Action,Drama,Mystery",61 min,Angela investigates the attempted murder of a fellow officer; The Lord of a Country Estate receives an anniversary gift from his loyal servants.,8
1516,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Professor Pyg continues to torment Gotham city, involving Jim Gordon whenever possible. Sofia and Penguin get ready for a fundraiser for the orphanage, and things don't go as planned when Professor Pyg shows up as the chef.",8.6
1517,Arrow,(2012–2020),"Action,Adventure,Crime",41 min,"Still in prison, Oliver faces his biggest challenge yet. Meanwhile, Felicity gets an intriguing offer, and Diggle asks Curtis to go undercover for ARGUS.",8.3
